fold,scan_group,background_count,raw_threshold,bc_threshold,raw_score_mean,raw_score_max,bc_score_mean,bc_score_max,raw_false_alarm_count,bc_false_alarm_count,raw_pfa,bc_pfa,false_alarm_count_reduction,pfa_reduction_fraction
1,20260204_100739,150,0.8037906289100647,0.8036319017410278,0.45424237837394077,0.982557475566864,0.28024241616328555,0.9191452860832214,18,4,0.12,0.02666666666666667,14,0.7777777777777778
4,20260204_100845,150,0.8037906289100647,0.8036319017410278,0.3764142585794131,0.9860442876815796,0.18905109867453573,0.92575341463089,8,1,0.05333333333333334,0.006666666666666667,7,0.875
3,20260204_100826,115,0.8037906289100647,0.8036319017410278,0.05772140241511486,0.5672774910926819,0.05767275601949376,0.5670322179794312,0,0,0.0,0.0,0,
2,20260204_100802,150,0.8037906289100647,0.8036319017410278,0.06363540771106874,0.3787462711334228,0.05252094948043421,0.2710706293582916,0,0,0.0,0.0,0,
6,20260204_100932,115,0.8037906289100647,0.8036319017410278,0.08866707118956936,0.3418021500110626,0.08859093577965443,0.3415831327438354,0,0,0.0,0.0,0,
5,20260204_100908,150,0.8037906289100647,0.8036319017410278,0.09023880667984481,0.2393493205308914,0.09014970918496445,0.2391495406627655,0,0,0.0,0.0,0,
