epoch,train_loss,val_loss,learning_rate,val_threshold,val_joint_pd,val_pfa,val_auc
1,0.34710326041735085,0.13381998674035658,0.001,0.3974609375,0.0,0.013333333333333334,0.8147169811320755
2,0.09276407071441975,0.054524814590738324,0.001,0.369140625,0.05660377358490566,0.013333333333333334,0.8272327044025157
3,0.043624512750826114,0.031682102000478454,0.001,0.50537109375,0.05660377358490566,0.013333333333333334,0.8869182389937107
4,0.02765366222177233,0.022979690468516844,0.001,0.64990234375,0.11320754716981132,0.013333333333333334,0.9136477987421384
5,0.020676776099036325,0.018317841773329697,0.001,0.681640625,0.24528301886792453,0.013333333333333334,0.9030817610062893
6,0.016523522952435955,0.016149864692626328,0.001,0.7705078125,0.16981132075471697,0.013333333333333334,0.919622641509434
7,0.014159704424250078,0.014328942592875123,0.001,0.84033203125,0.24528301886792453,0.013333333333333334,0.9176729559748428
8,0.01233827514634179,0.01274160918288777,0.001,0.8310546875,0.32075471698113206,0.013333333333333334,0.919433962264151
9,0.011318409937180357,0.01204313238477105,0.001,0.8681640625,0.32075471698113206,0.013333333333333334,0.9230817610062894
10,0.010407807808771046,0.012073782387331788,0.001,0.89306640625,0.3018867924528302,0.013333333333333334,0.9234591194968553
11,0.009724100294831709,0.010765974992528338,0.001,0.88232421875,0.4716981132075472,0.013333333333333334,0.9459119496855346
12,0.00932869766750988,0.009919109880428743,0.001,0.83251953125,0.37735849056603776,0.013333333333333334,0.9520754716981132
13,0.00903450748745121,0.009926667776454259,0.001,0.7705078125,0.41509433962264153,0.013333333333333334,0.9506918238993711
14,0.008467961481152319,0.010052225327697294,0.001,0.869140625,0.4339622641509434,0.013333333333333334,0.9549685534591195
15,0.008520037291328,0.010745511680446896,0.001,0.93212890625,0.24528301886792453,0.013333333333333334,0.9366666666666666
16,0.008014930594797846,0.009170232228292474,0.001,0.8564453125,0.39622641509433965,0.013333333333333334,0.9347169811320755
17,0.007921619451230748,0.009553979477831369,0.001,0.80419921875,0.4339622641509434,0.013333333333333334,0.9477358490566038
18,0.00766740407546194,0.009132125628240444,0.001,0.81640625,0.5094339622641509,0.013333333333333334,0.9532704402515724
19,0.007078162971833806,0.008945480384749217,0.001,0.888671875,0.41509433962264153,0.013333333333333334,0.9508176100628931
20,0.007047142078811328,0.00874733185542408,0.001,0.85791015625,0.5849056603773585,0.013333333333333334,0.9620754716981132
21,0.0067385432750960645,0.008884439531603616,0.001,0.90966796875,0.3584905660377358,0.013333333333333334,0.9563522012578617
22,0.006700643079701781,0.008843029647368222,0.001,0.83837890625,0.5849056603773585,0.013333333333333334,0.969874213836478
23,0.0063701639801635335,0.008119917447733799,0.001,0.8701171875,0.5094339622641509,0.013333333333333334,0.949622641509434
24,0.0064024203325147334,0.008071358277797333,0.001,0.8466796875,0.6226415094339622,0.013333333333333334,0.9684276729559749
25,0.006247223871684761,0.00797033140188074,0.001,0.83349609375,0.5849056603773585,0.013333333333333334,0.9557861635220126
26,0.005944133967925566,0.007965528777814264,0.001,0.80126953125,0.6037735849056604,0.013333333333333334,0.9724528301886792
27,0.0059665672398220015,0.008382423905875956,0.001,0.89404296875,0.5660377358490566,0.013333333333333334,0.9610691823899371
28,0.0057102522311978186,0.0076523492103580185,0.001,0.7744140625,0.6792452830188679,0.013333333333333334,0.9709433962264151
29,0.005862214732751993,0.007933687453681209,0.001,0.888671875,0.49056603773584906,0.013333333333333334,0.9672327044025157
30,0.005480014834386068,0.007754734763187434,0.001,0.8671875,0.660377358490566,0.013333333333333334,0.9778616352201258
31,0.005434460334876437,0.008751630351828237,0.001,0.85693359375,0.7169811320754716,0.013333333333333334,0.9778616352201258
32,0.005666438258106185,0.007688660983780738,0.001,0.875,0.6037735849056604,0.013333333333333334,0.9691823899371069
33,0.005167215175153512,0.007969168375539846,0.001,0.87646484375,0.6226415094339622,0.013333333333333334,0.9847169811320755
34,0.005005311968327171,0.0079922289662109,0.0005,0.8720703125,0.6792452830188679,0.013333333333333334,0.9761635220125786
35,0.004691616074129377,0.007134637380479904,0.0005,0.80322265625,0.6792452830188679,0.013333333333333334,0.9824528301886792
36,0.004521402001717929,0.006853940787156264,0.0005,0.78857421875,0.7547169811320755,0.013333333333333334,0.9854716981132076
37,0.004464786155591782,0.007291259449101489,0.0005,0.8564453125,0.6792452830188679,0.013333333333333334,0.9850943396226415
38,0.004399401824350275,0.007072499083536287,0.0005,0.76806640625,0.7169811320754716,0.013333333333333334,0.9849685534591195
39,0.004305023203194116,0.007057229397024758,0.0005,0.8251953125,0.7924528301886793,0.013333333333333334,0.9871069182389937
40,0.004255578787922056,0.007058150839780829,0.0005,0.79833984375,0.6981132075471698,0.013333333333333334,0.9864779874213836
41,0.004272123073093402,0.007135404598167432,0.0005,0.83447265625,0.6792452830188679,0.013333333333333334,0.9855345911949686
42,0.004283236107328339,0.007186609001490723,0.00025,0.87109375,0.6792452830188679,0.013333333333333334,0.9843396226415094
43,0.004055339398240355,0.007001657822579971,0.00025,0.7890625,0.7169811320754716,0.013333333333333334,0.9850314465408805
44,0.0039868856544262475,0.0068547336010175205,0.00025,0.80712890625,0.7547169811320755,0.013333333333333334,0.9871698113207548
45,0.003958710017921579,0.006911017761675852,0.00025,0.7685546875,0.7547169811320755,0.013333333333333334,0.9865408805031447
46,0.0039315577081029335,0.007083480868298157,0.00025,0.81494140625,0.7547169811320755,0.013333333333333334,0.9883018867924528
47,0.003951513505606056,0.006965128720962796,0.00025,0.80419921875,0.7735849056603774,0.013333333333333334,0.9856603773584905
48,0.003913212516577287,0.006920909240963442,0.000125,0.82080078125,0.7547169811320755,0.013333333333333334,0.9891823899371069
49,0.003829369897266343,0.006892851289772323,0.000125,0.751953125,0.7735849056603774,0.013333333333333334,0.9860377358490566
50,0.003808356380351189,0.0069139508177524,0.000125,0.79833984375,0.7924528301886793,0.013333333333333334,0.9894968553459119
51,0.003794991863750905,0.006830012147071693,0.000125,0.78759765625,0.7924528301886793,0.013333333333333334,0.9876729559748427
52,0.0037831633932721574,0.006791257341919934,0.000125,0.787109375,0.7735849056603774,0.013333333333333334,0.9884905660377359
53,0.0037752712508500367,0.006902888606777277,0.000125,0.76708984375,0.7924528301886793,0.013333333333333334,0.9859119496855346
54,0.003749170669133592,0.006859806771424549,0.000125,0.78759765625,0.7924528301886793,0.013333333333333334,0.9880503144654088
55,0.0037480327361131545,0.006927444882721874,0.000125,0.796875,0.7547169811320755,0.013333333333333334,0.9875471698113207
56,0.003745536847702777,0.006903385473965791,0.000125,0.794921875,0.7924528301886793,0.013333333333333334,0.9861635220125786
57,0.0037346862386278255,0.0069226761393850035,0.000125,0.77587890625,0.8113207547169812,0.013333333333333334,0.9861635220125786
58,0.0037131533185158156,0.00689029980813878,6.25e-05,0.79296875,0.7735849056603774,0.013333333333333334,0.9893710691823899
59,0.0036716144404096676,0.006876471216430236,6.25e-05,0.791015625,0.7924528301886793,0.013333333333333334,0.9871698113207548
60,0.0036522657480254025,0.00688817232142987,6.25e-05,0.79638671875,0.8113207547169812,0.013333333333333334,0.9881761006289308
61,0.003651873299737795,0.006906498837447611,6.25e-05,0.796875,0.7924528301886793,0.013333333333333334,0.9883018867924528
62,0.0036482922743812625,0.006846819866077029,6.25e-05,0.7900390625,0.8113207547169812,0.013333333333333334,0.9877358490566037
63,0.003640012130987858,0.006920676389961444,6.25e-05,0.794921875,0.8113207547169812,0.013333333333333334,0.9882389937106918
64,0.0036283800676697236,0.006914059799984602,3.125e-05,0.7978515625,0.7924528301886793,0.013333333333333334,0.9881761006289308
65,0.003617066621751841,0.006863230845536532,3.125e-05,0.78515625,0.8113207547169812,0.013333333333333334,0.9877987421383648
66,0.003599251080913133,0.006877454047623489,3.125e-05,0.77880859375,0.7924528301886793,0.013333333333333334,0.9872955974842768
67,0.0035963325753100117,0.0068836747495207495,3.125e-05,0.78466796875,0.8113207547169812,0.013333333333333334,0.9876729559748427
