mode,folds,mean_auc,mean_partial_auc_fpr_0_05,mean_tpr_at_1pct_fpr,mean_tpr_at_5pct_fpr,mean_background_exceedance,mean_target_exceedance
polar6,2,0.8025864779874214,0.5953568283031272,0.1904934687953556,0.28646589259796806,0.9866666666666667,1.0
power2,2,0.9146692065795841,0.8073821840149852,0.5527939042089985,0.7236937590711175,0.9933333333333334,1.0
ri4,2,0.8784337203676826,0.7700184833711684,0.47659651669085634,0.6585631349782293,0.14666666666666667,0.7536284470246735
ri8,2,0.8634615384615385,0.6373599791596889,0.14277939042089985,0.466799709724238,0.9566666666666667,1.0
