mode,raw_false_alarms_mean,raw_false_alarms_std,raw_false_alarms_sum,calibrated_false_alarms_mean,calibrated_false_alarms_std,calibrated_false_alarms_sum,false_alarm_reduction_mean,false_alarm_reduction_std,false_alarm_reduction_sum,false_alarm_reduction_rate_mean,false_alarm_reduction_rate_std,false_alarm_reduction_rate_sum,raw_test_pfa_mean,raw_test_pfa_std,raw_test_pfa_sum,calibrated_test_pfa_mean,calibrated_test_pfa_std,calibrated_test_pfa_sum,raw_test_pd_mean,raw_test_pd_std,raw_test_pd_sum,calibrated_test_pd_mean,calibrated_test_pd_std,calibrated_test_pd_sum,delta_pd_mean,delta_pd_std,delta_pd_sum,raw_test_auc_mean,raw_test_auc_std,raw_test_auc_sum,calibrated_test_auc_mean,calibrated_test_auc_std,calibrated_test_auc_sum,background_shift_mean_mean,background_shift_mean_std,background_shift_mean_sum,target_shift_mean_mean,target_shift_mean_std,target_shift_mean_sum
full,9.0,2.8284271247461903,18.0,9.0,2.8284271247461903,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.23570226039551578,1.5,0.75,0.23570226039551578,1.5,0.9166666666666667,0.11785113019775793,1.8333333333333335,0.9166666666666667,0.11785113019775793,1.8333333333333335,0.0,0.0,0.0,0.9201388888888888,0.11294066643951796,1.8402777777777777,0.9201388888888888,0.11294066643951796,1.8402777777777777,0.005372924012287209,0.0002134043387014411,0.010745848024574418,0.005055726137167464,0.00047445818662570635,0.010111452274334928
no_scan_context,9.0,2.8284271247461903,18.0,9.0,2.8284271247461903,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.23570226039551578,1.5,0.75,0.23570226039551578,1.5,0.9166666666666667,0.11785113019775793,1.8333333333333335,0.9166666666666667,0.11785113019775793,1.8333333333333335,0.0,0.0,0.0,0.9201388888888888,0.11294066643951796,1.8402777777777777,0.9201388888888888,0.11294066643951796,1.8402777777777777,0.005416552827227861,0.00017408001195176007,0.010833105654455721,0.0050134802392373485,0.0004221935426122293,0.010026960478474697
no_background_classification,9.0,2.8284271247461903,18.0,9.0,2.8284271247461903,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.23570226039551578,1.5,0.75,0.23570226039551578,1.5,0.9166666666666667,0.11785113019775793,1.8333333333333335,0.9166666666666667,0.11785113019775793,1.8333333333333335,0.0,0.0,0.0,0.9201388888888888,0.11294066643951796,1.8402777777777777,0.9201388888888888,0.11294066643951796,1.8402777777777777,0.005294364333773653,0.00030062721425538127,0.010588728667547306,0.0049910514887111885,0.0005538870507308991,0.009982102977422377
no_background_tail,9.0,2.8284271247461903,18.0,9.0,2.8284271247461903,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.23570226039551578,1.5,0.75,0.23570226039551578,1.5,0.9166666666666667,0.11785113019775793,1.8333333333333335,0.9166666666666667,0.11785113019775793,1.8333333333333335,0.0,0.0,0.0,0.9201388888888888,0.11294066643951796,1.8402777777777777,0.9201388888888888,0.11294066643951796,1.8402777777777777,0.005291504533185313,9.82598071141866e-05,0.010583009066370625,0.004901597276329994,0.00025648706127624115,0.009803194552659988
no_target_protection,9.0,2.8284271247461903,18.0,9.0,2.8284271247461903,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.23570226039551578,1.5,0.75,0.23570226039551578,1.5,0.9166666666666667,0.11785113019775793,1.8333333333333335,0.9166666666666667,0.11785113019775793,1.8333333333333335,0.0,0.0,0.0,0.9201388888888888,0.11294066643951796,1.8402777777777777,0.9201388888888888,0.11294066643951796,1.8402777777777777,0.005252366652712226,0.0003867665920182085,0.010504733305424452,0.005064396536909044,0.0005148696880400024,0.010128793073818088
