fold,mode,experiment_name,best_epoch,base_threshold,raw_false_alarms,calibrated_false_alarms,false_alarm_reduction,false_alarm_reduction_rate,raw_test_pfa,calibrated_test_pfa,raw_test_pd,calibrated_test_pd,delta_pd,raw_test_auc,calibrated_test_auc,background_shift_mean,target_shift_mean,pd_floor_satisfied
5,no_target_protection,bc_dpg_v3_ablation_no_target_protection_v4_fold05_seed42,17,0.361328125,0.0,0.0,0.0,,0.0,0.0,0.95,0.95,0.0,0.9997777777777778,0.9997777777777778,0.007966108492886,0.018895446571211,True
5,no_target_keep,bc_dpg_v3_ablation_no_target_keep_v4_fold05_seed42,30,0.361328125,0.0,0.0,0.0,,0.0,0.0,0.95,0.95,0.0,0.9997777777777778,1.0,0.1954037402073542,0.0025206207022468,True
5,no_pairwise,bc_dpg_v3_ablation_no_pairwise_v4_fold05_seed42,29,0.361328125,0.0,0.0,0.0,,0.0,0.0,0.95,0.95,0.0,0.9997777777777778,1.0,0.1050314562519391,0.0018942584715356,True
5,no_shift_selectivity,bc_dpg_v3_ablation_no_shift_selectivity_v4_fold05_seed42,26,0.361328125,0.0,0.0,0.0,,0.0,0.0,0.95,0.95,0.0,0.9997777777777778,0.9998888888888888,0.147302863796552,0.0097595361682275,True
5,no_shift_regularization,bc_dpg_v3_ablation_no_shift_regularization_v4_fold05_seed42,15,0.361328125,0.0,0.0,0.0,,0.0,0.0,0.95,0.95,0.0,0.9997777777777778,0.9998888888888888,0.515824427207311,0.0127383104033166,True
6,full,bc_dpg_v3_ablation_full_v4_fold06_seed42,30,0.89697265625,0.0,0.0,0.0,,0.0,0.0,0.7916666666666666,0.7916666666666666,0.0,0.998731884057971,0.9998188405797102,0.2372865754625071,0.013150161533152,True
6,no_scan_context,bc_dpg_v3_ablation_no_scan_context_v4_fold06_seed42,11,0.89697265625,0.0,0.0,0.0,,0.0,0.0,0.7916666666666666,0.7916666666666666,0.0,0.998731884057971,0.998731884057971,0.1534192871788273,0.0164486790454247,True
6,no_background_classification,bc_dpg_v3_ablation_no_background_classification_v4_fold06_seed42,30,0.89697265625,0.0,0.0,0.0,,0.0,0.0,0.7916666666666666,0.7916666666666666,0.0,0.998731884057971,0.9996376811594204,0.2031213961217714,0.0034685367215085,True
6,no_background_tail,bc_dpg_v3_ablation_no_background_tail_v4_fold06_seed42,30,0.89697265625,0.0,0.0,0.0,,0.0,0.0,0.7916666666666666,0.7916666666666666,0.0,0.998731884057971,0.9998188405797102,0.2269052990104841,0.0134982009002063,True
6,no_target_protection,bc_dpg_v3_ablation_no_target_protection_v4_fold06_seed42,30,0.89697265625,0.0,0.0,0.0,,0.0,0.0,0.7916666666666666,0.7916666666666666,0.0,0.998731884057971,0.998731884057971,0.0132346078672486,0.0014638370334978,True
6,no_target_keep,bc_dpg_v3_ablation_no_target_keep_v4_fold06_seed42,30,0.89697265625,0.0,0.0,0.0,,0.0,0.0,0.7916666666666666,0.7916666666666666,0.0,0.998731884057971,0.9998188405797102,0.2372865754625071,0.013150161533152,True
6,no_pairwise,bc_dpg_v3_ablation_no_pairwise_v4_fold06_seed42,19,0.89697265625,0.0,0.0,0.0,,0.0,0.0,0.7916666666666666,0.7916666666666666,0.0,0.998731884057971,0.9996376811594204,0.2018978819898937,0.002964870074417,True
6,no_shift_selectivity,bc_dpg_v3_ablation_no_shift_selectivity_v4_fold06_seed42,30,0.89697265625,0.0,0.0,0.0,,0.0,0.0,0.7916666666666666,0.7916666666666666,0.0,0.998731884057971,1.0,0.1933058335729267,0.0161291021762129,True
6,no_shift_regularization,bc_dpg_v3_ablation_no_shift_regularization_v4_fold06_seed42,30,0.89697265625,0.0,0.0,0.0,,0.0,0.0,0.7916666666666666,0.7916666666666666,0.0,0.998731884057971,1.0,1.2502094020014225,0.0269416970357572,True
