fold,regularization,experiment_name,experiment_dir,source_kind,best_epoch,base_threshold,val_false_alarms,val_pfa,val_pd,raw_val_pd,val_auc,val_background_shift,val_target_shift,pd_floor_satisfied,score_never_increased_validation,summary_path,eligible,selection_key
1,0.01,bc_dpg_v3_ablation_full_v4_fold01_seed42_smoke,/home/tobeornot8259748/projects/balloon_radar_project/results/experiments/bc_dpg_v3_ablation_full_v4_fold01_seed42_smoke,reused_full_v3,4,0.337646484375,0,0.0,1.0,1.0,1.0,0.005606899115567406,0.004710785540131231,True,True,/home/tobeornot8259748/projects/balloon_radar_project/results/experiments/bc_dpg_v3_ablation_full_v4_fold01_seed42_smoke/tables/summary.json,True,"[0.0, 0.0, -1.0, -1.0, 0.004710785540131231, -0.01]"
4,0.01,bc_dpg_v3_ablation_full_v4_fold04_seed42_smoke,/home/tobeornot8259748/projects/balloon_radar_project/results/experiments/bc_dpg_v3_ablation_full_v4_fold04_seed42_smoke,reused_full_v3,4,0.254150390625,0,0.0,0.9166666666666666,0.9166666666666666,1.0,0.005485946040910979,0.005347797569508354,True,True,/home/tobeornot8259748/projects/balloon_radar_project/results/experiments/bc_dpg_v3_ablation_full_v4_fold04_seed42_smoke/tables/summary.json,True,"[0.0, 0.0, -0.9166666666666666, -1.0, 0.005347797569508354, -0.01]"
