class_label,confidence_lt_0_1_fraction,confidence_ge_0_5_fraction,zdr_saturation_fraction,ungated_phase_full_amplitude_fraction,gated_phase_amplitude_lt_0_1_fraction,gated_zdr_abs_mean_low_conf,ungated_zdr_abs_mean_low_conf,gated_rho_mean_low_conf,ungated_rho_mean_low_conf,confidence_mean,confidence_std,confidence_q01,confidence_q50,confidence_q99,confidence_min,confidence_max,zdr_scaled_mean,zdr_scaled_std,zdr_scaled_q01,zdr_scaled_q50,zdr_scaled_q99,zdr_scaled_min,zdr_scaled_max,rho_mean,rho_std,rho_q01,rho_q50,rho_q99,rho_min,rho_max,gated_zdr_mean,gated_zdr_std,gated_zdr_q01,gated_zdr_q50,gated_zdr_q99,gated_zdr_min,gated_zdr_max,gated_rho_mean,gated_rho_std,gated_rho_q01,gated_rho_q50,gated_rho_q99,gated_rho_min,gated_rho_max,gated_phase_amplitude_mean,gated_phase_amplitude_std,gated_phase_amplitude_q01,gated_phase_amplitude_q50,gated_phase_amplitude_q99,gated_phase_amplitude_min,gated_phase_amplitude_max
background,0.8438541666666667,0.04298014322916666,0.004532063802083333,1.0,0.8567472330729166,0.001048151914801565,0.10015210586910446,0.004444911164076378,0.46379772666841745,0.06869235197265176,0.16925268692360104,0.0,3.4834780796709194e-08,0.9999795104935765,0.0,1.0,-0.028599054442946924,0.15684178360053738,-0.45420615416641036,-0.011558010208470174,0.3152651450100045,-0.7610186558837692,0.6111000574504336,0.515549341162668,0.25364269784268995,0.056822867690352726,0.513660293382903,0.9998894798010588,0.004374016555630078,0.9999984465539455,-0.006014755007966291,0.05012673749192256,-0.18423785586560068,0.0,0.08760583751141297,-0.5075901651289314,0.27519774437920813,0.060889143074793484,0.1594666374652234,0.0,1.597780683345977e-08,0.9357502423847718,0.0,0.9993794063727061,0.06088914306378727,0.15946663737132263,0.0,1.5977806706174436e-08,0.9357502430366976,0.0,0.9993794125815233
target,0.9434619140625,0.024847819010416664,9.847005208333333e-05,1.0,0.9508789062499999,0.0006671955043202615,0.09425587579607964,0.002175068274179163,0.3414413249120116,0.03282057606902727,0.1412775455361773,0.0,7.781628502917352e-09,0.999980990011245,0.0,1.0,-0.007054628398584318,0.13336216420174815,-0.42434558435032765,-0.0008558284473897023,0.2901248536693554,-0.743840121353666,0.5479599501316746,0.37175855407785363,0.21670283920815073,0.04060264216270298,0.33477542642503977,0.9999361324124038,0.0027436884732499798,0.9999999422580004,-0.0023760605659692365,0.029092226911536286,-0.11612986981747477,0.0,0.030806517195208816,-0.4297570220660418,0.2151694810211969,0.028077022979516156,0.13410756689347195,0.0,2.1942231434771433e-09,0.931963803681235,0.0,0.9999999391535918,0.02807702293009222,0.13410756652688935,0.0,2.1942231446878354e-09,0.9319638067297643,0.0,0.9999999366700649
