epoch,learning_rate,train_loss,train_background_classification_loss,train_background_tail_loss,train_target_keep_loss,train_pairwise_loss,train_shift_selectivity_loss,train_shift_regularization,train_background_shift_mean,train_target_shift_mean,val_loss,val_background_classification_loss,val_background_tail_loss,val_target_keep_loss,val_pairwise_loss,val_shift_selectivity_loss,val_shift_regularization,val_background_shift_mean,val_target_shift_mean,selected_threshold,selected_pd,selected_pfa,selected_auc,base_pd,base_pfa,raw_base_pd,pd_floor_satisfied,background_shift_mean,target_shift_mean,background_probability_mean,target_probability_mean
1,0.0005,1.5307606924576258,1.5046064615892272,0.23679104569867615,0.0,0.0312549390320508,0.039805972080105397,2.7345830904971932e-05,0.005343541800423532,0.00485757332937817,2.3042234052431407,2.297354570310104,0.0007481256435657369,0.0,0.0032436504152608034,0.012439431815311826,3.2436057369025735e-05,0.005689860858353488,0.0017242512936368952,0.336540162563324,0.9433962264150944,0.013333333333333334,1.0,0.9433962264150944,0.013333333333333334,0.9433962264150944,True,0.006014987720797459,0.004671922085349852,0.05496920312444369,0.04995421509978906
2,0.0005,1.4775876924998035,1.4518481917137085,0.23588658615223804,0.0,0.030931930677749398,0.03910547688683731,3.61920561071302e-05,0.006556314486518221,0.004306276853515131,2.2157685923312096,2.2090442675197948,0.0007396727213131383,0.0,0.0032372471734220757,0.012152896138834836,4.666537936966696e-05,0.007174629149178566,0.0014626556121987368,0.3361845910549164,0.9433962264150944,0.013333333333333334,1.0,0.9433962264150944,0.013333333333333334,0.9433962264150944,True,0.007585048101221522,0.003973835349996698,0.06142917638023694,0.04659353358284483
3,0.0005,1.4176885198068747,1.3925839511532025,0.2370891207954633,0.0,0.03038317095638928,0.03805477080761262,5.4180553577390985e-05,0.0083873939281204,0.0034620003144675993,2.1230913118775843,2.1165448316909705,0.0007283749985577438,0.0,0.003230377958325917,0.01179933195630905,7.342289067256285e-05,0.009223787068146203,0.0012214642036430942,0.3357059359550476,0.9433962264150944,0.013333333333333334,1.0,0.9433962264150944,0.013333333333333334,0.9433962264150944,True,0.009750333608438572,0.003343066591593736,0.06897869427998861,0.0414116734041358
4,0.0005,1.355408777445153,1.3304631841793215,0.2325750106589171,0.0,0.03263923355109608,0.036833705435785645,8.875064756498468e-05,0.010952359386732315,0.002870643029436268,2.025333492773507,2.01899777385842,0.0007129918618742468,0.0,0.0032218453919359027,0.01138023672432735,0.00012479922212339166,0.01212020842312592,0.0011181309681587619,0.335032194852829,0.9433962264150944,0.013333333333333334,1.0,0.9433962264150944,0.013333333333333334,0.9433962264150944,True,0.012811999792853992,0.003114100897087241,0.07802278930942218,0.03919912164784827
5,0.0005,1.288454430122581,1.2647959446971306,0.2362549769468706,0.0,0.03007081642023958,0.03528561931093427,0.00015442901517821834,0.014524945130727362,0.0023643783760580895,1.9221039689490067,1.9160460662372008,0.0006916638959217541,0.0,0.003208975486567455,0.010827880774812745,0.0002185769238619775,0.016146329823385906,0.0009627694945341994,0.3340902626514435,0.9433962264150944,0.013333333333333334,1.0,0.9433962264150944,0.013333333333333334,0.9433962264150944,True,0.017069304237763087,0.0026905414086046083,0.08882932692766189,0.03589796879381504
6,0.0005,1.2219756488208822,1.199003765525201,0.22615838581018372,0.0,0.031515789391457875,0.03333203245526697,0.0002726876404233066,0.019425940099912834,0.0019872829439168713,1.8209194471059469,1.815214596358426,0.0006634151113444362,0.0,0.003192583328397403,0.010124870121772654,0.00039221856627255457,0.021676413531373874,0.0008868518368033647,0.3328150510787964,0.9433962264150944,0.013333333333333334,1.0,0.9433962264150944,0.013333333333333334,0.9433962264150944,True,0.02291456705580155,0.002509470925806969,0.10088016182184219,0.03326126701145802
7,0.0005,1.1553507744462663,1.1337461416933414,0.23365025989450214,0.0,0.03105224006259538,0.0307783781578438,0.0004982216190483993,0.026231080168140224,0.0016532512262433447,1.7200441556280763,1.7148040210451987,0.0006246969030408436,0.0,0.0031693058060895045,0.009198118313192734,0.000719647066523017,0.02941727873139781,0.0008062981264069309,0.33102259039878845,0.9433962264150944,0.013333333333333334,1.0,0.9433962264150944,0.013333333333333334,0.9433962264150944,True,0.031097917680939037,0.00228828282253641,0.1144996685286363,0.030516738247758936
8,0.0005,1.0884621548202802,1.0686664211782162,0.2234849992466744,0.0,0.030382060106954163,0.027420010432761634,0.0009325141080271082,0.0358757049026033,0.0014308937251030637,1.6180345132726754,1.6134145119837646,0.0005714955368065482,0.0,0.003133836050926171,0.00795923489067942,0.0013572043713130312,0.040473275583953104,0.0006750341541514608,0.3284631669521332,0.9433962264150944,0.013333333333333334,1.0,0.9433962264150944,0.013333333333333334,0.9433962264150944,True,0.04278590785960357,0.0018786145440074353,0.1301052780946096,0.02748758208779794
9,0.0005,1.0207384554844983,1.0031809589933514,0.2238662176215745,0.0,0.030218557924072378,0.02299197276205708,0.001782263853810627,0.04966945645984292,0.0012372854138119522,1.5150457500053451,1.5112204799437758,0.0004990744620121171,0.0,0.0030874322200643606,0.006362995490652,0.0026311232065332492,0.056368138402553614,0.000683391014838894,0.32477834820747375,0.9433962264150944,0.013333333333333334,1.0,0.9433962264150944,0.013333333333333334,0.9433962264150944,True,0.05958913765847683,0.0019146685119507448,0.14805038511753082,0.02578130234384312
10,0.0005,0.9523902741082595,0.9376320238061993,0.22050526473078766,0.0,0.030123318342185727,0.01739779731002699,0.0034687708814771507,0.06940215127166069,0.001143961342809737,1.4122923078116378,1.4094378925456201,0.00040696502612729376,0.0,0.003017622261799028,0.004398796652338188,0.005149223327324641,0.07890512908033549,0.0006164314289545191,0.319642037153244,0.9433962264150944,0.013333333333333334,1.0,0.9433962264150944,0.013333333333333334,0.9433962264150944,True,0.08341256399949391,0.0016997192573364613,0.16833666851123175,0.023259477303275523
11,0.0005,0.883618513850189,0.8721975926761678,0.21645998446059958,0.0,0.02961802356587748,0.010857385387418244,0.0068617536990107555,0.09709466913479037,0.000862273584355944,1.3101390109126791,1.3083088339806483,0.00029753669729373723,0.0,0.0029250958870197163,0.00229019469815522,0.01000404212108299,0.11001067560881816,0.0006065754405695376,0.3126157224178314,0.9433962264150944,0.013333333333333334,1.0,0.9433962264150944,0.013333333333333334,0.9433962264150944,True,0.11629460165898005,0.0016546896494099132,0.19132104913393658,0.02200159729229954
12,0.0005,0.8163428380482923,0.8082178530667349,0.20031800400214697,1.2462459015644298e-08,0.028363914849020722,0.004643351364268286,0.013041993959573402,0.13402532756007263,0.001079310029506623,1.2106657269332797,1.2096279772282967,0.0001884302298717311,0.0,0.0028000048228672574,0.0005865319462245322,0.018449595829434017,0.1494515470683281,0.000450930645313169,0.3038369119167328,0.9433962264150944,0.013333333333333334,1.0,0.9433962264150944,0.013333333333333334,0.9433962264150944,True,0.15798859735329945,0.0012138637149583479,0.21673459470272063,0.020278320858641615
13,0.0005,0.7520236167303636,0.7460136240062045,0.1881132246349057,5.147356798525929e-07,0.0270794963117719,0.0007281280750922851,0.02259190172720148,0.1774659156397668,0.0010355759643939527,1.115258199616973,1.114423081278801,0.0001088175463852624,0.0,0.002664250986916678,0.0,0.030225129101445317,0.19132199310904066,0.00019630450288549506,0.29463234543800354,0.9433962264150944,0.013333333333333334,1.0,0.9433962264150944,0.006666666666666667,0.9433962264150944,True,0.20224754144748053,0.0005347513097320807,0.24439566135406493,0.01798004741376301
14,0.0005,0.6923442545605477,0.6865622507272705,0.17873455363142524,0.0,0.02719799517540919,0.0,0.034240632114625684,0.2186087177529168,0.0006884471216016873,1.0244143094243527,1.0234808170975283,6.430912671124406e-05,0.0,0.0025696343389050714,0.0,0.041953650407719194,0.22541549757783635,0.0001641012237320099,0.2874758243560791,0.9433962264150944,0.013333333333333334,1.0,0.9433962264150944,0.006666666666666667,0.9433962264150944,True,0.23827785670757293,0.00044935001093314366,0.27421307146549223,0.016968341509126267
15,0.0005,0.634719691186581,0.6293468073693247,0.17071874588326302,0.0,0.024590931431141824,0.0,0.04547022720874159,0.25209420991715076,0.00041287696250084276,0.9379973989805858,0.9369661714789903,3.4028879857709253e-05,0.0,0.00249411730930723,0.0,0.05324070429030811,0.25391207539976524,0.00014965057320287222,0.2812190055847168,0.9433962264150944,0.013333333333333334,1.0,0.9433962264150944,0.006666666666666667,0.9433962264150944,True,0.26842403252919517,0.0004092733724974096,0.30591212968031567,0.015640203085429263
16,0.0005,0.5811318772822377,0.575452247559221,0.16663430900265264,0.0,0.025624993309940933,0.0,0.05546329152391285,0.27859131481769595,0.000383979977752431,0.8561603473545295,0.8550600606782977,1.7466488078677008e-05,0.0,0.0024486703825701635,0.0,0.06105534680409941,0.27181998379712036,0.00014134021642218743,0.27660325169563293,0.9433962264150944,0.013333333333333334,1.0,0.9433962264150944,0.006666666666666667,0.9433962264150944,True,0.28744836111863453,0.00038605926608895215,0.33930650234222415,0.014508414820258348
17,0.0005,0.5300784327913166,0.5246035016450599,0.1572928685629665,0.0,0.02435442840936531,0.0,0.060404649571668745,0.29070865111852273,0.00037115211256546273,0.7790018914203192,0.7779652990143875,1.2504945054943926e-05,0.0,0.002495794167072315,0.0,0.05374320988827663,0.2546028362706377,0.00012648601820141884,0.2760860025882721,0.9433962264150944,0.013333333333333334,1.0,0.9433962264150944,0.006666666666666667,0.9433962264150944,True,0.26962907175223033,0.0003439620837903107,0.3739704195658366,0.012653148768223682
18,0.0005,0.4821795548068867,0.47693540834673653,0.1582018011663802,0.0,0.02389426478197311,0.0,0.04652929621324385,0.25207389360971527,0.0003218633482656931,0.7069187470404386,0.7060820880423992,2.2282433957595544e-05,0.0,0.002687694991163432,1.982330193220101e-05,0.028920179212277696,0.18554291466774026,0.00011978797133429334,0.282838374376297,0.9433962264150944,0.013333333333333334,1.0,0.9433962264150944,0.006666666666666667,0.9433962264150944,True,0.1972309985756874,0.00032438311993829766,0.40948016246159874,0.010952193659009799
