global_epoch,stage,stage_epoch,learning_rate,train_total_loss,train_classification_loss,train_regression_loss,val_total_loss,val_classification_loss,val_regression_loss,val_threshold,val_joint_pd,val_pfa,val_seconds_per_map,stage_best
1,classification,1,0.001,0.5958754576923391,0.5958754576923391,0.05010287053983488,0.29606876525972864,0.29606876525972864,0.010662288042565285,0.4869414269924164,0.0,0.013333333333333334,0.00012060197044542148,True
2,classification,2,0.001,0.5260792411562567,0.5260792411562567,0.04635193480073281,0.25110121519107537,0.25110121519107537,0.010631558049488538,0.4019225239753723,0.0,0.006666666666666667,8.275302956140259e-05,True
3,classification,3,0.001,0.5109846795986926,0.5109846795986926,0.05073076183342869,0.2542669061075878,0.2542669061075878,0.010618789405951946,0.66888028383255,0.0,0.006666666666666667,0.00011274043843092791,False
4,classification,4,0.001,0.512050064908205,0.512050064908205,0.05203957373723187,0.21560952625251167,0.21560952625251167,0.010607512199819969,0.6216557621955872,0.0,0.013333333333333334,8.719644828322757e-05,True
5,classification,5,0.001,0.4952462955787175,0.4952462955787175,0.05040884945752486,0.2131333838542694,0.2131333838542694,0.010577976978911555,0.3463202118873596,0.0,0.013333333333333334,9.440124138680474e-05,True
6,classification,6,0.001,0.4915330949819313,0.4915330949819313,0.04971449896492405,0.22989929045362426,0.22989929045362426,0.010568972383373476,0.2716379463672638,0.0,0.013333333333333334,0.00010227768966100027,False
7,classification,7,0.001,0.49136039574512574,0.49136039574512574,0.049098461283988384,0.1812542974948883,0.1812542974948883,0.010541100018276958,0.5449224710464478,0.0,0.013333333333333334,8.426725616131788e-05,True
8,classification,8,0.001,0.48758111456333786,0.48758111456333786,0.049267260839715804,0.21412521835618417,0.21412521835618417,0.010532313086129175,0.3270232081413269,0.0,0.013333333333333334,0.00010337947783294923,False
9,classification,9,0.001,0.4865762272453051,0.4865762272453051,0.04778745911031399,0.1947954740430334,0.1947954740430334,0.010514905189939321,0.3757064640522003,0.0,0.013333333333333334,8.830583252356384e-05,False
10,classification,10,0.001,0.4880649792858854,0.4880649792858854,0.05033378461702172,0.17427101775343196,0.17427101775343196,0.010478947146479132,0.43818405270576477,0.0,0.013333333333333334,0.00010073556156918318,True
11,classification,11,0.0001,0.47820407232505613,0.47820407232505613,0.047282767153252164,0.17965069515951748,0.17965069515951748,0.010476871022009497,0.4027444124221802,0.0,0.013333333333333334,9.548518226644411e-05,False
12,classification,12,0.0001,0.47006005892213787,0.47006005892213787,0.053790186695011476,0.17562020882009874,0.17562020882009874,0.010471752454788227,0.42500850558280945,0.0,0.013333333333333334,8.975600493044462e-05,False
13,classification,13,0.0001,0.46945513837099717,0.46945513837099717,0.04986722184962661,0.16460747436936854,0.16460747436936854,0.01047281799792069,0.4927982985973358,0.0,0.013333333333333334,0.00010102638422942054,True
14,classification,14,0.0001,0.47028533789025484,0.47028533789025484,0.04912581771732662,0.17105205335053317,0.17105205335053317,0.01047270871662154,0.44299787282943726,0.0,0.013333333333333334,0.00012337914777700584,False
15,classification,15,0.0001,0.4696999847728287,0.4696999847728287,0.047684070616558875,0.16949737218800437,0.16949737218800437,0.010469408604899063,0.44830548763275146,0.0,0.013333333333333334,9.979167488529639e-05,False
16,classification,16,0.0001,0.47115372020921936,0.47115372020921936,0.04947251889784381,0.16071483595617886,0.16071483595617886,0.010463830175364546,0.5176928043365479,0.0,0.013333333333333334,8.879030541397988e-05,True
17,classification,17,0.0001,0.4700362936184413,0.4700362936184413,0.050615004411926165,0.1696216998429134,0.1696216998429134,0.010459747881137679,0.4427569508552551,0.0,0.006666666666666667,0.0001093048226609287,False
18,classification,18,0.0001,0.4700473864284166,0.4700473864284166,0.048657074189089704,0.16220847931988722,0.16220847931988722,0.010454337401636716,0.49218809604644775,0.0,0.006666666666666667,9.327364039321755e-05,False
19,classification,19,0.0001,0.46920689940452576,0.46920689940452576,0.04856408530007797,0.1681892604663454,0.1681892604663454,0.01045887750284425,0.44589143991470337,0.0,0.013333333333333334,9.115880294558145e-05,False
20,classification,20,0.0001,0.4714602227159588,0.4714602227159588,0.04725079935274998,0.16359767244367177,0.16359767244367177,0.0104528026370873,0.4730486273765564,0.0,0.013333333333333334,9.914455666757887e-05,False
