epoch,learning_rate,train_loss,train_mean_range_error,train_mean_velocity_error,train_zero_false_peak_rate,train_zero_false_peak_count,train_zero_eligible_count,train_fused_base_loss,train_notch_base_loss,train_ranking_loss,train_band_energy_loss,train_strict_hit_rate,train_relaxed_hit_rate,train_application_hit_rate,val_loss,val_mean_range_error,val_mean_velocity_error,val_zero_false_peak_rate,val_zero_false_peak_count,val_zero_eligible_count,val_fused_base_loss,val_notch_base_loss,val_ranking_loss,val_band_energy_loss,val_strict_hit_rate,val_relaxed_hit_rate,val_application_hit_rate,is_best
11,0.0003,0.13899063410466178,2.912280701754386,1.0219298245614035,0.004424778761061947,1.0,226.0,0.09573394582982649,0.1055969441669029,0.014452043855399416,0.00010645231023282146,0.15789473684210525,0.9736842105263158,0.9736842105263158,0.1424136953221427,3.2,2.3333333333333335,0.0,0.0,45.0,0.09894927640755971,0.12200463016827902,0.008574260605706109,2.413594591277817e-05,0.3333333333333333,0.9333333333333333,0.9333333333333333,False
12,0.0003,0.1378126648957269,2.9342105263157894,1.0526315789473684,0.004424778761061947,1.0,226.0,0.09438445066150866,0.10997838357038665,0.013024323603563141,0.00010159525424016804,0.15350877192982457,0.9780701754385965,0.9780701754385965,0.1426465113957723,3.1777777777777776,2.3333333333333335,0.0,0.0,45.0,0.10007223155763414,0.10716102851761712,0.013029977016978793,1.326412399044309e-05,0.35555555555555557,0.9333333333333333,0.9333333333333333,False
13,0.0003,0.13321345887686076,2.9166666666666665,1.0263157894736843,0.004424778761061947,1.0,226.0,0.09426364590201461,0.09969564331205268,0.011288213886712728,7.031428901184387e-05,0.14912280701754385,0.9780701754385965,0.9780701754385965,0.14300602277119953,3.2444444444444445,2.3333333333333335,0.0,0.0,45.0,0.10071726143360138,0.10259890688790216,0.014384073846869998,1.217046216097886e-05,0.28888888888888886,0.9333333333333333,0.9333333333333333,False
14,0.0003,0.13110217556618808,2.8991228070175437,1.0263157894736843,0.004424778761061947,1.0,226.0,0.09391263990025771,0.09530042517080642,0.01073679014256126,6.650361987089089e-05,0.15789473684210525,0.9780701754385965,0.9780701754385965,0.14242047336366442,3.2222222222222223,2.3333333333333335,0.0,0.0,45.0,0.10030189255873362,0.10072029381990433,0.014876572291056316,8.243263442528657e-06,0.28888888888888886,0.9333333333333333,0.9333333333333333,False
15,0.0003,0.13163699654110692,2.9342105263157894,1.0394736842105263,0.004424778761061947,1.0,226.0,0.09301991460093281,0.1039832038314719,0.00926531834952664,6.57726031208184e-05,0.15789473684210525,0.9736842105263158,0.9736842105263158,0.13953250315454271,3.2444444444444445,2.2888888888888888,0.0,0.0,45.0,0.09698962734805214,0.11939900517463684,0.008399429420630137,2.41854414128125e-05,0.3111111111111111,0.9333333333333333,0.9333333333333333,False
16,0.0003,0.13024305212393142,2.93859649122807,1.0570175438596492,0.004424778761061947,1.0,226.0,0.09190954830040012,0.10097056378920873,0.010038762761835466,7.54773782725032e-05,0.14035087719298245,0.9780701754385965,0.9780701754385965,0.1443728400601281,3.0444444444444443,1.8888888888888888,0.0,0.0,45.0,0.10183933907084995,0.09687392794423633,0.016837886969248452,6.751036515013137e-06,0.3111111111111111,0.9555555555555556,0.9555555555555556,False
17,0.0003,0.12934271808256181,2.8596491228070176,0.956140350877193,0.0,0.0,226.0,0.09197616354938139,0.10510029787557167,0.007283850769071202,6.255393178839428e-05,0.13157894736842105,0.9824561403508771,0.9824561403508771,0.1382504403591156,3.4,2.3333333333333335,0.0,0.0,45.0,0.09609370628992717,0.11890841722488403,0.008101546102099948,1.981452964542206e-05,0.26666666666666666,0.9333333333333333,0.9333333333333333,False
18,0.0003,0.13088273975932807,2.982456140350877,1.0701754385964912,0.004424778761061947,1.0,226.0,0.09167521969791044,0.10717431861057616,0.008805392604125174,7.272070871223198e-05,0.14473684210526316,0.9780701754385965,0.9780701754385965,0.13732257684071858,3.2888888888888888,2.3555555555555556,0.0,0.0,45.0,0.09649078912205167,0.1141281031899982,0.008240911695692275,4.174714066381332e-06,0.28888888888888886,0.9333333333333333,0.9333333333333333,False
19,0.0003,0.12595550663638533,2.8815789473684212,0.9517543859649122,0.0,0.0,226.0,0.09129839390516281,0.10068518916765849,0.00555776955004324,3.5582289976235893e-05,0.14473684210526316,0.9824561403508771,0.9824561403508771,0.1391395151615143,3.2888888888888888,2.311111111111111,0.0,0.0,45.0,0.097672395573722,0.10403856088717779,0.01281896067990197,2.538024377093014e-06,0.28888888888888886,0.9333333333333333,0.9333333333333333,False
20,0.0003,0.12403373394096107,2.93859649122807,1.0745614035087718,0.004424778761061947,1.0,226.0,0.09015132591389773,0.09993620622053481,0.004870002305037097,3.695292373701713e-05,0.14473684210526316,0.9780701754385965,0.9780701754385965,0.13514108227358923,2.4444444444444446,1.0222222222222221,0.0,0.0,45.0,0.09560184445646074,0.10477820932865142,0.01013099898894628,6.515320145972225e-06,0.26666666666666666,0.9555555555555556,0.9555555555555556,False
21,0.0003,0.12256731563492824,2.8421052631578947,0.9035087719298246,0.004424778761061947,1.0,226.0,0.08931121282410204,0.0980490072254549,0.004794682915273465,3.769157466709513e-05,0.11403508771929824,0.9824561403508771,0.9824561403508771,0.13802547653516134,2.2444444444444445,0.5777777777777777,0.0,0.0,45.0,0.09640280902385712,0.10437970591915978,0.01288568890757031,1.3518623498311024e-06,0.26666666666666666,0.9777777777777777,0.9777777777777777,True
22,0.0003,0.12447419161336463,2.8640350877192984,0.9035087719298246,0.004424778761061947,1.0,226.0,0.08922047076518075,0.10876711039689549,0.003273170898880875,3.366866898782941e-05,0.10087719298245613,0.9824561403508771,0.9824561403508771,0.13481655418872834,3.466666666666667,2.3555555555555556,0.0,0.0,45.0,0.09475390745533838,0.11429344051414066,0.007216767304473453,8.01172568275869e-06,0.2222222222222222,0.9333333333333333,0.9333333333333333,False
23,0.0003,0.12107235899097041,2.942982456140351,0.8859649122807017,0.004424778761061947,1.0,226.0,0.08921854197978973,0.09880763344597399,0.0027595649293640206,2.582726810227498e-05,0.08771929824561403,0.9824561403508771,0.9824561403508771,0.13609531588024562,2.2444444444444445,0.5777777777777777,0.0,0.0,45.0,0.09701861474249097,0.09726388918028937,0.012371769381894005,7.87762384099919e-07,0.26666666666666666,0.9777777777777777,0.9777777777777777,True
24,0.0003,0.12041292980051878,2.9035087719298245,0.9210526315789473,0.004424778761061947,1.0,226.0,0.08909607051234496,0.09740804148870602,0.0026146521824493745,1.8160835891933652e-05,0.11403508771929824,0.9824561403508771,0.9824561403508771,0.13447120851940578,2.488888888888889,1.0222222222222221,0.0,0.0,45.0,0.09563472933239407,0.09913313935200373,0.011370307041539086,1.9456080618152073e-06,0.2,0.9555555555555556,0.9555555555555556,False
25,0.0003,0.11841034575512535,3.017543859649123,1.0833333333333333,0.004424778761061947,1.0,226.0,0.08834091116461837,0.09423429819575527,0.0022433230065201457,2.9905879780048667e-05,0.11403508771929824,0.9780701754385965,0.9780701754385965,0.13147091733084784,2.6444444444444444,1.5555555555555556,0.0,0.0,45.0,0.0941958808236652,0.10273597174220615,0.008067292471726736,2.7460283722666486e-06,0.26666666666666666,0.9333333333333333,0.9333333333333333,False
26,0.0003,0.1185909974993321,2.719298245614035,0.8333333333333334,0.0,0.0,226.0,0.08830119107376065,0.09211046849949318,0.0033168245695139233,2.137489656289111e-05,0.14912280701754385,0.9868421052631579,0.9868421052631579,0.13284157183435227,2.688888888888889,1.511111111111111,0.0,0.0,45.0,0.09455123047033946,0.10034651706616084,0.010232735839154985,1.3150614936662129e-06,0.2222222222222222,0.9333333333333333,0.9333333333333333,False
27,0.0003,0.1175297032061376,2.8508771929824563,0.9254385964912281,0.004424778761061947,1.0,226.0,0.08783905221182003,0.09413835955293555,0.0018078426650741644,1.9112701724326286e-05,0.12719298245614036,0.9824561403508771,0.9824561403508771,0.13331666522555882,2.2,0.6666666666666666,0.0,0.0,45.0,0.0948975768354204,0.09720899711052576,0.011570117539829679,1.9518480678579504e-06,0.26666666666666666,0.9777777777777777,0.9777777777777777,False
28,0.0003,0.1162683124604978,2.745614035087719,0.9342105263157895,0.004424778761061947,1.0,226.0,0.08753462384144466,0.09096057726102963,0.0018018739657443866,2.6775908668438087e-05,0.14035087719298245,0.9824561403508771,0.9824561403508771,0.1327279203467899,2.1777777777777776,0.5777777777777777,0.0,0.0,45.0,0.09587671392493778,0.09308933632241355,0.01115498940149943,2.742463159001297e-06,0.3111111111111111,0.9777777777777777,0.9777777777777777,True
29,0.0003,0.11618372471186153,2.706140350877193,0.9342105263157895,0.004424778761061947,1.0,226.0,0.08757318935373373,0.08987047902324743,0.00205621584890443,2.944946015758563e-05,0.15350877192982457,0.9824561403508771,0.9824561403508771,0.13465388218561808,2.1777777777777776,0.5777777777777777,0.0,0.0,45.0,0.09628371000289918,0.09320910026629765,0.013009186420175765,6.080488588090639e-07,0.3111111111111111,0.9777777777777777,0.9777777777777777,False
30,0.0003,0.11577838071082767,2.6228070175438596,0.8464912280701754,0.0,0.0,226.0,0.08736135196267512,0.08992993700922582,0.001794694612423579,1.5269495549728946e-05,0.16228070175438597,0.9868421052631579,0.9868421052631579,0.13196841014756097,2.2222222222222223,0.6222222222222222,0.0,0.0,45.0,0.09512903425428602,0.0934412936369578,0.011008389294147491,1.8424439393902346e-06,0.24444444444444444,0.9777777777777777,0.9777777777777777,False
31,0.0003,0.11592529178188558,2.6447368421052633,0.8377192982456141,0.0,0.0,226.0,0.08698640763759613,0.08946020705135245,0.002622030348631374,2.1308929626541046e-05,0.15789473684210525,0.9868421052631579,0.9868421052631579,0.13142636087205675,2.1555555555555554,0.6666666666666666,0.0,0.0,45.0,0.09448306858539582,0.09637280338340336,0.010038869248496162,2.3787535920114263e-06,0.28888888888888886,0.9777777777777777,0.9777777777777777,False
32,0.0003,0.11614838987588882,2.763157894736842,0.9342105263157895,0.004424778761061947,1.0,226.0,0.08701972767972109,0.09102568893056166,0.0022731881523341464,1.6022418922512216e-05,0.12280701754385964,0.9824561403508771,0.9824561403508771,0.12720076739788055,2.688888888888889,1.6666666666666667,0.0,0.0,45.0,0.0925187917219268,0.10465598983897104,0.004106223169300292,1.3305601730382063e-06,0.26666666666666666,0.9333333333333333,0.9333333333333333,False
33,0.0003,0.11782999284434736,2.719298245614035,0.9517543859649122,0.004424778761061947,1.0,226.0,0.08715236226194784,0.09427368876181151,0.002989349527317181,2.6957910560155508e-05,0.14473684210526316,0.9824561403508771,0.9824561403508771,0.13265600469377306,2.2222222222222223,0.6222222222222222,0.0,0.0,45.0,0.09524522787994809,0.09379801568057802,0.01158914715051651,3.66161162916138e-07,0.24444444444444444,0.9777777777777777,0.9777777777777777,False
34,0.0003,0.11507202684879303,2.6710526315789473,0.9254385964912281,0.004424778761061947,1.0,226.0,0.08726574506675988,0.08793680056145317,0.0017794490252670489,1.1204500949942872e-05,0.17105263157894737,0.9824561403508771,0.9824561403508771,0.1260996381441752,2.1777777777777776,0.7333333333333333,0.0,0.0,45.0,0.09324952595763736,0.09431550552447637,0.005694235778517193,4.530410116387884e-07,0.26666666666666666,0.9777777777777777,0.9777777777777777,False
35,0.0003,0.11447718648011224,2.6403508771929824,0.8552631578947368,0.0,0.0,226.0,0.08654082305075829,0.08838175511673878,0.001774893387367851,1.2807410897647936e-05,0.14912280701754385,0.9868421052631579,0.9868421052631579,0.13145713475015428,2.2,0.7333333333333333,0.0,0.0,45.0,0.09446490638785893,0.09275375687413745,0.011457520226637522,5.559888621868107e-07,0.24444444444444444,0.9777777777777777,0.9777777777777777,False
36,0.0003,0.11427075507348045,2.6535087719298245,0.9605263157894737,0.004424778761061947,1.0,226.0,0.08651118934677358,0.08776261030059111,0.0017859397227304023,1.3528804670938536e-05,0.16228070175438597,0.9824561403508771,0.9824561403508771,0.1299031330479516,2.2,0.7333333333333333,0.0,0.0,45.0,0.09413533045185937,0.09301921609375212,0.009827333192030588,1.1231455560602022e-06,0.24444444444444444,0.9777777777777777,0.9777777777777777,False
37,0.0003,0.11383851120869319,2.6359649122807016,0.9649122807017544,0.004424778761061947,1.0,226.0,0.0864078006462047,0.08667145460321192,0.0017836718052102807,1.5574625193066588e-05,0.18421052631578946,0.9824561403508771,0.9824561403508771,0.12911085022820368,2.2,0.7777777777777778,0.0,0.0,45.0,0.09380180074108971,0.09324108494652641,0.009170740014976926,8.706556225066307e-07,0.26666666666666666,0.9777777777777777,0.9777777777777777,False
38,0.0003,0.11389404770575072,2.68859649122807,0.9824561403508771,0.004424778761061947,1.0,226.0,0.08611397850408889,0.08784625888393637,0.0017799801732364454,1.4713183389718148e-05,0.14912280701754385,0.9824561403508771,0.9824561403508771,0.12831236951880984,2.2,0.8222222222222222,0.0,0.0,45.0,0.09372399051984151,0.0929742165737682,0.008369860549767813,1.4995278163300164e-06,0.26666666666666666,0.9777777777777777,0.9777777777777777,False
39,0.0003,0.11402474945051629,2.6798245614035086,0.9956140350877193,0.004424778761061947,1.0,226.0,0.08639694501956303,0.08730204599468332,0.001793072804024345,1.821149282838039e-05,0.15350877192982457,0.9824561403508771,0.9824561403508771,0.12495555579662324,2.4444444444444446,1.2666666666666666,0.0,0.0,45.0,0.09298443032635582,0.09490041815572314,0.004375992963711421,1.3588217169507248e-06,0.26666666666666666,0.9555555555555556,0.9555555555555556,False
40,0.0003,0.11361460191638846,2.710526315789474,0.9780701754385965,0.004424778761061947,1.0,226.0,0.08599782460614254,0.08731212832948618,0.0017756157015499316,1.7638172112141436e-05,0.13596491228070176,0.9824561403508771,0.9824561403508771,0.12312631275918749,2.4444444444444446,1.711111111111111,0.0,0.0,45.0,0.09182868483993742,0.09409043043851853,0.0038377932376331752,1.7455234690248271e-06,0.3333333333333333,0.9333333333333333,0.9333333333333333,False
41,0.0003,0.11332875385619047,2.6315789473684212,0.8859649122807017,0.0,0.0,226.0,0.08586190170363377,0.0868117428923908,0.0017760263331103743,1.6711655160127565e-05,0.13596491228070176,0.9868421052631579,0.9868421052631579,0.12682062486807505,2.4,1.2666666666666666,0.0,0.0,45.0,0.09335423774189419,0.09464228666490979,0.0063419271674421095,1.0600369452835107e-06,0.26666666666666666,0.9555555555555556,0.9555555555555556,False
42,0.0003,0.11352878952758354,2.6666666666666665,0.9780701754385965,0.004424778761061947,1.0,226.0,0.0860021668567992,0.08701034400023912,0.001776115544009627,1.750365016748184e-05,0.16666666666666666,0.9824561403508771,0.9824561403508771,0.12848077217737833,2.1777777777777776,0.8,0.0,0.0,45.0,0.09357800251907772,0.09254092259539498,0.00892539487944709,1.176317181876089e-06,0.28888888888888886,0.9777777777777777,0.9777777777777777,False
43,0.0003,0.11308936147313368,2.5701754385964914,0.9429824561403509,0.0,0.0,226.0,0.08566335484124067,0.08668196358178791,0.0017737210319753278,1.6267312252738892e-05,0.15350877192982457,0.9824561403508771,0.9868421052631579,0.12441748082637787,2.2222222222222223,1.3333333333333333,0.0,0.0,45.0,0.0927367197142707,0.0939157775706715,0.004382269250022041,1.4036149965596717e-06,0.35555555555555557,0.9555555555555556,0.9555555555555556,False
44,0.0003,0.11349105168330043,2.6184210526315788,0.9122807017543859,0.0,0.0,226.0,0.08595943882277138,0.08704344431559245,0.0017701664514708938,1.6303257334223293e-05,0.14035087719298245,0.9868421052631579,0.9868421052631579,0.1231376075082355,2.511111111111111,1.7777777777777777,0.0,0.0,45.0,0.09124768260452483,0.09788664529720942,0.0031543957690397897,2.7622199295122366e-06,0.35555555555555557,0.9333333333333333,0.9333333333333333,False
45,0.0003,0.11368180785262794,2.6184210526315788,0.9078947368421053,0.0,0.0,226.0,0.08587337376778587,0.08742201811911766,0.0019743139937258604,1.584430467063837e-05,0.14912280701754385,0.9868421052631579,0.9868421052631579,0.1239948550860087,2.2222222222222223,1.3333333333333333,0.0,0.0,45.0,0.09227852059735192,0.09378176960680219,0.004477214068174362,2.1337375018958147e-07,0.37777777777777777,0.9555555555555556,0.9555555555555556,False
46,0.0003,0.11289833982785542,2.6008771929824563,0.9254385964912281,0.0,0.0,226.0,0.08539352984282009,0.08695391578632489,0.0017715538933611753,9.279035415249145e-06,0.15350877192982457,0.9868421052631579,0.9868421052631579,0.12569666239950392,2.088888888888889,0.8222222222222222,0.0,0.0,45.0,0.09322450459003448,0.0907230297724406,0.006568968296051025,4.755091926631236e-07,0.3333333333333333,0.9777777777777777,0.9777777777777777,True
47,0.0003,0.11271482117866215,2.5350877192982457,0.9605263157894737,0.0,0.0,226.0,0.08540514072305277,0.08631153822990886,0.0017680444084761436,1.1884759154878355e-05,0.16666666666666666,0.9824561403508771,0.9868421052631579,0.12614471746815575,2.066666666666667,0.8444444444444444,0.0,0.0,45.0,0.09336968329217699,0.09227498852544361,0.006365545507934358,6.555751184097087e-07,0.3333333333333333,0.9777777777777777,0.9777777777777777,False
48,0.0003,0.11289536220985547,2.5701754385964914,0.9210526315789473,0.0,0.0,226.0,0.08566420185461379,0.0860402964447674,0.0017711586204537174,1.4286489771275973e-05,0.16666666666666666,0.9868421052631579,0.9868421052631579,0.13134769532415602,2.0444444444444443,0.8444444444444444,0.0,0.0,45.0,0.09416651593314276,0.09149840308560266,0.012164435452885099,7.269284680200272e-07,0.35555555555555557,0.9777777777777777,0.9777777777777777,True
49,0.0003,0.11270154359047874,2.574561403508772,0.9780701754385965,0.0,0.0,226.0,0.08539861610584092,0.0863015441256657,0.0017628171726277,1.4732003846159015e-05,0.15350877192982457,0.9824561403508771,0.9868421052631579,0.1228821893533071,2.2888888888888888,1.3555555555555556,0.0,0.0,45.0,0.0916806803809272,0.09269646671083238,0.004240564588043425,7.863694818347848e-07,0.3333333333333333,0.9555555555555556,0.9555555555555556,False
50,0.0003,0.1124902513989231,2.5482456140350878,0.9736842105263158,0.0,0.0,226.0,0.08525399889862328,0.08607275627161327,0.001765606957569457,1.2923110611058292e-05,0.16228070175438597,0.9868421052631579,0.9868421052631579,0.12429854638046689,2.2444444444444445,1.3777777777777778,0.0,0.0,45.0,0.09203541212611728,0.09595857097042931,0.004344221618440416,1.2558600274134887e-06,0.35555555555555557,0.9555555555555556,0.9555555555555556,False
51,0.0003,0.112406214993251,2.5350877192982457,0.9912280701754386,0.0,0.0,226.0,0.08505106547422576,0.08646761299225322,0.001765321678759759,1.739038192109336e-05,0.16666666666666666,0.9824561403508771,0.9868421052631579,0.1268501513534122,2.0,0.8888888888888888,0.0,0.0,45.0,0.09300716751151615,0.09069350328710345,0.008293455673588647,1.1271808061078896e-06,0.35555555555555557,0.9777777777777777,0.9777777777777777,False
52,0.0003,0.11414504155778048,2.5833333333333335,0.9912280701754386,0.0,0.0,226.0,0.08576067693923649,0.08985119352215215,0.001783287512105808,1.5838918446314116e-05,0.15350877192982457,0.9824561403508771,0.9868421052631579,0.12574377523528205,2.111111111111111,1.3333333333333333,0.0,0.0,45.0,0.09284632205963135,0.09379688832494948,0.005947948329978519,1.992202705432729e-07,0.37777777777777777,0.9555555555555556,0.9555555555555556,False
53,0.0003,0.1138148833262293,2.5701754385964914,0.9429824561403509,0.0,0.0,226.0,0.08568815743191201,0.08690305642391506,0.0025684660333290437,6.897628680057191e-06,0.15350877192982457,0.9824561403508771,0.9868421052631579,0.1274728430642022,2.1333333333333333,0.8,0.0,0.0,45.0,0.09347607427173191,0.09349412471055984,0.007435634732246399,1.6802827189262476e-07,0.28888888888888886,0.9777777777777777,0.9777777777777777,False
54,0.0003,0.11222564690468605,2.5657894736842106,0.9342105263157895,0.0,0.0,226.0,0.08517556310745708,0.08544357225560305,0.0017704084646283534,4.566921045763245e-06,0.16666666666666666,0.9868421052631579,0.9868421052631579,0.12545752823352813,2.2444444444444445,1.4,0.0,0.0,45.0,0.09223748246828715,0.09292575766642888,0.006677879227532281,9.122874776846936e-08,0.3111111111111111,0.9555555555555556,0.9555555555555556,False
55,0.0003,0.11213192905773196,2.482456140350877,1.0394736842105263,0.0,0.0,226.0,0.08495288956583592,0.08590091817211687,0.0017602702504710148,3.649158877362839e-06,0.20175438596491227,0.9824561403508771,0.9868421052631579,0.12359729574786292,2.311111111111111,1.4,0.0,0.0,45.0,0.09187084701326158,0.0945659006635348,0.00419579694668452,2.6614379494323733e-07,0.26666666666666666,0.9555555555555556,0.9555555555555556,False
56,0.0003,0.11191757389327936,2.5219298245614037,1.013157894736842,0.0,0.0,226.0,0.08478853655488867,0.08571977887237281,0.0017646232848627526,9.364320740199517e-06,0.18859649122807018,0.9868421052631579,0.9868421052631579,0.12065002454651727,2.2666666666666666,1.4,0.0,0.0,45.0,0.09116502636008793,0.09220856626828512,0.0022779732114738887,3.45202080435462e-07,0.3111111111111111,0.9555555555555556,0.9555555555555556,False
57,0.0003,0.1118433586599534,2.5,1.043859649122807,0.0,0.0,226.0,0.08458201456488225,0.08616132798947786,0.0017648085036821534,7.314595468820431e-06,0.18421052631578946,0.9824561403508771,0.9868421052631579,0.1201438436905543,1.9555555555555555,0.9555555555555556,0.0,0.0,45.0,0.09121954109933642,0.09159669048256344,0.001806482465730773,7.372185942242401e-07,0.35555555555555557,0.9777777777777777,0.9777777777777777,False
58,0.0003,0.11177583914576915,2.456140350877193,1.043859649122807,0.0,0.0,226.0,0.08482424888694495,0.08513232568899791,0.0017627023421881492,1.153218772592181e-05,0.21052631578947367,0.9824561403508771,0.9868421052631579,0.12871046132511563,1.9333333333333333,0.9555555555555556,0.0,0.0,45.0,0.09313864409923553,0.09178488502899805,0.01004535456498464,4.4511899941602883e-07,0.3333333333333333,0.9777777777777777,0.9777777777777777,False
59,0.0003,0.1114669595109789,2.4342105263157894,1.0263157894736843,0.0,0.0,226.0,0.08459706486839998,0.08485750671018634,0.001763371456610529,1.2961178576818467e-05,0.21929824561403508,0.9824561403508771,0.9868421052631579,0.12230592932966021,2.2444444444444445,1.4,0.0,0.0,45.0,0.0914663842982716,0.09211619082424376,0.004005766991111968,5.018777015370407e-07,0.3111111111111111,0.9555555555555556,0.9555555555555556,False
60,0.0003,0.11140655582411248,2.460526315789474,1.087719298245614,0.0,0.0,226.0,0.08438937914998908,0.0853648447153861,0.0017577214983471652,1.0300348807691431e-05,0.20175438596491227,0.9780701754385965,0.9868421052631579,0.11793807248274485,2.2888888888888888,1.4,0.0,0.0,45.0,0.08977669427792231,0.09387093517515395,0.0,6.378361839661414e-07,0.28888888888888886,0.9555555555555556,0.9555555555555556,False
61,0.0003,0.1117468472374113,2.469298245614035,1.0482456140350878,0.0,0.0,226.0,0.08469913664617036,0.08540205291488714,0.0017808622174095689,1.602305292807177e-05,0.20175438596491227,0.9824561403508771,0.9868421052631579,0.11825480394893223,2.3777777777777778,1.4444444444444444,0.0,0.0,45.0,0.09007136904531055,0.09394451810253991,0.0,5.229771226238849e-07,0.24444444444444444,0.9555555555555556,0.9555555555555556,False
