fold,baseline_summary,bc_summary,baseline_pd,baseline_pfa,baseline_auc,bc_pd,bc_pfa,bc_auc,raw_recomputed_pd,raw_recomputed_pfa,raw_recomputed_auc,fixed_threshold,fixed_bc_pd,fixed_bc_pfa,fixed_raw_pd,fixed_raw_pfa,bc_minus_baseline_pd,bc_minus_baseline_pfa,bc_minus_baseline_auc,fixed_pfa_reduction_fraction,argmax_preserved_test,best_epoch
1,/home/tobeornot8259748/projects/balloon_radar_project/results/experiments/dpg_fcn_v4_fold01_seed42/tables/summary.json,/home/tobeornot8259748/projects/balloon_radar_project/results/experiments/bc_dpg_fcn_v4_fold01_seed42/tables/summary.json,1.0,0.5733333333333334,0.9824528301886792,1.0,0.58,0.9820125786163522,1.0,0.5733333333333334,0.9822641509433963,0.5,1.0,0.24,1.0,0.3333333333333333,0.0,0.006666666666666599,-0.00044025157232707723,0.27999999999999997,True,1
