task_id,model_id,heldout_fold,batch_code,category_code,category,record_count,accuracy,evaluation_unit
narrow_x_category,logistic_batch_balanced,4,87,all,all,23,0.8260869565217391,batch
narrow_x_category,logistic_batch_balanced,4,89,all,all,15,0.9333333333333333,batch
narrow_x_category,logistic_batch_balanced,4,97,all,all,8,0.5,batch
narrow_x_category,logistic_batch_balanced,4,101,all,all,15,0.7333333333333333,batch
narrow_x_category,logistic_batch_balanced,4,102,all,all,11,0.9090909090909091,batch
narrow_x_category,logistic_batch_balanced,4,110,all,all,14,0.8571428571428571,batch
narrow_x_category,logistic_batch_balanced,4,120,all,all,23,1.0,batch
narrow_x_category,logistic_batch_balanced,4,126,all,all,19,0.9473684210526315,batch
narrow_x_category,logistic_batch_balanced,4,132,all,all,23,0.9565217391304348,batch
narrow_x_category,logistic_batch_balanced,4,133,all,all,27,0.8148148148148148,batch
narrow_x_category,logistic_batch_balanced,4,137,all,all,31,0.7741935483870968,batch
narrow_x_category,logistic_batch_balanced,4,145,all,all,15,1.0,batch
narrow_x_category,logistic_batch_balanced,4,147,all,all,15,0.8,batch
narrow_x_category,logistic_batch_balanced,4,148,all,all,267,0.43820224719101125,batch
narrow_x_category,logistic_batch_balanced,4,149,all,all,33,0.48484848484848486,batch
narrow_x_category,logistic_batch_balanced,4,153,all,all,8,0.75,batch
narrow_x_category,logistic_batch_balanced,4,157,all,all,19,0.8947368421052632,batch
narrow_x_category,logistic_batch_balanced,4,165,all,all,8,0.25,batch
narrow_x_category,logistic_batch_balanced,4,182,all,all,23,0.6521739130434783,batch
narrow_x_category,logistic_batch_balanced,4,183,all,all,14,0.8571428571428571,batch
narrow_x_category,logistic_batch_balanced,4,185,all,all,25,0.88,batch
narrow_x_category,logistic_batch_balanced,4,194,all,all,8,0.625,batch
narrow_x_category,logistic_batch_balanced,4,207,all,all,8,0.875,batch
narrow_x_category,logistic_batch_balanced,4,213,all,all,28,0.7857142857142857,batch
narrow_x_category,logistic_batch_balanced,4,225,all,all,23,0.8695652173913043,batch
narrow_x_category,logistic_batch_balanced,4,227,all,all,19,0.9473684210526315,batch
narrow_x_category,logistic_batch_balanced,4,228,all,all,28,0.9642857142857143,batch
narrow_x_category,logistic_batch_balanced,4,233,all,all,8,0.875,batch
narrow_x_category,logistic_batch_balanced,4,235,all,all,8,0.875,batch
narrow_x_category,logistic_batch_balanced,4,239,all,all,8,0.75,batch
narrow_x_category,logistic_batch_balanced,4,248,all,all,4,0.75,batch
narrow_x_category,logistic_batch_balanced,4,252,all,all,8,1.0,batch
narrow_x_category,logistic_batch_balanced,4,255,all,all,8,0.875,batch
narrow_x_category,logistic_batch_balanced,4,258,all,all,15,0.8666666666666667,batch
narrow_x_category,logistic_batch_balanced,4,260,all,all,11,0.7272727272727273,batch
narrow_x_category,logistic_batch_balanced,4,287,all,all,8,1.0,batch
narrow_x_category,logistic_batch_balanced,4,288,all,all,8,0.875,batch
narrow_x_category,logistic_batch_balanced,4,291,all,all,8,1.0,batch
narrow_x_category,logistic_batch_balanced,4,292,all,all,26,0.9615384615384616,batch
narrow_x_category,logistic_batch_balanced,4,293,all,all,8,0.75,batch
narrow_x_category,logistic_batch_balanced,4,294,all,all,8,0.75,batch
narrow_x_category,logistic_batch_balanced,4,297,all,all,8,1.0,batch
narrow_x_category,logistic_batch_balanced,4,300,all,all,4,0.25,batch
narrow_x_category,logistic_batch_balanced,4,309,all,all,8,0.875,batch
narrow_x_category,logistic_batch_balanced,4,319,all,all,4,1.0,batch
narrow_x_category,logistic_batch_balanced,4,326,all,all,1,1.0,batch
narrow_x_category,logistic_batch_balanced,4,378,all,all,1,1.0,batch
narrow_x_category,logistic_batch_balanced,4,381,all,all,2,0.5,batch
narrow_x_category,logistic_batch_balanced,4,394,all,all,4,1.0,batch
narrow_x_category,logistic_batch_balanced,4,401,all,all,1,1.0,batch
narrow_x_category,logistic_batch_balanced,4,410,all,all,1,0.0,batch
narrow_x_category,logistic_batch_balanced,5,7,all,all,14,1.0,batch
narrow_x_category,logistic_batch_balanced,5,14,all,all,53,0.9245283018867925,batch
narrow_x_category,logistic_batch_balanced,5,30,all,all,19,0.7368421052631579,batch
narrow_x_category,logistic_batch_balanced,5,38,all,all,20,0.9,batch
narrow_x_category,logistic_batch_balanced,5,43,all,all,18,0.8888888888888888,batch
narrow_x_category,logistic_batch_balanced,5,45,all,all,42,0.8571428571428571,batch
narrow_x_category,logistic_batch_balanced,5,55,all,all,37,0.918918918918919,batch
narrow_x_category,logistic_batch_balanced,5,63,all,all,43,0.8372093023255814,batch
narrow_x_category,logistic_batch_balanced,5,65,all,all,38,0.7631578947368421,batch
narrow_x_category,logistic_batch_balanced,5,74,all,all,28,0.75,batch
narrow_x_category,logistic_batch_balanced,5,86,all,all,20,0.7,batch
narrow_x_category,logistic_batch_balanced,5,99,all,all,20,0.95,batch
narrow_x_category,logistic_batch_balanced,5,100,all,all,7,0.8571428571428571,batch
narrow_x_category,logistic_batch_balanced,5,106,all,all,101,0.9504950495049505,batch
narrow_x_category,logistic_batch_balanced,5,107,all,all,18,0.7777777777777778,batch
narrow_x_category,logistic_batch_balanced,5,112,all,all,20,0.85,batch
narrow_x_category,logistic_batch_balanced,5,113,all,all,20,0.7,batch
narrow_x_category,logistic_batch_balanced,5,116,all,all,20,0.8,batch
narrow_x_category,logistic_batch_balanced,5,117,all,all,20,0.7,batch
narrow_x_category,logistic_batch_balanced,5,134,all,all,298,0.6241610738255033,batch
narrow_x_category,logistic_batch_balanced,5,150,all,all,26,0.9615384615384616,batch
narrow_x_category,logistic_batch_balanced,5,154,all,all,7,1.0,batch
narrow_x_category,logistic_batch_balanced,5,155,all,all,10,0.7,batch
narrow_x_category,logistic_batch_balanced,5,156,all,all,15,0.6,batch
narrow_x_category,logistic_batch_balanced,5,173,all,all,15,0.5333333333333333,batch
narrow_x_category,logistic_batch_balanced,5,174,all,all,23,0.8260869565217391,batch
narrow_x_category,logistic_batch_balanced,5,180,all,all,20,0.9,batch
narrow_x_category,logistic_batch_balanced,5,190,all,all,20,0.6,batch
narrow_x_category,logistic_batch_balanced,5,192,all,all,10,0.7,batch
narrow_x_category,logistic_batch_balanced,5,193,all,all,6,1.0,batch
narrow_x_category,logistic_batch_balanced,5,196,all,all,15,0.8,batch
narrow_x_category,logistic_batch_balanced,5,197,all,all,19,0.9473684210526315,batch
narrow_x_category,logistic_batch_balanced,5,201,all,all,20,0.8,batch
narrow_x_category,logistic_batch_balanced,5,202,all,all,32,0.59375,batch
narrow_x_category,logistic_batch_balanced,5,203,all,all,20,1.0,batch
narrow_x_category,logistic_batch_balanced,5,209,all,all,16,0.9375,batch
narrow_x_category,logistic_batch_balanced,5,214,all,all,16,0.625,batch
narrow_x_category,logistic_batch_balanced,5,215,all,all,16,1.0,batch
narrow_x_category,logistic_batch_balanced,5,216,all,all,20,0.85,batch
narrow_x_category,logistic_batch_balanced,5,222,all,all,20,0.9,batch
narrow_x_category,logistic_batch_balanced,5,226,all,all,15,0.6666666666666666,batch
narrow_x_category,logistic_batch_balanced,5,229,all,all,16,0.8125,batch
narrow_x_category,logistic_batch_balanced,5,230,all,all,16,0.75,batch
narrow_x_category,logistic_batch_balanced,5,231,all,all,15,1.0,batch
narrow_x_category,logistic_batch_balanced,5,247,all,all,240,0.7791666666666667,batch
narrow_x_category,logistic_batch_balanced,5,251,all,all,16,0.6875,batch
narrow_x_category,logistic_batch_balanced,5,253,all,all,16,0.875,batch
narrow_x_category,logistic_batch_balanced,5,254,all,all,16,0.75,batch
narrow_x_category,logistic_batch_balanced,5,256,all,all,20,0.6,batch
narrow_x_category,logistic_batch_balanced,5,259,all,all,11,0.9090909090909091,batch
narrow_x_category,logistic_batch_balanced,5,261,all,all,16,0.75,batch
narrow_x_category,logistic_batch_balanced,5,272,all,all,20,1.0,batch
narrow_x_category,logistic_batch_balanced,5,273,all,all,16,0.4375,batch
narrow_x_category,logistic_batch_balanced,5,276,all,all,4,0.25,batch
narrow_x_category,logistic_batch_balanced,5,285,all,all,4,1.0,batch
narrow_x_category,logistic_batch_balanced,5,289,all,all,16,0.6875,batch
narrow_x_category,logistic_batch_balanced,5,290,all,all,16,0.8125,batch
narrow_x_category,logistic_batch_balanced,5,295,all,all,4,1.0,batch
narrow_x_category,logistic_batch_balanced,5,296,all,all,4,0.5,batch
narrow_x_category,logistic_batch_balanced,5,302,all,all,8,0.625,batch
narrow_x_category,logistic_batch_balanced,5,306,all,all,16,0.8125,batch
narrow_x_category,logistic_batch_balanced,5,307,all,all,8,0.75,batch
narrow_x_category,logistic_batch_balanced,5,312,all,all,8,0.75,batch
narrow_x_category,logistic_batch_balanced,5,313,all,all,8,1.0,batch
narrow_x_category,logistic_batch_balanced,5,315,all,all,7,0.7142857142857143,batch
narrow_x_category,logistic_batch_balanced,5,329,all,all,4,0.5,batch
narrow_x_category,logistic_batch_balanced,5,331,all,all,4,0.25,batch
narrow_x_category,logistic_batch_balanced,5,333,all,all,4,0.75,batch
narrow_x_category,logistic_batch_balanced,5,338,all,all,4,0.75,batch
narrow_x_category,logistic_batch_balanced,5,346,all,all,4,0.75,batch
narrow_x_category,logistic_batch_balanced,5,377,all,all,2,1.0,batch
narrow_x_category,logistic_batch_balanced,5,441,all,all,22,0.7727272727272727,batch
narrow_x_category,logistic_batch_balanced,5,469,all,all,16,0.8125,batch
narrow_x_category,random_forest_batch_balanced,1,1,all,all,8,1.0,batch
narrow_x_category,random_forest_batch_balanced,1,2,all,all,8,0.5,batch
narrow_x_category,random_forest_batch_balanced,1,4,all,all,42,0.9285714285714286,batch
narrow_x_category,random_forest_batch_balanced,1,9,all,all,31,0.8387096774193549,batch
narrow_x_category,random_forest_batch_balanced,1,18,all,all,47,0.8085106382978723,batch
narrow_x_category,random_forest_batch_balanced,1,20,all,all,34,0.7058823529411765,batch
narrow_x_category,random_forest_batch_balanced,1,25,all,all,15,0.9333333333333333,batch
narrow_x_category,random_forest_batch_balanced,1,26,all,all,15,0.9333333333333333,batch
narrow_x_category,random_forest_batch_balanced,1,27,all,all,18,1.0,batch
narrow_x_category,random_forest_batch_balanced,1,31,all,all,25,0.96,batch
narrow_x_category,random_forest_batch_balanced,1,34,all,all,26,0.8846153846153846,batch
narrow_x_category,random_forest_batch_balanced,1,35,all,all,22,0.8181818181818182,batch
narrow_x_category,random_forest_batch_balanced,1,41,all,all,20,0.85,batch
narrow_x_category,random_forest_batch_balanced,1,47,all,all,25,0.92,batch
narrow_x_category,random_forest_batch_balanced,1,49,all,all,18,0.9444444444444444,batch
narrow_x_category,random_forest_batch_balanced,1,50,all,all,20,0.7,batch
narrow_x_category,random_forest_batch_balanced,1,52,all,all,24,0.9166666666666666,batch
narrow_x_category,random_forest_batch_balanced,1,62,all,all,20,1.0,batch
narrow_x_category,random_forest_batch_balanced,1,67,all,all,20,0.8,batch
narrow_x_category,random_forest_batch_balanced,1,68,all,all,19,0.7894736842105263,batch
narrow_x_category,random_forest_batch_balanced,1,70,all,all,18,0.8333333333333334,batch
narrow_x_category,random_forest_batch_balanced,1,80,all,all,19,0.8421052631578947,batch
narrow_x_category,random_forest_batch_balanced,1,83,all,all,20,0.9,batch
narrow_x_category,random_forest_batch_balanced,1,93,all,all,18,0.9444444444444444,batch
narrow_x_category,random_forest_batch_balanced,1,105,all,all,13,0.7692307692307693,batch
narrow_x_category,random_forest_batch_balanced,1,108,all,all,24,0.875,batch
narrow_x_category,random_forest_batch_balanced,1,123,all,all,20,0.85,batch
narrow_x_category,random_forest_batch_balanced,1,124,all,all,14,0.9285714285714286,batch
narrow_x_category,random_forest_batch_balanced,1,125,all,all,20,0.65,batch
narrow_x_category,random_forest_batch_balanced,1,129,all,all,20,0.7,batch
narrow_x_category,random_forest_batch_balanced,1,130,all,all,20,0.85,batch
narrow_x_category,random_forest_batch_balanced,1,131,all,all,20,0.75,batch
narrow_x_category,random_forest_batch_balanced,1,135,all,all,23,0.8695652173913043,batch
narrow_x_category,random_forest_batch_balanced,1,138,all,all,20,0.65,batch
narrow_x_category,random_forest_batch_balanced,1,139,all,all,20,0.85,batch
narrow_x_category,random_forest_batch_balanced,1,140,all,all,24,0.875,batch
narrow_x_category,random_forest_batch_balanced,1,158,all,all,22,0.6363636363636364,batch
narrow_x_category,random_forest_batch_balanced,1,162,all,all,13,0.8461538461538461,batch
narrow_x_category,random_forest_batch_balanced,1,166,all,all,20,0.85,batch
narrow_x_category,random_forest_batch_balanced,1,168,all,all,23,0.8695652173913043,batch
narrow_x_category,random_forest_batch_balanced,1,171,all,all,19,0.8947368421052632,batch
narrow_x_category,random_forest_batch_balanced,1,179,all,all,30,0.9666666666666667,batch
narrow_x_category,random_forest_batch_balanced,1,184,all,all,18,0.6666666666666666,batch
narrow_x_category,random_forest_batch_balanced,1,205,all,all,17,0.8235294117647058,batch
narrow_x_category,random_forest_batch_balanced,1,211,all,all,28,0.8214285714285714,batch
narrow_x_category,random_forest_batch_balanced,1,221,all,all,17,0.9411764705882353,batch
narrow_x_category,random_forest_batch_balanced,1,223,all,all,20,0.55,batch
narrow_x_category,random_forest_batch_balanced,1,236,all,all,8,1.0,batch
narrow_x_category,random_forest_batch_balanced,1,240,all,all,20,0.65,batch
narrow_x_category,random_forest_batch_balanced,1,241,all,all,20,0.9,batch
narrow_x_category,random_forest_batch_balanced,1,262,all,all,7,1.0,batch
narrow_x_category,random_forest_batch_balanced,1,265,all,all,8,0.625,batch
narrow_x_category,random_forest_batch_balanced,1,268,all,all,7,1.0,batch
narrow_x_category,random_forest_batch_balanced,1,270,all,all,11,0.9090909090909091,batch
narrow_x_category,random_forest_batch_balanced,1,277,all,all,8,1.0,batch
narrow_x_category,random_forest_batch_balanced,1,279,all,all,67,0.7313432835820896,batch
narrow_x_category,random_forest_batch_balanced,1,280,all,all,8,1.0,batch
narrow_x_category,random_forest_batch_balanced,1,283,all,all,8,1.0,batch
narrow_x_category,random_forest_batch_balanced,1,284,all,all,8,0.875,batch
narrow_x_category,random_forest_batch_balanced,1,303,all,all,109,0.7431192660550459,batch
narrow_x_category,random_forest_batch_balanced,1,304,all,all,4,1.0,batch
narrow_x_category,random_forest_batch_balanced,1,314,all,all,4,0.75,batch
narrow_x_category,random_forest_batch_balanced,1,322,all,all,8,1.0,batch
narrow_x_category,random_forest_batch_balanced,1,323,all,all,4,0.75,batch
narrow_x_category,random_forest_batch_balanced,1,325,all,all,4,0.5,batch
narrow_x_category,random_forest_batch_balanced,1,336,all,all,4,1.0,batch
narrow_x_category,random_forest_batch_balanced,1,337,all,all,4,1.0,batch
narrow_x_category,random_forest_batch_balanced,1,341,all,all,4,1.0,batch
narrow_x_category,random_forest_batch_balanced,1,345,all,all,4,1.0,batch
narrow_x_category,random_forest_batch_balanced,1,368,all,all,2,0.5,batch
narrow_x_category,random_forest_batch_balanced,1,387,all,all,4,1.0,batch
narrow_x_category,random_forest_batch_balanced,1,428,all,all,112,0.9375,batch
narrow_x_category,random_forest_batch_balanced,1,704,all,all,271,0.974169741697417,batch
narrow_x_category,random_forest_batch_balanced,2,3,all,all,9,0.3333333333333333,batch
narrow_x_category,random_forest_batch_balanced,2,12,all,all,16,0.9375,batch
narrow_x_category,random_forest_batch_balanced,2,13,all,all,16,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,19,all,all,16,0.9375,batch
narrow_x_category,random_forest_batch_balanced,2,21,all,all,156,0.3333333333333333,batch
narrow_x_category,random_forest_batch_balanced,2,24,all,all,134,0.8582089552238806,batch
narrow_x_category,random_forest_batch_balanced,2,33,all,all,208,0.7211538461538461,batch
narrow_x_category,random_forest_batch_balanced,2,37,all,all,16,0.875,batch
narrow_x_category,random_forest_batch_balanced,2,40,all,all,24,0.8333333333333334,batch
narrow_x_category,random_forest_batch_balanced,2,46,all,all,34,0.8235294117647058,batch
narrow_x_category,random_forest_batch_balanced,2,54,all,all,16,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,56,all,all,31,0.8387096774193549,batch
narrow_x_category,random_forest_batch_balanced,2,60,all,all,16,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,64,all,all,28,0.9285714285714286,batch
narrow_x_category,random_forest_batch_balanced,2,66,all,all,16,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,77,all,all,24,0.9166666666666666,batch
narrow_x_category,random_forest_batch_balanced,2,78,all,all,24,0.875,batch
narrow_x_category,random_forest_batch_balanced,2,81,all,all,15,0.6666666666666666,batch
narrow_x_category,random_forest_batch_balanced,2,84,all,all,16,0.9375,batch
narrow_x_category,random_forest_batch_balanced,2,85,all,all,16,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,95,all,all,16,0.625,batch
narrow_x_category,random_forest_batch_balanced,2,98,all,all,24,0.9583333333333334,batch
narrow_x_category,random_forest_batch_balanced,2,103,all,all,16,0.9375,batch
narrow_x_category,random_forest_batch_balanced,2,109,all,all,24,0.9166666666666666,batch
narrow_x_category,random_forest_batch_balanced,2,114,all,all,16,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,118,all,all,16,0.875,batch
narrow_x_category,random_forest_batch_balanced,2,119,all,all,16,0.8125,batch
narrow_x_category,random_forest_batch_balanced,2,122,all,all,24,0.875,batch
narrow_x_category,random_forest_batch_balanced,2,128,all,all,11,0.9090909090909091,batch
narrow_x_category,random_forest_batch_balanced,2,136,all,all,32,0.9375,batch
narrow_x_category,random_forest_batch_balanced,2,141,all,all,16,0.9375,batch
narrow_x_category,random_forest_batch_balanced,2,143,all,all,16,0.4375,batch
narrow_x_category,random_forest_batch_balanced,2,144,all,all,16,0.625,batch
narrow_x_category,random_forest_batch_balanced,2,146,all,all,38,0.8421052631578947,batch
narrow_x_category,random_forest_batch_balanced,2,151,all,all,30,0.7666666666666667,batch
narrow_x_category,random_forest_batch_balanced,2,160,all,all,16,0.8125,batch
narrow_x_category,random_forest_batch_balanced,2,161,all,all,16,0.75,batch
narrow_x_category,random_forest_batch_balanced,2,163,all,all,24,0.8333333333333334,batch
narrow_x_category,random_forest_batch_balanced,2,169,all,all,27,0.8148148148148148,batch
narrow_x_category,random_forest_batch_balanced,2,172,all,all,16,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,175,all,all,20,0.85,batch
narrow_x_category,random_forest_batch_balanced,2,177,all,all,16,0.5,batch
narrow_x_category,random_forest_batch_balanced,2,186,all,all,16,0.5625,batch
narrow_x_category,random_forest_batch_balanced,2,195,all,all,16,0.75,batch
narrow_x_category,random_forest_batch_balanced,2,204,all,all,17,0.9411764705882353,batch
narrow_x_category,random_forest_batch_balanced,2,206,all,all,16,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,208,all,all,18,0.9444444444444444,batch
narrow_x_category,random_forest_batch_balanced,2,210,all,all,11,0.9090909090909091,batch
narrow_x_category,random_forest_batch_balanced,2,238,all,all,20,0.8,batch
narrow_x_category,random_forest_batch_balanced,2,242,all,all,4,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,244,all,all,20,0.95,batch
narrow_x_category,random_forest_batch_balanced,2,246,all,all,34,0.7941176470588235,batch
narrow_x_category,random_forest_batch_balanced,2,249,all,all,18,0.8888888888888888,batch
narrow_x_category,random_forest_batch_balanced,2,250,all,all,24,0.9583333333333334,batch
narrow_x_category,random_forest_batch_balanced,2,266,all,all,4,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,269,all,all,4,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,275,all,all,4,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,308,all,all,4,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,310,all,all,6,0.8333333333333334,batch
narrow_x_category,random_forest_batch_balanced,2,311,all,all,4,0.5,batch
narrow_x_category,random_forest_batch_balanced,2,317,all,all,8,0.875,batch
narrow_x_category,random_forest_batch_balanced,2,321,all,all,4,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,330,all,all,4,0.5,batch
narrow_x_category,random_forest_batch_balanced,2,332,all,all,4,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,335,all,all,4,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,340,all,all,4,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,343,all,all,8,0.875,batch
narrow_x_category,random_forest_batch_balanced,2,344,all,all,8,0.875,batch
narrow_x_category,random_forest_batch_balanced,2,388,all,all,2,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,393,all,all,2,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,399,all,all,1,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,400,all,all,3,1.0,batch
narrow_x_category,random_forest_batch_balanced,2,432,all,all,153,0.8431372549019608,batch
narrow_x_category,random_forest_batch_balanced,3,5,all,all,91,0.8901098901098901,batch
narrow_x_category,random_forest_batch_balanced,3,10,all,all,26,0.6923076923076923,batch
narrow_x_category,random_forest_batch_balanced,3,17,all,all,216,0.4305555555555556,batch
narrow_x_category,random_forest_batch_balanced,3,22,all,all,12,0.75,batch
narrow_x_category,random_forest_batch_balanced,3,23,all,all,21,0.9047619047619048,batch
narrow_x_category,random_forest_batch_balanced,3,28,all,all,46,0.8260869565217391,batch
narrow_x_category,random_forest_batch_balanced,3,39,all,all,24,0.8333333333333334,batch
narrow_x_category,random_forest_batch_balanced,3,44,all,all,94,0.9893617021276596,batch
narrow_x_category,random_forest_batch_balanced,3,57,all,all,32,0.90625,batch
narrow_x_category,random_forest_batch_balanced,3,59,all,all,31,0.8709677419354839,batch
narrow_x_category,random_forest_batch_balanced,3,69,all,all,28,0.8214285714285714,batch
narrow_x_category,random_forest_batch_balanced,3,88,all,all,26,0.8846153846153846,batch
narrow_x_category,random_forest_batch_balanced,3,90,all,all,12,0.8333333333333334,batch
narrow_x_category,random_forest_batch_balanced,3,91,all,all,28,0.8214285714285714,batch
narrow_x_category,random_forest_batch_balanced,3,92,all,all,28,0.8928571428571429,batch
narrow_x_category,random_forest_batch_balanced,3,94,all,all,12,0.8333333333333334,batch
narrow_x_category,random_forest_batch_balanced,3,96,all,all,12,0.9166666666666666,batch
narrow_x_category,random_forest_batch_balanced,3,104,all,all,26,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,111,all,all,12,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,115,all,all,22,0.6363636363636364,batch
narrow_x_category,random_forest_batch_balanced,3,121,all,all,41,0.6341463414634146,batch
narrow_x_category,random_forest_batch_balanced,3,127,all,all,12,0.8333333333333334,batch
narrow_x_category,random_forest_batch_balanced,3,142,all,all,15,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,152,all,all,15,0.9333333333333333,batch
narrow_x_category,random_forest_batch_balanced,3,159,all,all,26,0.8846153846153846,batch
narrow_x_category,random_forest_batch_balanced,3,164,all,all,12,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,167,all,all,12,0.75,batch
narrow_x_category,random_forest_batch_balanced,3,170,all,all,12,0.9166666666666666,batch
narrow_x_category,random_forest_batch_balanced,3,176,all,all,28,0.8928571428571429,batch
narrow_x_category,random_forest_batch_balanced,3,178,all,all,12,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,181,all,all,12,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,187,all,all,12,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,188,all,all,24,0.8333333333333334,batch
narrow_x_category,random_forest_batch_balanced,3,189,all,all,20,0.95,batch
narrow_x_category,random_forest_batch_balanced,3,191,all,all,28,0.6785714285714286,batch
narrow_x_category,random_forest_batch_balanced,3,198,all,all,24,0.8333333333333334,batch
narrow_x_category,random_forest_batch_balanced,3,199,all,all,24,0.8333333333333334,batch
narrow_x_category,random_forest_batch_balanced,3,200,all,all,24,0.9166666666666666,batch
narrow_x_category,random_forest_batch_balanced,3,212,all,all,20,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,217,all,all,12,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,218,all,all,12,0.75,batch
narrow_x_category,random_forest_batch_balanced,3,219,all,all,20,0.95,batch
narrow_x_category,random_forest_batch_balanced,3,220,all,all,20,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,224,all,all,12,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,232,all,all,24,0.625,batch
narrow_x_category,random_forest_batch_balanced,3,234,all,all,14,0.5714285714285714,batch
narrow_x_category,random_forest_batch_balanced,3,237,all,all,8,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,243,all,all,12,0.9166666666666666,batch
narrow_x_category,random_forest_batch_balanced,3,245,all,all,12,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,257,all,all,8,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,263,all,all,6,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,264,all,all,3,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,267,all,all,12,0.8333333333333334,batch
narrow_x_category,random_forest_batch_balanced,3,271,all,all,12,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,274,all,all,12,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,278,all,all,12,0.75,batch
narrow_x_category,random_forest_batch_balanced,3,281,all,all,4,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,282,all,all,12,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,286,all,all,7,0.8571428571428571,batch
narrow_x_category,random_forest_batch_balanced,3,299,all,all,12,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,301,all,all,7,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,305,all,all,7,0.8571428571428571,batch
narrow_x_category,random_forest_batch_balanced,3,316,all,all,12,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,324,all,all,12,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,379,all,all,2,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,380,all,all,3,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,384,all,all,2,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,385,all,all,2,0.5,batch
narrow_x_category,random_forest_batch_balanced,3,386,all,all,4,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,396,all,all,1,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,398,all,all,2,1.0,batch
narrow_x_category,random_forest_batch_balanced,3,411,all,all,100,0.79,batch
narrow_x_category,random_forest_batch_balanced,3,867,all,all,111,0.5585585585585585,batch
narrow_x_category,random_forest_batch_balanced,4,6,all,all,10,1.0,batch
narrow_x_category,random_forest_batch_balanced,4,8,all,all,8,1.0,batch
narrow_x_category,random_forest_batch_balanced,4,11,all,all,30,0.9333333333333333,batch
narrow_x_category,random_forest_batch_balanced,4,15,all,all,27,0.7037037037037037,batch
narrow_x_category,random_forest_batch_balanced,4,16,all,all,256,0.890625,batch
narrow_x_category,random_forest_batch_balanced,4,29,all,all,8,1.0,batch
narrow_x_category,random_forest_batch_balanced,4,32,all,all,176,0.8522727272727273,batch
narrow_x_category,random_forest_batch_balanced,4,36,all,all,37,0.8918918918918919,batch
narrow_x_category,random_forest_batch_balanced,4,42,all,all,40,1.0,batch
narrow_x_category,random_forest_batch_balanced,4,48,all,all,33,0.9696969696969697,batch
narrow_x_category,random_forest_batch_balanced,4,51,all,all,32,0.8125,batch
narrow_x_category,random_forest_batch_balanced,4,53,all,all,15,0.9333333333333333,batch
narrow_x_category,random_forest_batch_balanced,4,58,all,all,15,1.0,batch
narrow_x_category,random_forest_batch_balanced,4,61,all,all,23,0.9130434782608695,batch
narrow_x_category,random_forest_batch_balanced,4,71,all,all,23,0.7391304347826086,batch
narrow_x_category,random_forest_batch_balanced,4,72,all,all,27,0.9259259259259259,batch
narrow_x_category,random_forest_batch_balanced,4,73,all,all,29,0.8620689655172413,batch
narrow_x_category,random_forest_batch_balanced,4,75,all,all,19,0.8947368421052632,batch
