task_id,model_id,record_count,batch_count,pooled_accuracy,pooled_balanced_accuracy,pooled_macro_f1,pooled_multiclass_log_loss,pooled_macro_ovr_roc_auc,fold_macro_balanced_accuracy,worst_fold_balanced_accuracy,batch_macro_accuracy,batch_accuracy_p10,worst_batch_accuracy,batch_class_macro_accuracy,worst_batch_class_cell_accuracy,batch_class_cell_accuracy_p10,batch_class_recall_uav,batch_class_recall_bird,batch_class_recall_weather,worst_batch_class_cell_record_count
hrrp_x_category,dummy_prior,3648,38,0.34868421052631576,0.34605917911276446,0.3558685516381457,1.098612288668108,0.5520247189327047,0.3333333333333333,0.3333333333333333,0.28953653876602137,0.0,0.0,0.317550505050505,0.0,0.0,0.3333333333333333,0.4375,0.18181818181818182,1
hrrp_x_category,logistic_batch_balanced,3648,38,0.5167214912280702,0.49309297878692865,0.4809961553899587,1.097368123642766,0.678426251241552,0.604203063999982,0.494618462138954,0.6715706553864038,0.22949735449735453,0.013059701492537313,0.6616717164412776,0.0,0.06950710108604845,0.8080596708555362,0.46367200784389917,0.7132834706243976,1
hrrp_x_category,random_forest_batch_balanced,3648,38,0.5718201754385965,0.5458317630934569,0.5365972857142247,0.8984288129302584,0.7865949546134011,0.6313199873632899,0.49337833269782544,0.6737267406546525,0.24021164021164024,0.09523809523809523,0.6480552337172939,0.0,0.09448621553884712,0.8512220008868164,0.5015919051174,0.5913517951476654,1
narrow_x_category,dummy_prior,8715,364,0.3708548479632817,0.312253067627747,0.29853687055946737,1.0986122886681096,0.5039724348537739,0.3333333333333333,0.3333333333333333,0.3921303139905035,0.0,0.0,0.33999377528789293,0.0,0.0,0.4,0.2222222222222222,0.39775910364145656,1
narrow_x_category,logistic_batch_balanced,8715,364,0.8151462994836489,0.7807447018144451,0.7474875981728742,0.553373269911581,0.9034752380317802,0.7851717590952842,0.7203680250316621,0.8216715332981671,0.6150260999254289,0.0,0.7999476462246481,0.0,0.6031746031746031,0.9132611603334714,0.6641771848441574,0.8224045934963153,1
narrow_x_category,random_forest_batch_balanced,8715,364,0.812621916236374,0.7486779207253184,0.7353471604809617,0.48309166144583615,0.9170626974766485,0.754153604230905,0.6972643693384214,0.8635194254081053,0.6404545454545455,0.0,0.7872033887016391,0.0,0.65,0.8225640423666983,0.6687558717059912,0.8702902520322275,1
