epoch,train_loss,val_loss,learning_rate,val_threshold,val_joint_pd,val_pfa,val_auc
1,0.31695773426413215,0.1358402767792124,0.001,0.329833984375,0.0,0.006666666666666667,0.6769182389937107
2,0.09473107235049302,0.057132283675259556,0.001,0.177978515625,0.03773584905660377,0.013333333333333334,0.8980503144654088
3,0.047078145672931185,0.03461440059865637,0.001,0.158447265625,0.20754716981132076,0.013333333333333334,0.9782389937106918
4,0.030975864858760666,0.024833460471459796,0.001,0.265869140625,0.3018867924528302,0.013333333333333334,0.990188679245283
5,0.023626483020415364,0.020089509846468276,0.001,0.275390625,0.37735849056603776,0.013333333333333334,0.9962264150943396
6,0.019265699573112225,0.017517023848305488,0.001,0.1263427734375,0.3018867924528302,0.013333333333333334,0.9982389937106918
7,0.016949743983860448,0.0161908142351238,0.001,0.30712890625,0.39622641509433965,0.013333333333333334,1.0
8,0.01489501837088734,0.013549540026728155,0.001,0.1217041015625,0.3584905660377358,0.013333333333333334,1.0
9,0.014120120721470033,0.012926383822550768,0.001,0.1041259765625,0.4339622641509434,0.013333333333333334,1.0
10,0.013165396170670573,0.012968599943104635,0.001,0.1026611328125,0.3018867924528302,0.013333333333333334,1.0
11,0.012341446872685114,0.011000478269734186,0.001,0.10821533203125,0.41509433962264153,0.013333333333333334,1.0
12,0.011405682635576416,0.010537862989895523,0.001,0.146728515625,0.5094339622641509,0.013333333333333334,1.0
13,0.011095442010888032,0.01207687475447878,0.001,0.1134033203125,0.5660377358490566,0.013333333333333334,1.0
14,0.009952762192730212,0.00999299950640777,0.001,0.1077880859375,0.49056603773584906,0.013333333333333334,1.0
15,0.009799257755804194,0.010157757930760387,0.001,0.165771484375,0.5660377358490566,0.013333333333333334,1.0
16,0.009688359262256047,0.01138200292138961,0.001,0.2139892578125,0.49056603773584906,0.013333333333333334,1.0
17,0.009687580388840137,0.00968727754919877,0.001,0.050994873046875,0.5660377358490566,0.013333333333333334,1.0
18,0.00860401437614073,0.008588217365729801,0.001,0.07366943359375,0.6037735849056604,0.013333333333333334,1.0
19,0.008659244990861169,0.009068825965738062,0.001,0.06927490234375,0.5660377358490566,0.013333333333333334,1.0
20,0.00848545346909888,0.01080247203720816,0.001,0.20654296875,0.6226415094339622,0.013333333333333334,1.0
21,0.008137882313430008,0.00860783825009107,0.001,0.216552734375,0.6037735849056604,0.013333333333333334,1.0
22,0.008522305930362175,0.010934574265730352,0.001,0.25244140625,0.6037735849056604,0.013333333333333334,1.0
23,0.007573035819740901,0.008321086279967606,0.001,0.05145263671875,0.5849056603773585,0.013333333333333334,1.0
24,0.006879953445594964,0.008088495582342148,0.001,0.177978515625,0.6792452830188679,0.013333333333333334,1.0
25,0.006669234389042597,0.009704453051445794,0.001,0.0704345703125,0.5094339622641509,0.013333333333333334,1.0
26,0.007238812762738715,0.00874599988091728,0.001,0.0560302734375,0.6415094339622641,0.013333333333333334,1.0
27,0.007269715378186452,0.008539720619351975,0.001,0.218017578125,0.6981132075471698,0.013333333333333334,1.0
28,0.006453036549350503,0.008324030462739614,0.001,0.0762939453125,0.7169811320754716,0.013333333333333334,1.0
29,0.00633051693897614,0.00825377173057707,0.001,0.07464599609375,0.6792452830188679,0.013333333333333334,1.0
30,0.0065539559662264255,0.007419140070815585,0.001,0.0699462890625,0.660377358490566,0.013333333333333334,1.0
31,0.0061966064154258945,0.007570310378805023,0.001,0.092041015625,0.6981132075471698,0.013333333333333334,1.0
32,0.006027435621396059,0.007064715870816646,0.001,0.106689453125,0.6981132075471698,0.013333333333333334,1.0
33,0.00541878195024206,0.0073637982249475575,0.001,0.09222412109375,0.7358490566037735,0.013333333333333334,1.0
34,0.0057465937952313325,0.0069735064141147225,0.001,0.10650634765625,0.660377358490566,0.013333333333333334,1.0
35,0.005409595738318836,0.007150865334551781,0.001,0.060302734375,0.7358490566037735,0.013333333333333334,1.0
36,0.005370373733864464,0.007565834393192615,0.001,0.08062744140625,0.7547169811320755,0.013333333333333334,1.0
37,0.005424506624859653,0.006429857126519708,0.001,0.1094970703125,0.7358490566037735,0.013333333333333334,1.0
38,0.005481120256035252,0.00673499464325772,0.001,0.11065673828125,0.660377358490566,0.013333333333333334,1.0
39,0.005206966256965052,0.007261936522285073,0.001,0.1700439453125,0.660377358490566,0.013333333333333334,1.0
40,0.0054416729478859605,0.006779428021643962,0.001,0.09515380859375,0.7169811320754716,0.013333333333333334,1.0
41,0.004874595610095085,0.006698307887051172,0.001,0.09808349609375,0.7547169811320755,0.013333333333333334,1.0
42,0.00450912374679741,0.006605312321679162,0.001,0.07171630859375,0.6981132075471698,0.013333333333333334,1.0
43,0.004942098402526767,0.00651540102319863,0.0005,0.07794189453125,0.7735849056603774,0.013333333333333334,1.0
44,0.004256373993999694,0.0062106533349219825,0.0005,0.06512451171875,0.7358490566037735,0.013333333333333334,1.0
45,0.004299425239162645,0.0058953640160289604,0.0005,0.0592041015625,0.7547169811320755,0.013333333333333334,1.0
46,0.004122301809183156,0.006868269150486569,0.0005,0.03753662109375,0.6792452830188679,0.013333333333333334,1.0
47,0.004386427556619555,0.005912913329523112,0.0005,0.05419921875,0.7547169811320755,0.013333333333333334,1.0
48,0.004035322515621394,0.007050509217052991,0.0005,0.056549072265625,0.7169811320754716,0.013333333333333334,1.0
49,0.004039705002908231,0.00662376501706711,0.0005,0.042388916015625,0.7358490566037735,0.013333333333333334,1.0
50,0.003938655323798283,0.005975133228446059,0.0005,0.06939697265625,0.7735849056603774,0.013333333333333334,1.0
51,0.004039356570987086,0.00644931576483977,0.00025,0.03875732421875,0.6792452830188679,0.013333333333333334,1.0
52,0.003657134418545863,0.005700827631237745,0.00025,0.053802490234375,0.7924528301886793,0.013333333333333334,1.0
53,0.0037103551164199785,0.00592948336589633,0.00025,0.041534423828125,0.7547169811320755,0.013333333333333334,1.0
54,0.003641714719797998,0.0057212807675878045,0.00025,0.040008544921875,0.7169811320754716,0.013333333333333334,1.0
55,0.003679024675566668,0.0056667411478386566,0.00025,0.037689208984375,0.7547169811320755,0.013333333333333334,1.0
56,0.003716601354899663,0.005615613717516125,0.00025,0.044342041015625,0.7924528301886793,0.013333333333333334,1.0
57,0.0036525804069517005,0.0070444155029457615,0.00025,0.042388916015625,0.7358490566037735,0.013333333333333334,1.0
58,0.003617210761923845,0.006071065402712462,0.00025,0.047943115234375,0.7547169811320755,0.013333333333333334,1.0
59,0.0035776637235375225,0.006185053827873606,0.00025,0.048675537109375,0.7547169811320755,0.013333333333333334,1.0
60,0.003493080152787966,0.006052617633327029,0.00025,0.04327392578125,0.7735849056603774,0.013333333333333334,1.0
61,0.003437768833851693,0.006025545901308935,0.00025,0.04376220703125,0.7169811320754716,0.013333333333333334,1.0
62,0.0035308442658097093,0.005881290756195515,0.000125,0.036224365234375,0.7358490566037735,0.013333333333333334,1.0
63,0.0033389552048598277,0.006231590076325303,0.000125,0.042083740234375,0.7547169811320755,0.013333333333333334,1.0
64,0.0032745834200808054,0.006388757187935347,0.000125,0.0333251953125,0.7547169811320755,0.013333333333333334,1.0
65,0.003351948949956458,0.0060399162895668395,0.000125,0.036346435546875,0.7358490566037735,0.013333333333333334,1.0
66,0.0033114452707124504,0.005822737126508234,0.000125,0.036285400390625,0.6981132075471698,0.013333333333333334,1.0
67,0.0032420958780595404,0.0058335947617128596,0.000125,0.0302734375,0.6981132075471698,0.013333333333333334,1.0
68,0.003275251614728144,0.006005829910253372,6.25e-05,0.031494140625,0.7358490566037735,0.013333333333333334,1.0
69,0.003199904923631014,0.005981654737284063,6.25e-05,0.034088134765625,0.7358490566037735,0.013333333333333334,1.0
70,0.0031721653739209136,0.0057631812681397535,6.25e-05,0.032470703125,0.7358490566037735,0.013333333333333334,1.0
71,0.003191872824104553,0.005903583314450999,6.25e-05,0.03204345703125,0.7358490566037735,0.013333333333333334,1.0
72,0.0031761170593667724,0.005955603016674314,6.25e-05,0.030792236328125,0.7358490566037735,0.013333333333333334,1.0
73,0.0031814038085886476,0.006432735248578637,6.25e-05,0.036712646484375,0.7358490566037735,0.013333333333333334,1.0
74,0.003150364697058597,0.005897648288119123,3.125e-05,0.0300445556640625,0.7547169811320755,0.013333333333333334,1.0
75,0.0031133476502608476,0.005861232825992182,3.125e-05,0.030670166015625,0.7358490566037735,0.013333333333333334,1.0
76,0.00311792933134123,0.005888171086445957,3.125e-05,0.0322265625,0.7358490566037735,0.013333333333333334,1.0
