epoch,stage,train_loss,train_fusion_loss,train_h_aux_loss,train_v_aux_loss,val_loss,val_fusion_loss,val_h_aux_loss,val_v_aux_loss,fusion_lr,branch_lr,val_threshold,val_joint_pd,val_pfa,val_score_recall,val_auc,val_range_mae_gates,val_velocity_mae_bins
20,partial,0.007968441231439458,0.005656948113186366,0.005769250125013059,0.00578821531958649,0.008759129548534042,0.0060337917213993415,0.006764409154684039,0.006862280222620549,0.0003,3e-05,0.1708984375,0.8666666666666667,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.566666666666667,3.0166666666666666
21,partial,0.007646823174107577,0.005331124866801395,0.005771965354775286,0.005806526065300758,0.008702315421154102,0.0059141507860095725,0.00697007031911718,0.006970752118892657,0.0003,3e-05,0.14794921875,0.8166666666666667,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.8,3.2
22,partial,0.007287714586709626,0.0049749044574918634,0.005767727836902613,0.005796322944028678,0.008674218773930556,0.005883868007610242,0.006978115348500155,0.00697363837139814,0.0003,3e-05,0.1370849609375,0.8666666666666667,0.013333333333333334,0.9833333333333333,0.9995555555555555,2.6333333333333333,3.1
23,partial,0.006992790242530527,0.004679921675351975,0.005764485547684751,0.0057998568860531795,0.008075257741092216,0.005295756401582843,0.006928405965750461,0.0069690990704527524,0.0003,3e-05,0.1502685546875,0.8333333333333334,0.013333333333333334,0.9833333333333333,0.9994444444444445,2.5833333333333335,2.9166666666666665
24,partial,0.0067539535362890965,0.0044412870300457935,0.005768680863105185,0.0057946515782690685,0.007982527220710403,0.005168514727570472,0.0070567606292786965,0.0070133016685888705,0.0003,3e-05,0.138427734375,0.8333333333333334,0.013333333333333334,0.9833333333333333,0.9994444444444445,2.716666666666667,3.216666666666667
25,partial,0.0064554327919208645,0.004147957063295231,0.005754996062379454,0.005782382206590504,0.008053964686890442,0.005216880803484292,0.007105705492791631,0.007079712922720882,0.0003,3e-05,0.11163330078125,0.8333333333333334,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.75,3.3666666666666667
26,partial,0.006292287035688312,0.00397792815119433,0.005782487348330071,0.005789306861397167,0.007726509463308113,0.004914093474369673,0.00703560597203683,0.007026473927890904,0.0003,3e-05,0.11968994140625,0.8333333333333334,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.683333333333333,3.283333333333333
27,partial,0.006110208093203888,0.003802793607895222,0.005765219904313436,0.005771852222017554,0.007468032065246787,0.0046597750458334175,0.007017109377747624,0.007024174753418525,0.0003,3e-05,0.1378173828125,0.8166666666666667,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.683333333333333,3.316666666666667
28,partial,0.005917130717020685,0.0036104995138568643,0.005758035053551556,0.0057751205589264155,0.00709434093109199,0.0043029969247678915,0.006973341545589002,0.006983379158260678,0.0003,3e-05,0.1319580078125,0.8333333333333334,0.013333333333333334,0.9833333333333333,0.9995555555555555,3.5166666666666666,3.15
29,partial,0.005770906374496205,0.0034641153780166464,0.005758068625136334,0.005775886080933244,0.007191283768042922,0.0043836665528249885,0.007080221381537351,0.006957865312315768,0.0003,3e-05,0.10614013671875,0.8333333333333334,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.5833333333333335,3.2
30,partial,0.005655508493478207,0.0033491668781726216,0.005759401350824983,0.005772306335806523,0.007073724805377424,0.00427355675381564,0.007016423827250643,0.006984415875853128,0.0003,3e-05,0.10968017578125,0.8333333333333334,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.65,3.2333333333333334
31,partial,0.005558088739749307,0.0032523282646687458,0.005759958010141576,0.005768844187810907,0.006805826668139724,0.004013880182589804,0.006952995045728693,0.007006737701331509,0.0003,3e-05,0.1483154296875,0.8333333333333334,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.85,3.0
32,partial,0.005425605971654674,0.003122525382027759,0.00575029739462954,0.005765105482584224,0.007239654352001491,0.004404218156733328,0.007103132012014699,0.007074049107905012,0.0003,3e-05,0.09283447265625,0.8166666666666667,0.013333333333333334,0.9833333333333333,0.9995555555555555,2.5166666666666666,2.9
33,partial,0.005338713797201584,0.0030342102804950073,0.005753598983020587,0.00576891854902699,0.006979164859235641,0.0041719406998405855,0.007037092254765975,0.006999028179450847,0.0003,3e-05,0.09967041015625,0.8333333333333334,0.013333333333333334,0.9833333333333333,0.9996666666666667,3.5,3.1166666666666667
34,partial,0.005213383528272338,0.0029112560223438777,0.0057471710241098544,0.005763466420316748,0.0064820384972595745,0.0036754835541138336,0.0070314342815046465,0.007001340618964085,0.0003,3e-05,0.12127685546875,0.85,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.783333333333333,2.95
35,partial,0.0051316518599734354,0.0028309738064189846,0.0057423672844142066,0.0057610229229359666,0.006286019571347251,0.0034936559741340933,0.006904543349533231,0.007057274428509464,0.0003,3e-05,0.21337890625,0.85,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.15,1.9833333333333334
36,partial,0.0050365859977951595,0.002736002791093399,0.005742828159544961,0.0057600876557246565,0.006255151937893104,0.0034819760548305653,0.006904987059117827,0.006960892587431729,0.0003,3e-05,0.245849609375,0.8833333333333333,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.1,2.0166666666666666
37,partial,0.004985301439655418,0.0026840567832392558,0.005746621035501923,0.0057596020475972655,0.006148422864221391,0.003368660484972809,0.006907580618488802,0.006991230884783103,0.0003,3e-05,0.190673828125,0.8666666666666667,0.013333333333333334,0.9833333333333333,0.9995555555555555,2.75,2.8666666666666667
38,partial,0.004944009216358055,0.0026476580827400776,0.005730572802349343,0.005751182615115439,0.006197057981487541,0.003416662709787488,0.006849918763535762,0.0070520572718426894,0.0003,3e-05,0.1590576171875,0.8666666666666667,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.7666666666666666,2.9
39,partial,0.004853462518835643,0.0025552967938141514,0.00573969851607019,0.0057511298608638435,0.006027293051703878,0.0032473174422713263,0.006934322663056221,0.00696555585517282,0.0003,3e-05,0.1571044921875,0.8833333333333333,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.75,2.8666666666666667
40,partial,0.004773661676470352,0.0024778053810460615,0.005728030813691515,0.005751250364166639,0.006096546067523637,0.0033137450526867594,0.006960267495569063,0.006953736825241885,0.0003,3e-05,0.11962890625,0.8833333333333333,0.013333333333333334,1.0,0.9997777777777778,2.75,2.8833333333333333
41,partial,0.004727151365881107,0.0024350486703991446,0.005716749139379396,0.0057437640586969155,0.0059158288657532206,0.0031384154106490316,0.006888093683214504,0.006998973058459038,0.0003,3e-05,0.256103515625,0.8833333333333333,0.013333333333333334,0.9833333333333333,0.9995555555555555,1.6833333333333333,1.6333333333333333
42,partial,0.004687197816763174,0.0023922614902561613,0.005733900926830044,0.005740780430246757,0.005978508180539523,0.003200833344211181,0.006878909381685801,0.007009464158493626,0.0003,3e-05,0.171142578125,0.9,0.013333333333333334,0.9833333333333333,0.9995555555555555,2.75,2.816666666666667
43,partial,0.004634797844039934,0.0023414899149666662,0.0057228148561594226,0.00574372442653602,0.0059323953359299115,0.0031362028798044084,0.006985362005070783,0.0069955994973064485,0.0003,3e-05,0.150146484375,0.8833333333333333,0.013333333333333334,0.9833333333333333,0.9995555555555555,2.816666666666667,2.783333333333333
44,partial,0.004595867348974064,0.002302206397080622,0.005722391486968896,0.005745913013648216,0.005897368060513621,0.003110254083072678,0.006892850708529641,0.007042719650642192,0.0003,3e-05,0.2012939453125,0.8833333333333333,0.013333333333333334,0.9833333333333333,0.9995555555555555,2.783333333333333,2.8666666666666667
45,partial,0.004543456767588277,0.0022519869160770095,0.005725457271657196,0.0057318916981824695,0.005765931570481154,0.0029908943145225447,0.006895152654656808,0.006980033052067959,0.0003,3e-05,0.177490234375,0.8833333333333333,0.013333333333333334,0.9833333333333333,0.9994444444444445,2.7666666666666666,2.8
46,partial,0.004525307789742289,0.0022348840920249527,0.005720850894447168,0.005731267316624998,0.005761232676117548,0.0029841266450516524,0.0069187241025723606,0.006966805714043966,0.0003,3e-05,0.1419677734375,0.9,0.013333333333333334,1.0,0.9997777777777778,2.75,2.7666666666666666
47,partial,0.004488274103610108,0.0021994788050664206,0.005718350183720442,0.005725626005226766,0.005839197777233841,0.003035867084482951,0.007021887927909293,0.006994764956748224,0.0003,3e-05,0.12744140625,0.9,0.013333333333333334,1.0,0.9997777777777778,2.75,2.8333333333333335
48,partial,0.004481451304024592,0.0021919628268970764,0.005719234167570349,0.005728208029900681,0.0057676817667448805,0.00298181832768023,0.006957958220750914,0.006971359050658066,0.0003,3e-05,0.11737060546875,0.9,0.013333333333333334,1.0,0.9997777777777778,2.7666666666666666,2.7666666666666666
49,partial,0.0044251289659966815,0.0021382399775219433,0.005708135734454592,0.0057263089842624895,0.005594093827087255,0.0028246869355262744,0.006897073670794877,0.006949960228978723,0.0003,3e-05,0.260986328125,0.9,0.013333333333333334,0.9833333333333333,0.9995555555555555,2.05,1.8833333333333333
50,partial,0.0043788094946016235,0.0020924331661460556,0.00570296723961529,0.005728914005094734,0.005861936693656302,0.0030397080367297997,0.006945705297818807,0.007165438052574505,0.0003,3e-05,0.2178955078125,0.8833333333333333,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.283333333333333,2.0166666666666666
51,full,0.004386032257373344,0.0020964437084647057,0.0057155974541471906,0.005732344907617358,0.0055142792900802476,0.002773739243691255,0.006799668375294589,0.006903031554594192,0.0003,3e-05,0.24658203125,0.9166666666666666,0.013333333333333334,0.9833333333333333,0.9995555555555555,1.9833333333333334,1.8666666666666667
52,full,0.004349027483207781,0.0020564026384343615,0.005727329497107269,0.0057357943485286614,0.00599609165247308,0.0031600989869773567,0.007154485587948112,0.007025477217809696,0.0003,3e-05,0.10302734375,0.9,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.816666666666667,2.9
53,full,0.004340476542141835,0.0020497305414882367,0.005724031545231928,0.005729698258975353,0.005637868474392841,0.0028253997446015654,0.0069775886669439,0.0070847550658592285,0.0003,3e-05,0.147216796875,0.9,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.183333333333333,1.95
54,full,0.004270646124575212,0.00198995351654404,0.0057066210775582995,0.0056968417374778455,0.005494390422245488,0.0027195918304468727,0.006912009838283883,0.006961982534821367,0.0003,3e-05,0.2459716796875,0.9,0.013333333333333334,0.9833333333333333,0.9996666666666667,1.5666666666666667,1.7
55,full,0.004245914567945874,0.001959606461241492,0.005730519781141281,0.00570102063501627,0.005479047805835892,0.0027069857496479968,0.006939507780771237,0.006920802118145816,0.0003,3e-05,0.21630859375,0.9,0.013333333333333334,0.9833333333333333,0.9995555555555555,1.55,1.6833333333333333
56,full,0.004225383292973477,0.0019392674773331712,0.005716027227089912,0.005714551563790376,0.005593077047905397,0.0027686500295420135,0.006998328232952017,0.0071238063719300995,0.0003,3e-05,0.2374267578125,0.9,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.05,1.9333333333333333
57,full,0.004245504809738993,0.001965274389199887,0.005698867379815847,0.005702284503296023,0.005433601984987035,0.0026658296449265134,0.006910657085245475,0.0069282042547239965,0.0003,3e-05,0.2156982421875,0.9,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.0,1.8666666666666667
58,full,0.004177723719255047,0.001894564136186407,0.005712386419675212,0.005703411324841158,0.00561941629968628,0.002844376267222244,0.007024772614975172,0.006850427841016513,0.0003,3e-05,0.1507568359375,0.9,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.1666666666666665,1.8166666666666667
59,full,0.004146870946778622,0.0018667026581723526,0.005711754171858522,0.005689087009080179,0.005538418636535339,0.002739911489299543,0.006964420728313382,0.007028114281517143,0.0003,3e-05,0.1947021484375,0.9,0.013333333333333334,0.9833333333333333,0.9996666666666667,1.7666666666666666,2.1666666666666665
60,full,0.00412669037383318,0.0018488336607570882,0.005695874679076951,0.005693408754070887,0.005258454909891866,0.0025170675944536924,0.006863564408628182,0.0068433720301809015,0.0003,3e-05,0.255615234375,0.9166666666666666,0.013333333333333334,0.9833333333333333,0.9996666666666667,1.6,1.5833333333333333
61,full,0.004106243315143966,0.0018312796740286537,0.005691667461138897,0.005683150362528977,0.0054144841812861465,0.0026196315779262003,0.006907776183132748,0.0070664858559168695,0.0003,3e-05,0.286376953125,0.9166666666666666,0.013333333333333334,0.9833333333333333,0.9996666666666667,1.5666666666666667,1.6666666666666667
62,full,0.004125201237516391,0.0018452149387208603,0.005700106451948396,0.005699824921580527,0.005310010693002758,0.002544325092596756,0.006885598284827124,0.006942829371698844,0.0003,3e-05,0.2149658203125,0.9166666666666666,0.013333333333333334,0.9833333333333333,0.9996666666666667,1.4666666666666666,1.6833333333333333
63,full,0.00404767002960991,0.0017731370881728767,0.005694364542883388,0.005678300023527813,0.005490584969742312,0.0027111236389914884,0.0069571666292003575,0.006940139935094131,0.0003,3e-05,0.12322998046875,0.9,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.066666666666667,1.9166666666666667
64,full,0.004139165951409782,0.0018626637865963858,0.005693827827243418,0.005688682882780837,0.005344072240127605,0.0025342767972255215,0.007128933158154333,0.006920043767258037,0.0003,3e-05,0.21533203125,0.9166666666666666,0.013333333333333334,0.9833333333333333,0.9996666666666667,2.6166666666666667,2.0833333333333335
65,full,0.004007273836696581,0.0017365272687248248,0.0056887477496828705,0.005664984845007775,0.005269421499022948,0.0024962557062584287,0.006945373979327823,0.006920454708493447,0.0003,3e-05,0.2432861328125,0.9166666666666666,0.013333333333333334,0.9833333333333333,0.9996666666666667,1.5,1.6666666666666667
66,full,0.004032155981685323,0.001761298404665507,0.005696933760349487,0.005657353777164447,0.005608984337803642,0.002785265373088242,0.007069927811763981,0.00704866630334263,0.00015,1.5e-05,0.16455078125,0.9,0.013333333333333334,0.9833333333333333,0.9996666666666667,1.6666666666666667,1.5666666666666667
67,full,0.00399874434428373,0.0017241390146607403,0.005687059172171006,0.0056859671631568545,0.005201499513489017,0.0024280501722214035,0.0068943208703699166,0.006972925745746276,0.00015,1.5e-05,0.2509765625,0.9333333333333333,0.013333333333333334,0.9833333333333333,0.9996666666666667,1.5166666666666666,1.6166666666666667
68,full,0.0039349380842949085,0.0016677430743900754,0.005664752265780091,0.005671222491914902,0.005262097747652747,0.0024890359748886634,0.0069245326640417,0.00694077603825246,0.00015,1.5e-05,0.2022705078125,0.9,0.013333333333333334,0.9833333333333333,0.9996666666666667,1.5833333333333333,1.6666666666666667
69,full,0.0039025932236773256,0.0016380577664044129,0.005664233279315775,0.005658443799051304,0.005178718819072292,0.0024264850467997823,0.006840953442622863,0.006920214724821216,0.00015,1.5e-05,0.219482421875,0.9333333333333333,0.013333333333333334,0.9833333333333333,0.9996666666666667,1.4833333333333334,1.65
70,full,0.0038944172304226136,0.0016325694448665752,0.0056529675973212325,0.0056562709988097395,0.005235937843930775,0.0024791962548901905,0.006883046856091824,0.006900661204209817,0.00015,1.5e-05,0.1546630859375,0.9166666666666666,0.013333333333333334,0.9833333333333333,0.9996666666666667,1.5666666666666667,1.65
71,full,0.0038975990195783948,0.0016358736686569223,0.005657950871587356,0.005650675706261688,0.005171971795581547,0.00242331966305972,0.006822287501113134,0.0069209726825301045,0.00015,1.5e-05,0.19775390625,0.9333333333333333,0.013333333333333334,0.9833333333333333,0.9996666666666667,1.5333333333333334,1.6833333333333333
72,full,0.0038879564529887157,0.0016267094078616735,0.005654206714730801,0.0056520283808071245,0.005125079228864273,0.0023665194406584347,0.006902028078911826,0.006890770800999322,0.00015,1.5e-05,0.218994140625,0.9333333333333333,0.013333333333333334,0.9833333333333333,0.9996666666666667,1.45,1.65
73,full,0.0038803640148651775,0.0016199420653087461,0.005658006515422248,0.0056441029271255775,0.005185598492417263,0.0024173800244517182,0.006922352367213794,0.006918739548529542,0.00015,1.5e-05,0.1859130859375,0.9166666666666666,0.013333333333333334,0.9833333333333333,0.9996666666666667,1.45,1.65
74,full,0.0038603960498696088,0.001599238763170117,0.005657332071559326,0.005648453963243335,0.005055398438985104,0.002320358381950341,0.006834154841878141,0.006841045531577297,0.00015,1.5e-05,0.254150390625,0.9333333333333333,0.013333333333333334,0.9833333333333333,0.9996666666666667,1.4166666666666667,1.6333333333333333
75,full,0.0038623211104372194,0.0016024928446194795,0.005655821473540172,0.005643319577875841,0.00515888079590652,0.002404390222814289,0.0068542425143061254,0.006918209508945611,0.00015,1.5e-05,0.1759033203125,0.9333333333333333,0.013333333333333334,0.9833333333333333,0.9996666666666667,1.4833333333333334,1.6666666666666667
