epoch,train_loss,val_loss,learning_rate,val_threshold,val_joint_pd,val_pfa,val_auc
1,1.6744945645332336,1.573310375213623,0.001,0.9970703125,0.0,0.25,0.78125
2,1.5470207929611206,1.413063406944275,0.001,0.95751953125,0.0,0.25,0.7578125
3,1.3923278450965881,1.230402134358883,0.001,0.80517578125,0.0,0.25,0.875
