epoch,learning_rate,train_loss,train_mean_range_error,train_mean_velocity_error,train_strict_hit_rate,train_relaxed_hit_rate,train_application_hit_rate,val_loss,val_mean_range_error,val_mean_velocity_error,val_strict_hit_rate,val_relaxed_hit_rate,val_application_hit_rate,is_best
30,0.001,0.11740465880486003,3.6315789473684212,3.289473684210526,0.15350877192982457,0.8903508771929824,0.8903508771929824,0.12569506532616084,5.488888888888889,6.4,0.24444444444444444,0.7555555555555555,0.7555555555555555,False
31,0.001,0.11485830302301206,4.0701754385964914,3.793859649122807,0.16228070175438597,0.8640350877192983,0.8640350877192983,0.1349519971344206,5.888888888888889,7.133333333333334,0.3333333333333333,0.7777777777777778,0.7777777777777778,False
32,0.001,0.11297347409683361,3.960526315789474,3.495614035087719,0.12719298245614036,0.8771929824561403,0.8771929824561403,0.12589414914449057,4.911111111111111,4.866666666666666,0.2222222222222222,0.8,0.8,False
33,0.001,0.110374780731243,4.728070175438597,4.157894736842105,0.11403508771929824,0.8552631578947368,0.8552631578947368,0.12981845041116077,5.155555555555556,6.177777777777778,0.2222222222222222,0.7777777777777778,0.7777777777777778,False
34,0.001,0.10900400474406126,3.6578947368421053,3.1052631578947367,0.20614035087719298,0.8859649122807017,0.8859649122807017,0.12392454114225175,8.266666666666667,6.666666666666667,0.24444444444444444,0.7555555555555555,0.7555555555555555,False
35,0.001,0.10813857340498974,4.692982456140351,3.732456140350877,0.17105263157894737,0.8728070175438597,0.8728070175438597,0.1316828684674369,5.111111111111111,5.911111111111111,0.24444444444444444,0.7777777777777778,0.7777777777777778,False
36,0.001,0.10463411008056842,3.6052631578947367,2.9298245614035086,0.17105263157894737,0.8903508771929824,0.8903508771929824,0.12030475702550676,6.6,5.844444444444444,0.24444444444444444,0.7777777777777778,0.7777777777777778,False
37,0.001,0.10791717757258498,3.8859649122807016,3.543859649122807,0.17982456140350878,0.881578947368421,0.881578947368421,0.1285938325855467,10.355555555555556,9.422222222222222,0.2222222222222222,0.6666666666666666,0.6666666666666666,False
38,0.001,0.10483265642011375,4.048245614035087,3.0789473684210527,0.14035087719298245,0.8859649122807017,0.8859649122807017,0.11906499796443515,6.2444444444444445,6.488888888888889,0.26666666666666666,0.7555555555555555,0.7555555555555555,False
39,0.001,0.10427479772714146,3.5350877192982457,2.763157894736842,0.19298245614035087,0.8991228070175439,0.8991228070175439,0.11849700212478638,6.066666666666666,5.866666666666666,0.2,0.7777777777777778,0.7777777777777778,False
40,0.001,0.10265652390948513,3.675438596491228,2.942982456140351,0.16228070175438597,0.9035087719298246,0.9035087719298246,0.11731594039334191,6.444444444444445,5.933333333333334,0.28888888888888886,0.7777777777777778,0.7777777777777778,False
41,0.001,0.1010580358275196,3.6842105263157894,2.5789473684210527,0.18421052631578946,0.9166666666666666,0.9166666666666666,0.11530551579263475,5.911111111111111,5.466666666666667,0.26666666666666666,0.7777777777777778,0.7777777777777778,False
42,0.001,0.10272123625403956,4.333333333333333,2.973684210526316,0.20175438596491227,0.8903508771929824,0.8903508771929824,0.1243473105960422,8.466666666666667,8.155555555555555,0.3333333333333333,0.6888888888888889,0.6888888888888889,False
43,0.001,0.10411198267288375,3.6096491228070176,3.539473684210526,0.18859649122807018,0.8640350877192983,0.8640350877192983,0.11274450752470229,5.711111111111111,5.4,0.2,0.7777777777777778,0.7777777777777778,False
44,0.001,0.10036890444002654,3.4210526315789473,2.6008771929824563,0.22807017543859648,0.9078947368421053,0.9078947368421053,0.11380530529552035,5.4222222222222225,5.4,0.4444444444444444,0.7777777777777778,0.7777777777777778,False
45,0.001,0.09961837216427452,3.7017543859649122,2.780701754385965,0.19298245614035087,0.8991228070175439,0.8991228070175439,0.11600247157944574,5.333333333333333,7.066666666666666,0.2222222222222222,0.7333333333333333,0.7333333333333333,False
46,0.001,0.09823045003832433,3.3026315789473686,2.5482456140350878,0.19736842105263158,0.9035087719298246,0.9035087719298246,0.11174049377441406,6.311111111111111,6.466666666666667,0.26666666666666666,0.7555555555555555,0.7555555555555555,False
47,0.001,0.09755308115691469,3.539473684210526,2.7280701754385963,0.23684210526315788,0.9035087719298246,0.9035087719298246,0.10940145320362515,5.5777777777777775,6.111111111111111,0.4666666666666667,0.8,0.8,True
48,0.001,0.09683661594202644,3.241228070175439,2.912280701754386,0.24561403508771928,0.8947368421052632,0.8947368421052632,0.11563993493715923,4.888888888888889,5.733333333333333,0.4222222222222222,0.7777777777777778,0.7777777777777778,False
49,0.001,0.09665601661330775,3.254385964912281,2.1403508771929824,0.2675438596491228,0.9210526315789473,0.9210526315789473,0.10917425884140862,5.511111111111111,5.466666666666667,0.17777777777777778,0.7777777777777778,0.7777777777777778,False
50,0.001,0.09625503721467235,3.241228070175439,2.6271929824561404,0.2894736842105263,0.9078947368421053,0.9078947368421053,0.11664543251196544,5.288888888888889,5.844444444444444,0.2,0.7777777777777778,0.7777777777777778,False
51,0.001,0.09598314239267718,3.504385964912281,2.456140350877193,0.29385964912280704,0.9078947368421053,0.9078947368421053,0.10761294828520881,4.222222222222222,4.777777777777778,0.4888888888888889,0.8,0.8,True
52,0.001,0.09605219437364947,3.2149122807017543,2.6096491228070176,0.2719298245614035,0.9035087719298246,0.9035087719298246,0.11017398701773749,6.266666666666667,6.333333333333333,0.35555555555555557,0.7555555555555555,0.7555555555555555,False
53,0.001,0.09585460693689815,3.289473684210526,2.539473684210526,0.2982456140350877,0.9078947368421053,0.9078947368421053,0.10826489991611904,4.733333333333333,5.844444444444444,0.35555555555555557,0.7777777777777778,0.7777777777777778,False
54,0.001,0.09733470320178751,3.254385964912281,2.517543859649123,0.35964912280701755,0.9122807017543859,0.9122807017543859,0.11544965704282124,5.022222222222222,5.7555555555555555,0.3111111111111111,0.7777777777777778,0.7777777777777778,False
55,0.001,0.09591793268918991,2.925438596491228,1.956140350877193,0.3026315789473684,0.9298245614035088,0.9298245614035088,0.1093088600370619,4.288888888888889,5.355555555555555,0.37777777777777777,0.7777777777777778,0.7777777777777778,False
56,0.001,0.09569642496736426,3.460526315789474,2.6447368421052633,0.2894736842105263,0.9035087719298246,0.9035087719298246,0.10582598480913374,4.977777777777778,4.688888888888889,0.35555555555555557,0.8222222222222222,0.8222222222222222,True
57,0.001,0.09587089011543676,2.8157894736842106,2.3947368421052633,0.3201754385964912,0.9122807017543859,0.9122807017543859,0.10529139770401849,6.8,6.377777777777778,0.4222222222222222,0.7555555555555555,0.7555555555555555,False
58,0.001,0.09468700527621988,2.912280701754386,2.2149122807017543,0.2324561403508772,0.9166666666666666,0.9166666666666666,0.10649945139884949,4.888888888888889,6.111111111111111,0.35555555555555557,0.7777777777777778,0.7777777777777778,False
59,0.001,0.09434871192564044,3.1842105263157894,1.9517543859649122,0.33771929824561403,0.9342105263157895,0.9342105263157895,0.10506450037161509,5.0,6.377777777777778,0.4,0.7555555555555555,0.7555555555555555,False
60,0.001,0.09433152369762722,2.93859649122807,1.9473684210526316,0.33771929824561403,0.9298245614035088,0.9298245614035088,0.10986920562055376,6.5777777777777775,6.2444444444444445,0.28888888888888886,0.7777777777777778,0.7777777777777778,False
61,0.001,0.09205993683191768,2.736842105263158,1.969298245614035,0.36403508771929827,0.9342105263157895,0.9342105263157895,0.10318849351671007,4.733333333333333,4.644444444444445,0.4222222222222222,0.8222222222222222,0.8222222222222222,True
62,0.001,0.09276679105925978,2.93859649122807,2.289473684210526,0.36403508771929827,0.9254385964912281,0.9254385964912281,0.11154717471864488,4.888888888888889,6.155555555555556,0.4222222222222222,0.7777777777777778,0.7777777777777778,False
63,0.001,0.09986615167898044,3.706140350877193,2.5526315789473686,0.31140350877192985,0.9122807017543859,0.9122807017543859,0.12264751858181423,8.266666666666667,6.488888888888889,0.28888888888888886,0.7555555555555555,0.7555555555555555,False
64,0.001,0.09604550414440925,3.3026315789473686,2.267543859649123,0.2631578947368421,0.9298245614035088,0.9298245614035088,0.10487311714225345,4.644444444444445,6.222222222222222,0.3111111111111111,0.7777777777777778,0.7777777777777778,False
65,0.001,0.09610808209369057,3.206140350877193,2.412280701754386,0.2631578947368421,0.9210526315789473,0.9210526315789473,0.10925698247220782,4.844444444444444,5.733333333333333,0.37777777777777777,0.7777777777777778,0.7777777777777778,False
66,0.001,0.09256862025511892,2.745614035087719,1.706140350877193,0.3684210526315789,0.9385964912280702,0.9385964912280702,0.10413183867931367,4.466666666666667,5.155555555555556,0.4,0.8222222222222222,0.8222222222222222,False
67,0.001,0.09237004594321836,2.5921052631578947,1.7412280701754386,0.37719298245614036,0.9385964912280702,0.9385964912280702,0.10196402503384484,4.066666666666666,4.911111111111111,0.5333333333333333,0.8444444444444444,0.8444444444444444,True
68,0.001,0.09043198967711967,2.6491228070175437,1.8289473684210527,0.34210526315789475,0.9342105263157895,0.9342105263157895,0.10654327770074208,4.888888888888889,4.822222222222222,0.24444444444444444,0.8222222222222222,0.8222222222222222,False
69,0.001,0.0906386981930649,2.6052631578947367,1.8728070175438596,0.3333333333333333,0.9385964912280702,0.9385964912280702,0.10501396159331004,4.355555555555555,5.222222222222222,0.4222222222222222,0.8222222222222222,0.8222222222222222,False
70,0.001,0.08996836736536863,2.3859649122807016,1.6973684210526316,0.4473684210526316,0.9429824561403509,0.9429824561403509,0.10447189278072781,3.511111111111111,4.2,0.4444444444444444,0.8444444444444444,0.8444444444444444,False
71,0.001,0.09006078671990779,2.43859649122807,1.7280701754385965,0.4166666666666667,0.9429824561403509,0.9429824561403509,0.10609766013092464,4.533333333333333,5.822222222222222,0.4222222222222222,0.8,0.8,False
72,0.001,0.09213006300361533,2.3947368421052633,1.4956140350877194,0.38596491228070173,0.9473684210526315,0.9473684210526315,0.10903746651278602,6.377777777777778,7.333333333333333,0.3111111111111111,0.8,0.8,False
73,0.001,0.09254789679196843,2.4078947368421053,1.618421052631579,0.39473684210526316,0.9473684210526315,0.9473684210526315,0.10359424584441715,3.7555555555555555,4.222222222222222,0.4666666666666667,0.8444444444444444,0.8444444444444444,False
74,0.001,0.09065904834291391,2.469298245614035,1.7412280701754386,0.40350877192982454,0.9429824561403509,0.9429824561403509,0.10353208515379164,5.888888888888889,5.222222222222222,0.3333333333333333,0.8222222222222222,0.8222222222222222,False
75,0.001,0.08978859544323202,2.7017543859649122,1.7280701754385965,0.2719298245614035,0.9429824561403509,0.9429824561403509,0.11370516816775005,7.955555555555556,6.688888888888889,0.4,0.7555555555555555,0.7555555555555555,False
76,0.001,0.09532284553636584,2.587719298245614,2.074561403508772,0.4605263157894737,0.9298245614035088,0.9298245614035088,0.10383155478371514,6.888888888888889,7.111111111111111,0.35555555555555557,0.7777777777777778,0.7777777777777778,False
77,0.001,0.09071830542464006,2.8815789473684212,1.6491228070175439,0.3201754385964912,0.9473684210526315,0.9473684210526315,0.10755490859349569,6.666666666666667,5.822222222222222,0.3333333333333333,0.7777777777777778,0.7777777777777778,False
78,0.0005,0.09060927585028765,2.574561403508772,1.7982456140350878,0.3201754385964912,0.9429824561403509,0.9429824561403509,0.10815814468595716,6.177777777777778,5.911111111111111,0.3333333333333333,0.7777777777777778,0.7777777777777778,False
79,0.0005,0.08937336321462665,2.4342105263157894,1.6929824561403508,0.3815789473684211,0.9385964912280702,0.9385964912280702,0.10189930333031548,4.511111111111111,5.311111111111111,0.35555555555555557,0.8222222222222222,0.8222222222222222,False
80,0.0005,0.08864130432668485,2.4298245614035086,1.6228070175438596,0.4166666666666667,0.9473684210526315,0.9473684210526315,0.10227307246790993,4.266666666666667,4.644444444444445,0.4,0.8444444444444444,0.8444444444444444,False
81,0.0005,0.08769864353694413,2.2982456140350878,1.337719298245614,0.40789473684210525,0.956140350877193,0.956140350877193,0.10410510069794125,6.088888888888889,5.622222222222222,0.4222222222222222,0.8,0.8,False
82,0.0005,0.0877244540473871,2.2850877192982457,1.4649122807017543,0.4298245614035088,0.9517543859649122,0.9517543859649122,0.10365355842643315,4.111111111111111,4.644444444444445,0.4888888888888889,0.8444444444444444,0.8444444444444444,False
83,0.0005,0.08720849741969192,2.236842105263158,1.3245614035087718,0.40789473684210525,0.956140350877193,0.956140350877193,0.1023340427213245,4.311111111111111,4.733333333333333,0.3333333333333333,0.8444444444444444,0.8444444444444444,False
84,0.0005,0.08739366787567474,2.1535087719298245,1.4912280701754386,0.4605263157894737,0.9517543859649122,0.9517543859649122,0.10617003043492636,4.4222222222222225,4.644444444444445,0.3333333333333333,0.8444444444444444,0.8444444444444444,False
85,0.0005,0.08764374164635674,2.3903508771929824,1.4956140350877194,0.4166666666666667,0.9517543859649122,0.9517543859649122,0.10494906504948934,6.288888888888889,6.311111111111111,0.37777777777777777,0.7777777777777778,0.7777777777777778,False
86,0.0005,0.0879070557523192,2.4035087719298245,1.5219298245614035,0.44298245614035087,0.9473684210526315,0.9473684210526315,0.10396227770381504,4.933333333333334,5.8,0.28888888888888886,0.8,0.8,False
87,0.0005,0.08684567558137994,2.3640350877192984,1.4956140350877194,0.39035087719298245,0.9517543859649122,0.9517543859649122,0.10542462964852652,4.533333333333333,5.177777777777778,0.4,0.8222222222222222,0.8222222222222222,False
88,0.0005,0.0867524158797766,2.223684210526316,1.3157894736842106,0.45614035087719296,0.956140350877193,0.956140350877193,0.10265398025512695,4.444444444444445,4.777777777777778,0.3333333333333333,0.8444444444444444,0.8444444444444444,False
89,0.0005,0.08715520812231198,2.236842105263158,1.3903508771929824,0.44298245614035087,0.956140350877193,0.956140350877193,0.10407809582021502,4.488888888888889,4.777777777777778,0.3333333333333333,0.8444444444444444,0.8444444444444444,False
90,0.00025,0.08714670256564491,2.087719298245614,1.368421052631579,0.4649122807017544,0.956140350877193,0.956140350877193,0.1048362672328949,4.222222222222222,4.666666666666667,0.4666666666666667,0.8444444444444444,0.8444444444444444,False
91,0.00025,0.08612753699223201,2.2719298245614037,1.6754385964912282,0.4473684210526316,0.9473684210526315,0.9473684210526315,0.10387285815344917,4.266666666666667,4.7555555555555555,0.4222222222222222,0.8444444444444444,0.8444444444444444,False
92,0.00025,0.08625220023749168,2.008771929824561,1.236842105263158,0.5350877192982456,0.9605263157894737,0.9605263157894737,0.10498403045866224,4.6,5.2,0.37777777777777777,0.8222222222222222,0.8222222222222222,False
93,0.00025,0.08625130446856483,2.162280701754386,1.530701754385965,0.5,0.9517543859649122,0.9517543859649122,0.10400632950994704,4.444444444444445,4.733333333333333,0.3333333333333333,0.8444444444444444,0.8444444444444444,False
94,0.00025,0.08589202976017668,2.030701754385965,1.3640350877192982,0.5131578947368421,0.956140350877193,0.956140350877193,0.1023950543668535,4.266666666666667,4.7555555555555555,0.37777777777777777,0.8444444444444444,0.8444444444444444,False
95,0.00025,0.08592718891930162,1.9736842105263157,1.394736842105263,0.5263157894736842,0.956140350877193,0.956140350877193,0.10273757808738285,4.266666666666667,4.777777777777778,0.37777777777777777,0.8444444444444444,0.8444444444444444,False
96,0.00025,0.08581235194415376,2.039473684210526,1.2280701754385965,0.5,0.9605263157894737,0.9605263157894737,0.10271136959393819,4.222222222222222,4.777777777777778,0.4222222222222222,0.8444444444444444,0.8444444444444444,False
97,0.00025,0.0857542086588709,2.057017543859649,1.3289473684210527,0.5219298245614035,0.9605263157894737,0.9605263157894737,0.10325309336185455,4.377777777777778,4.777777777777778,0.35555555555555557,0.8444444444444444,0.8444444444444444,False
98,0.00025,0.08560632443741749,2.074561403508772,1.4298245614035088,0.5043859649122807,0.956140350877193,0.956140350877193,0.1039478149678972,4.5777777777777775,5.266666666666667,0.37777777777777777,0.8222222222222222,0.8222222222222222,False
99,0.00025,0.08558519040806252,2.162280701754386,1.4254385964912282,0.4649122807017544,0.956140350877193,0.956140350877193,0.10256676044729021,4.533333333333333,5.2444444444444445,0.37777777777777777,0.8222222222222222,0.8222222222222222,False
100,0.00025,0.08558274988542523,2.0964912280701755,1.3508771929824561,0.5043859649122807,0.9605263157894737,0.9605263157894737,0.10338499314255184,4.333333333333333,4.711111111111111,0.4444444444444444,0.8444444444444444,0.8444444444444444,False
101,0.000125,0.08585300218117864,2.1666666666666665,1.2719298245614035,0.45614035087719296,0.9605263157894737,0.9605263157894737,0.10303132600254483,4.511111111111111,5.911111111111111,0.4666666666666667,0.8,0.8,False
102,0.000125,0.08556168421841505,2.1491228070175437,1.2543859649122806,0.4824561403508772,0.9605263157894737,0.9605263157894737,0.10372823278109232,4.644444444444445,5.2,0.37777777777777777,0.8222222222222222,0.8222222222222222,False
103,0.000125,0.08525268890355762,2.043859649122807,1.2850877192982457,0.5307017543859649,0.9605263157894737,0.9605263157894737,0.10415650672382779,4.444444444444445,4.7555555555555555,0.37777777777777777,0.8444444444444444,0.8444444444444444,False
104,0.000125,0.08518446772767786,2.1271929824561404,1.4166666666666667,0.4824561403508772,0.956140350877193,0.956140350877193,0.10394065645005968,4.644444444444445,5.2,0.4,0.8222222222222222,0.8222222222222222,False
105,0.000125,0.0851265479598129,1.986842105263158,1.2894736842105263,0.5131578947368421,0.9605263157894737,0.9605263157894737,0.10405919286939833,4.466666666666667,5.222222222222222,0.4666666666666667,0.8222222222222222,0.8222222222222222,False
106,0.000125,0.08517920461140181,2.1140350877192984,1.2894736842105263,0.4868421052631579,0.9605263157894737,0.9605263157894737,0.1033200674586826,4.444444444444445,5.2444444444444445,0.4666666666666667,0.8222222222222222,0.8222222222222222,False
107,0.000125,0.08509022049736559,2.039473684210526,1.3201754385964912,0.5175438596491229,0.9605263157894737,0.9605263157894737,0.10406966110070547,4.5777777777777775,5.222222222222222,0.4444444444444444,0.8222222222222222,0.8222222222222222,False
