0,1,2,3,4,5,6
0.0013316752,0.000853816,0.0018728247,0.004090447,0.017393557,0.0043057557,0.00021444912
0.00017128915,0.00012994654,0.0005319476,0.002058589,0.054418918,0.0009163373,3.0135932e-06
0.00020769773,9.8401724e-05,0.0016258135,0.009561561,0.3099922,0.0033783023,1.2148356e-06
0.00020790365,9.8744604e-05,0.0016232396,0.00937321,0.30700082,0.0033741375,1.226835e-06
0.00020935202,9.913954e-05,0.0016219628,0.00954452,0.30273196,0.0033448122,1.229647e-06
0.00020822715,9.9647616e-05,0.0016301124,0.009567766,0.30130225,0.003414951,1.2178612e-06
0.00020814137,0.00010079192,0.0016444561,0.009474072,0.31001788,0.0034125708,1.248072e-06
0.000204203,9.997266e-05,0.0016246501,0.009319856,0.3185367,0.0033445153,1.2073507e-06
0.00020635949,9.940763e-05,0.0015366788,0.008720673,0.32217002,0.0033092878,1.2005527e-06
0.00021093388,9.653413e-05,0.0015179465,0.008736097,0.32098898,0.003216257,1.174472e-06
0.00020745836,0.00010005801,0.0015850237,0.008988649,0.309471,0.00332018,1.1954919e-06
0.00020487515,0.00010201718,0.0016186492,0.00918981,0.31201136,0.0033626463,1.207264e-06
0.00020003326,0.00010306717,0.0016527753,0.009263203,0.30349836,0.0033181456,1.1910965e-06
0.00020007027,0.000113767324,0.0018738384,0.009267337,0.27826253,0.0035156785,1.2039268e-06
0.00014362147,0.00011226489,0.0020767509,0.007418619,0.16825174,0.0042913365,1.486724e-06
0.00010388201,0.00012502403,0.0019150696,0.0038711377,0.06466593,0.0038735622,1.2923571e-06
0.00017916696,0.00012418846,0.0014166479,0.0035660807,0.09790606,0.008477728,9.98176e-07
0.00020252056,0.00011487105,0.00150075,0.005182719,0.1716884,0.0058450717,1.7823711e-06
0.00019402661,9.905939e-05,0.0017714651,0.008708862,0.28410065,0.0037693724,1.3401473e-06
0.00021081488,9.74832e-05,0.0016916075,0.009081326,0.30684486,0.0034296666,1.2522878e-06
0.0002117715,9.394365e-05,0.0016034378,0.009010448,0.3133368,0.0033624384,1.2268302e-06
0.00021134027,9.74588e-05,0.0015807103,0.009205264,0.3168725,0.00334892,1.2178834e-06
0.00021168955,9.978084e-05,0.0015939291,0.009290109,0.3151204,0.0033576605,1.2059214e-06
0.0002114296,9.954575e-05,0.001620368,0.009325761,0.31153372,0.0033661062,1.2074888e-06
0.00021307282,0.0001005654,0.0016297888,0.0094337175,0.30760455,0.0032374007,1.1932465e-06
0.0002101103,9.87188e-05,0.0016417978,0.009469239,0.30951482,0.0032910572,1.208026e-06
0.0002089026,9.868699e-05,0.0016418559,0.009426777,0.31007624,0.0033013457,1.2046962e-06
0.00021224022,9.862088e-05,0.0016108557,0.009335553,0.31302676,0.0033177657,1.2102596e-06
0.00021240377,9.624292e-05,0.0016092396,0.00955203,0.31265706,0.0032777784,1.2099664e-06
0.00020737847,9.516965e-05,0.0015961473,0.00972056,0.30985886,0.0032863575,1.2197825e-06
0.00019170372,5.406017e-05,0.00064882345,0.0036518602,0.11070543,0.0027211718,1.0860147e-06
0.00021164246,0.00014391441,0.00038866102,0.00074430153,0.004010363,0.00046929004,4.7655918e-05
