epoch,stage,train_loss,train_fusion_loss,train_h_aux_loss,train_v_aux_loss,val_loss,val_fusion_loss,val_h_aux_loss,val_v_aux_loss,fusion_lr,branch_lr,val_threshold,val_joint_pd,val_pfa,val_score_recall,val_auc,val_range_mae_gates,val_velocity_mae_bins
15,warmup,0.01155060827870153,0.008978577841869041,0.005897527035546045,0.00696262496340307,0.011711708311303496,0.008887138144282871,0.006700579087112874,0.007422270822904206,0.0003,3e-05,0.16162109375,0.8679245283018868,0.013333333333333334,1.0,1.0,1.3584905660377358,1.3773584905660377
16,partial,0.01054428934403306,0.00805735768188002,0.005567686966538173,0.006866971339127978,0.010865604202148361,0.008147703547929895,0.006345465515004448,0.007244037882180591,0.0003,3e-05,0.1571044921875,0.8490566037735849,0.013333333333333334,1.0,1.0,1.509433962264151,1.3773584905660377
17,partial,0.009699306802226687,0.007253927569033081,0.005410872301356014,0.006816023845706296,0.010214579534794897,0.007500469748829973,0.006321623691789498,0.00724892521875204,0.0003,3e-05,0.2093505859375,0.8679245283018868,0.013333333333333334,1.0,1.0,1.471698113207547,1.6226415094339623
18,partial,0.009075657346579585,0.006636944281268674,0.005382718443851717,0.0068108464683458774,0.009668770461834123,0.006948396503888621,0.0063064985464411916,0.007295370327160817,0.0003,3e-05,0.26123046875,0.9056603773584906,0.013333333333333334,1.0,1.0,1.320754716981132,1.4150943396226414
19,partial,0.008547487859476127,0.0061171020248106545,0.005353997246396158,0.006797931584510124,0.009309892716996481,0.006603850239860307,0.006291429113351231,0.007238783137849876,0.0003,3e-05,0.204345703125,0.8490566037735849,0.013333333333333334,1.0,1.0,1.4339622641509433,1.5660377358490567
20,partial,0.008067914476803934,0.00564037864297287,0.005344888900986853,0.006792790176973846,0.008824049389641273,0.006109138767193691,0.006259956068586985,0.0073145960083144165,0.0003,3e-05,0.3916015625,0.8867924528301887,0.013333333333333334,1.0,1.0,1.3773584905660377,1.2830188679245282
21,partial,0.007698150312733859,0.005269927440231259,0.0053457258073622465,0.006795388229242765,0.008537978601407975,0.005819219100321162,0.006272684587547074,0.007321112143768117,0.0003,3e-05,0.249267578125,0.8867924528301887,0.013333333333333334,1.0,1.0,1.6226415094339623,1.6603773584905661
22,partial,0.007360389008691328,0.004936486153142914,0.005326739961649805,0.006792774306051057,0.008203696415947722,0.005499502845805854,0.006253577533463049,0.0072673895174644315,0.0003,3e-05,0.39306640625,0.9056603773584906,0.013333333333333334,1.0,1.0,1.320754716981132,1.3396226415094339
23,partial,0.0070552477535272065,0.004627337947241821,0.005343595832822257,0.00679595276349848,0.008009085672554272,0.005293320155624539,0.006280776105386439,0.00729805040500113,0.0003,3e-05,0.202880859375,0.8679245283018868,0.013333333333333334,1.0,1.0,1.528301886792453,1.7547169811320755
24,partial,0.006782370808376175,0.004360606991798891,0.005320723665258603,0.006788095191955464,0.007803134734884565,0.005092506939224128,0.0062563977358527844,0.007296740801160779,0.0003,3e-05,0.295654296875,0.8679245283018868,0.013333333333333334,1.0,1.0,1.5849056603773586,1.8867924528301887
25,partial,0.006507760677561967,0.004085705916188918,0.005320072276798589,0.006790200904491194,0.007670474555251634,0.004961183507986403,0.006260127004128743,0.007286327697647497,0.0003,3e-05,0.1611328125,0.8679245283018868,0.013333333333333334,1.0,1.0,1.509433962264151,1.7358490566037736
26,partial,0.006362354565497157,0.00393978156013831,0.005326084718246244,0.006786780204997973,0.007430238291400994,0.0047165225764617255,0.0062384930873126835,0.007330084664161028,0.0003,3e-05,0.287841796875,0.8867924528301887,0.013333333333333334,1.0,1.0,1.3962264150943395,1.7735849056603774
27,partial,0.0061544158308945015,0.0037363406962331014,0.005306005737407891,0.006784369712482104,0.0073379024753136,0.004630402813257255,0.006258245624141341,0.007279252345424852,0.0003,3e-05,0.137451171875,0.9056603773584906,0.013333333333333334,1.0,1.0,1.4528301886792452,1.7547169811320755
28,partial,0.005956064586495012,0.0035409747140928904,0.0053083333153857515,0.006767115750879732,0.007294002876805114,0.004591392981705114,0.006249970191742151,0.007263079043472039,0.0003,3e-05,0.1351318359375,0.8679245283018868,0.013333333333333334,1.0,1.0,1.5849056603773586,1.9245283018867925
29,partial,0.005815055201864347,0.0034031742691712557,0.005293435376166364,0.006765969004419273,0.006966895243758565,0.004257488551921225,0.0062276451738626955,0.007319388599874764,0.0003,3e-05,0.263671875,0.9245283018867925,0.013333333333333334,1.0,1.0,1.1320754716981132,1.3018867924528301
30,partial,0.005674042946701704,0.003260651409420162,0.005297724694306046,0.006769232775901778,0.006945936493300305,0.004228537412488769,0.0062622572101820075,0.007324738344699466,0.0003,3e-05,0.1478271484375,0.9056603773584906,0.013333333333333334,1.0,1.0,1.3396226415094339,1.7924528301886793
31,partial,0.00551542496958853,0.0031042371056296154,0.005300404242752309,0.006755534766431436,0.006893784812481826,0.004181311453183369,0.006241875729613061,0.007320491139280376,0.0003,3e-05,0.14208984375,0.9056603773584906,0.013333333333333334,1.0,1.0,1.3584905660377358,1.830188679245283
32,partial,0.005416867234888474,0.0030058655831987926,0.005291496621205715,0.006763511365345451,0.006732368046931666,0.0040248545148212625,0.006236435079404034,0.007301132385378125,0.0003,3e-05,0.15869140625,0.9245283018867925,0.013333333333333334,1.0,1.0,1.1320754716981132,1.5471698113207548
33,partial,0.005274638472717366,0.0028714155131885706,0.005275178740536568,0.006740935703939093,0.007018700921036339,0.0043182122415583125,0.006224399465944829,0.007278043739187986,0.0003,3e-05,0.5283203125,0.9245283018867925,0.013333333333333334,1.0,1.0,1.2830188679245282,1.7547169811320755
34,partial,0.005269196447401717,0.002862295299652974,0.005285347288518685,0.006749158288820363,0.006530800896233379,0.0038311671077966543,0.0062308662992946835,0.007267302382961627,0.0003,3e-05,0.1778564453125,0.9433962264150944,0.013333333333333334,1.0,1.0,1.0188679245283019,1.5660377358490567
35,partial,0.005144500565549454,0.0027386275113176184,0.0052868002808195945,0.006742564902949647,0.006515529154676008,0.00380918164301682,0.006213677239465513,0.0073180605229873465,0.0003,3e-05,0.167724609375,0.9433962264150944,0.013333333333333334,1.0,1.0,1.0943396226415094,1.3962264150943395
36,partial,0.005041335654166349,0.0026399018183335503,0.005274678929983462,0.006732489933549098,0.006583799643607196,0.003876227754732511,0.006255173264730841,0.007282685906238615,0.0003,3e-05,0.128662109375,0.9056603773584906,0.013333333333333334,1.0,1.0,1.3773584905660377,1.7169811320754718
37,partial,0.004927960477048918,0.0025269385286659563,0.005270155815988455,0.006734953688153547,0.006561704266706271,0.00385347770508654,0.006232132006171641,0.007309000913611168,0.0003,3e-05,0.125732421875,0.9056603773584906,0.013333333333333334,1.0,1.0,1.3773584905660377,1.830188679245283
38,partial,0.0048284552397703465,0.0024280207158842017,0.005271509466757132,0.006730662843474812,0.006486268332136309,0.0037628985617970453,0.006248336856031511,0.007368511910933951,0.0003,3e-05,0.1405029296875,0.9056603773584906,0.013333333333333334,1.0,1.0,1.3773584905660377,1.7735849056603774
39,partial,0.004812856214025279,0.0024150041471087346,0.00526320473706945,0.0067260553379224,0.006291225130481673,0.00359613211937891,0.006227495128419617,0.007247969414694739,0.0003,3e-05,0.1927490234375,0.9245283018867925,0.013333333333333334,1.0,1.0,1.2641509433962264,1.4339622641509433
40,partial,0.004710650019726723,0.0023130831759576144,0.005264491557510446,0.00672334258967378,0.006351998122294291,0.0036584732485155165,0.006222614740566901,0.007245009528900831,0.0003,3e-05,0.1400146484375,0.9056603773584906,0.013333333333333334,1.0,1.0,1.4528301886792452,2.0
41,partial,0.0046453917566297775,0.0022499043245942925,0.005250991332729728,0.006726445438468332,0.006449284151843359,0.003746454197376636,0.006240731387859637,0.00727341849974235,0.0003,3e-05,0.1302490234375,0.9056603773584906,0.013333333333333334,1.0,1.0,1.5471698113207548,1.9056603773584906
42,partial,0.004602254604019546,0.002205898058494036,0.005262995828078015,0.006718786433339119,0.00672986624152239,0.00403745010784217,0.006213220581871095,0.007248860298787253,0.0003,3e-05,0.1263427734375,0.8679245283018868,0.013333333333333334,1.0,1.0,1.6037735849056605,1.9622641509433962
43,partial,0.0045497135376567745,0.0021544296642441573,0.005259046791061117,0.006717372322461324,0.006246851681470137,0.003541694723500921,0.00621061107350784,0.007315173840782206,0.0003,3e-05,0.148193359375,0.9056603773584906,0.013333333333333334,1.0,1.0,1.3396226415094339,1.7735849056603774
44,partial,0.0044732697633147805,0.0020820443953683656,0.0052461654502921045,0.006709961143900914,0.006224817574583911,0.003517022391372897,0.006228812838465278,0.0073101627841859074,0.0003,3e-05,0.1588134765625,0.9056603773584906,0.013333333333333334,1.0,1.0,1.471698113207547,1.8113207547169812
45,partial,0.004488425046761553,0.0020968237442448934,0.005257945831476289,0.006700060290323364,0.006047278516490031,0.003348306611093137,0.006224261900095219,0.007270597494058219,0.0003,3e-05,0.1990966796875,0.9433962264150944,0.013333333333333334,1.0,1.0,1.1132075471698113,1.4528301886792452
46,partial,0.004400244920114131,0.002009977580919219,0.005246694157693304,0.006704642314707353,0.006020810118454321,0.003319554458707204,0.0062141608196801595,0.007292117167515405,0.0003,3e-05,0.337646484375,0.9433962264150944,0.013333333333333334,1.0,1.0,1.1132075471698113,1.490566037735849
47,partial,0.004364978512177982,0.0019770365958654314,0.005240546938564096,0.006699162323797885,0.006176582580602045,0.0034733222495865424,0.0062322785233129094,0.007284022787034746,0.0003,3e-05,0.163330078125,0.9245283018867925,0.013333333333333334,1.0,1.0,1.2830188679245282,1.7169811320754718
48,partial,0.0043019532250187726,0.0019153082381489603,0.005243998858210853,0.006689225863841064,0.006145744361419212,0.0034367691965204814,0.006222881520111939,0.007321994180941331,0.0003,3e-05,0.1309814453125,0.9056603773584906,0.013333333333333334,1.0,1.0,1.3962264150943395,1.830188679245283
49,partial,0.004272516178923616,0.0018888427452322326,0.005233943742662894,0.00668442319453232,0.00641928601888435,0.003722543549767507,0.006227249301912084,0.007256462347545785,0.0003,3e-05,0.102294921875,0.8867924528301887,0.013333333333333334,1.0,1.0,1.4528301886792452,1.849056603773585
50,partial,0.004277132752927577,0.0018899164334688877,0.005238938099369557,0.006697143211121723,0.006310181800629301,0.0036086245079231197,0.006226718107042284,0.007281067841293478,0.0003,3e-05,0.12261962890625,0.9056603773584906,0.013333333333333334,1.0,1.0,1.471698113207547,1.8867924528301887
51,full,0.004235137814111164,0.0018462402913330318,0.005241555546635054,0.006702931608026973,0.006472975611480256,0.0037436273853349604,0.006256141789957739,0.007390599265643579,0.0003,3e-05,0.10614013671875,0.8867924528301887,0.013333333333333334,1.0,1.0,1.471698113207547,1.8867924528301887
52,full,0.004313824180892676,0.0019240615956266874,0.005241783292345311,0.006707029178835241,0.006404147059610801,0.003704516666716543,0.0062580043683688755,0.007240148005491521,0.00015,1.5e-05,0.0867919921875,0.8867924528301887,0.013333333333333334,1.0,1.0,1.490566037735849,1.7547169811320755
53,full,0.004147911734952443,0.0017651811101212797,0.005228945493691531,0.006684707351291089,0.006103029437626946,0.0033935380757217446,0.006220080958721756,0.007327375505357554,0.00015,1.5e-05,0.1842041015625,0.9056603773584906,0.013333333333333334,1.0,1.0,1.4150943396226414,1.7547169811320755
54,full,0.004103657574191403,0.001724705079584847,0.005225052774979198,0.006669709436668239,0.0059702225523230075,0.003266457249490737,0.006205202655719359,0.007313623566973583,0.00015,1.5e-05,0.217041015625,0.9245283018867925,0.013333333333333334,1.0,1.0,1.3773584905660377,1.7924528301886793
55,full,0.004099813435498733,0.0017225342215370823,0.005217689394322035,0.006668706493253878,0.006053250513252862,0.0033489521397874126,0.006203202447301153,0.007318288819311563,0.00015,1.5e-05,0.12890625,0.9056603773584906,0.013333333333333334,1.0,1.0,1.3584905660377358,1.7735849056603774
56,full,0.004076687242858353,0.0017011684672768928,0.005214515810354169,0.006663077749450619,0.006023553982285297,0.003318418277567482,0.00618818587171352,0.007337492556176997,0.00015,1.5e-05,0.2142333984375,0.9056603773584906,0.013333333333333334,1.0,1.0,1.3773584905660377,1.7547169811320755
57,full,0.00404534572470278,0.0016708691325007293,0.00520920008811218,0.0066631826343211895,0.005968412279158262,0.003269902376568156,0.006191392870031508,0.007301156838187085,0.00015,1.5e-05,0.2310791015625,0.9245283018867925,0.013333333333333334,1.0,1.0,1.3396226415094339,1.7169811320754718
58,full,0.0040345592249336724,0.0016608571173526558,0.0052101529157699165,0.006658357281910602,0.00606736363447386,0.0033750493845585827,0.0061979919015814145,0.007263578865416187,0.00015,1.5e-05,0.2017822265625,0.9056603773584906,0.013333333333333334,1.0,1.0,1.4150943396226414,1.7924528301886793
59,full,0.004027125700201206,0.001653521506535015,0.005211100989873923,0.00665691972683834,0.006174412982944363,0.0034742143135311383,0.006189689933370542,0.007311303344161795,0.00015,1.5e-05,0.162109375,0.9056603773584906,0.013333333333333334,1.0,1.0,1.4528301886792452,1.7924528301886793
60,full,0.004034495598312111,0.0016620266327359576,0.005203180049760694,0.00665916457203985,0.006184953052993276,0.0034931322139357514,0.0061893720143810695,0.007269732204992485,0.00015,1.5e-05,0.10797119140625,0.9056603773584906,0.013333333333333334,1.0,1.0,1.4339622641509433,1.7924528301886793
61,full,0.003996701081907201,0.0016239761442198315,0.005206309450505367,0.006657315023692771,0.006085889786424509,0.0033825773065061,0.006196241591698054,0.007320319862234558,0.00015,1.5e-05,0.1251220703125,0.9056603773584906,0.013333333333333334,1.0,1.0,1.490566037735849,1.8113207547169812
62,full,0.003988390530345364,0.0016155554811003294,0.005209308445850272,0.006654866496471292,0.006149690612012823,0.003457999866217228,0.0061842739821343995,0.007274180061896125,0.00015,1.5e-05,0.11517333984375,0.9056603773584906,0.013333333333333334,1.0,1.0,1.4528301886792452,1.849056603773585
63,full,0.00395666180612178,0.0015871513841745589,0.005200005384401175,0.006647546426314645,0.0062298051682599075,0.003536952507230247,0.006187495231580246,0.007276767592996432,7.5e-05,7.5e-06,0.128662109375,0.8867924528301887,0.013333333333333334,1.0,1.0,1.528301886792453,1.849056603773585
64,full,0.003936786236425967,0.0015712183478289608,0.005192369412012007,0.006635469591434583,0.006140811829323068,0.0034369888650643376,0.006193760416460145,0.007325354190855837,7.5e-05,7.5e-06,0.1370849609375,0.9056603773584906,0.013333333333333334,1.0,1.0,1.3773584905660377,1.8113207547169812
65,full,0.003928645863982214,0.0015628360547759192,0.005189340100556203,0.006639708667341494,0.0058895002315371425,0.003192093916090545,0.006191497444144503,0.007295534119504307,7.5e-05,7.5e-06,0.259521484375,0.9245283018867925,0.013333333333333334,1.0,1.0,1.3584905660377358,1.7735849056603774
