metric_scope,group_count,raw_mean_pfa,v3_mean_pfa,raw_median_pfa,v3_median_pfa,raw_std_pfa,v3_std_pfa,raw_worst_group_pfa,v3_worst_group_pfa,raw_groups_with_false_alarm,v3_groups_with_false_alarm,raw_group_false_alarm_rate,v3_group_false_alarm_rate,improved_group_count,unchanged_group_count,worsened_group_count,paired_group_count,raw_mean,v3_mean,mean_difference_raw_minus_v3,ci95_lower,ci95_upper
scan_group_macro,6,0.20666666666666667,0.06222222222222223,0.0,0.0,0.3215241480476665,0.11303227988630637,0.6666666666666666,0.28,2,2,0.3333333333333333,0.3333333333333333,2,4,0,6,0.20666666666666667,0.06222222222222223,0.14444444444444443,0.0,0.33555555555555555
