epoch,learning_rate,train_loss,train_background_classification_loss,train_background_tail_loss,train_target_keep_loss,train_pairwise_loss,train_shift_selectivity_loss,train_shift_regularization,train_background_shift_mean,train_target_shift_mean,val_loss,val_background_classification_loss,val_background_tail_loss,val_target_keep_loss,val_pairwise_loss,val_shift_selectivity_loss,val_shift_regularization,val_background_shift_mean,val_target_shift_mean,selected_threshold,selected_pd,selected_pfa,selected_auc,base_pd,base_pfa,raw_base_pd,pd_floor_satisfied,background_shift_mean,target_shift_mean,background_probability_mean,target_probability_mean
1,0.0005,1.861940808918165,1.5047396680583125,0.33727424429810565,0.0,0.02889813794551984,0.039853228661029236,2.806813110668293e-05,0.005390015289025462,0.005022577576987122,2.2312739826384043,2.221019946003244,0.004221122605460031,0.0,0.005541730494726272,0.01206514835357666,3.3116192051758326e-05,0.005512696078845433,0.001952193814906336,0.253092497587204,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.013333333333333334,0.9333333333333333,True,0.006029300866648555,0.004999520086372892,0.05505952981611093,0.04915807470679283
2,0.0005,1.8116136944812278,1.4510765801305356,0.3409187152333882,0.0,0.02881899629922017,0.03923598255800164,3.7692796626209244e-05,0.00660560529112168,0.004685324495253356,2.1431570654114087,2.133059727755331,0.004204495747884115,0.0,0.005539285568963914,0.011784766969226656,4.5496202714968515e-05,0.006876437862714132,0.001630484853826818,0.25281408429145813,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.013333333333333334,0.9333333333333333,True,0.007520624349514643,0.004178951071420064,0.06172116813560327,0.04539950595547756
3,0.0005,1.7443427780400151,1.3904533904531728,0.3348022822452628,0.0,0.026629053785101227,0.03817308694124222,5.45400249867943e-05,0.008336641015889852,0.00371399267738604,2.0524334895114102,2.0425347385661943,0.004181421370733352,0.0,0.005536018099103655,0.011433297111874534,6.907172284540832e-05,0.008761354287465413,0.001288275227748922,0.2524234652519226,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.013333333333333334,0.9333333333333333,True,0.009582176748663187,0.0033085333183407784,0.06940549353758495,0.04084105584770441
4,0.0005,1.6714341329491658,1.3281179511028787,0.3248540512893511,0.0,0.026289489768121555,0.03692252302299375,8.660481335423158e-05,0.010731603869277498,0.0028814657024391318,1.9585910651300635,1.9489132380556493,0.004149766763051351,0.0,0.005532983371189662,0.011053775605701265,0.00011470403520174192,0.011404175133932205,0.0011619862058155593,0.2518860995769501,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.013333333333333334,0.9333333333333333,True,0.012472243793308736,0.002994626834212492,0.0784195480744044,0.03842480195065339
5,0.0005,1.6202656289805537,1.263941360556561,0.33857254683971405,0.0,0.028332298864489017,0.03550052043536435,0.0001466347059012269,0.014116036584195883,0.0025275038939941187,1.8602604934857006,1.8508771578470866,0.004104771500542051,0.0,0.005528218973250616,0.010552980786278135,0.00020042310570715926,0.015151846408843993,0.0010662328230128402,0.25111934542655945,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.013333333333333334,0.9333333333333333,True,0.016571042376259962,0.002756424221054961,0.08912703424692153,0.036267060600221154
6,0.0005,1.5396743961002515,1.197546741236811,0.3253364466211718,0.0,0.02616535706202621,0.033577209257561226,0.00026361781056039035,0.018910217949229736,0.002142605842496066,1.760678286495663,1.751684223966939,0.004042395523616246,0.0,0.0055216880071730845,0.009896019526890346,0.00036250960940725194,0.020423741000039238,0.0010337154092710642,0.2500509023666382,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.013333333333333334,0.9333333333333333,True,0.022336236784855523,0.002685052742405484,0.10147548392415047,0.03485976991554101
7,0.0005,1.473120119260705,1.1317182416501252,0.32583176506602246,0.0,0.0279974521988112,0.031130549295440964,0.0004829993147564971,0.025628614036933235,0.002054593616934574,1.6617052713675158,1.6532327196782544,0.00395531625974746,0.0,0.005512147290366036,0.009021045480455672,0.0006705667713374298,0.027818695136478968,0.0010260623059279862,0.24854454398155212,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.013333333333333334,0.9333333333333333,True,0.030424097379048665,0.0026806506405894956,0.11540471037228903,0.032941537878165644
8,0.0005,1.3998071577238,1.066077522609545,0.31980487088794296,0.0,0.028317776306167892,0.027831471241686657,0.0008996109852729285,0.03506519726437071,0.0018517044474087331,1.5624852548042933,1.5547157970567544,0.0038354147048223586,0.0,0.00549677780696324,0.007842930157979329,0.0012635782595940067,0.0382572196778797,0.0009513758610756625,0.24644291400909424,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.013333333333333334,0.9333333333333333,True,0.04183949314057827,0.0024940197006799282,0.13120062470436097,0.02974690372745196
9,0.0005,1.325761712115744,1.0008467384006665,0.31311665264808614,0.0,0.027165618077244446,0.023562317147203114,0.0017171332754356706,0.048561663893253906,0.0019933266929634237,1.4637729548272633,1.456917053762646,0.00366449583144415,0.0,0.005475585801260812,0.006333606016068231,0.0024605147972276125,0.053412708782014394,0.0010823883825824374,0.24338464438915253,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.013333333333333334,0.9333333333333333,True,0.058414830341935155,0.002835290044701348,0.14911537835995356,0.02850107246388992
10,0.0005,1.2547352106674858,0.9357345881669418,0.3099571297998014,0.0,0.025806633026703545,0.018019420094788074,0.0033788461359622684,0.06785876465880353,0.0019502315933451705,1.3653010930688607,1.3595955229408685,0.0034300531659807476,0.0,0.005447116352262951,0.004453890664236886,0.004856214242837658,0.07505922544570197,0.0012603673773507278,0.23908422887325287,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.013333333333333334,0.9333333333333333,True,0.08208880508939426,0.0033070468217677746,0.16930906494458517,0.0261891123217841
