filename,filepath,read_success,has_h,has_v,h_shape,v_shape,h_dtype,v_dtype,h_is_complex,v_is_complex,h_has_nan,v_has_nan,h_has_inf,v_has_inf,shape_valid,data_valid,error
20260202_144833_beam5.mat,data/raw/IQ_Data/20260202_144833_beam5.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144841_beam1.mat,data/raw/IQ_Data/20260202_144841_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144841_beam2.mat,data/raw/IQ_Data/20260202_144841_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144841_beam3.mat,data/raw/IQ_Data/20260202_144841_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144841_beam4.mat,data/raw/IQ_Data/20260202_144841_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144849_beam1.mat,data/raw/IQ_Data/20260202_144849_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144849_beam2.mat,data/raw/IQ_Data/20260202_144849_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144849_beam3.mat,data/raw/IQ_Data/20260202_144849_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144849_beam4.mat,data/raw/IQ_Data/20260202_144849_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144857_beam1.mat,data/raw/IQ_Data/20260202_144857_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144857_beam2.mat,data/raw/IQ_Data/20260202_144857_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144857_beam3.mat,data/raw/IQ_Data/20260202_144857_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144857_beam4.mat,data/raw/IQ_Data/20260202_144857_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144906_beam1.mat,data/raw/IQ_Data/20260202_144906_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144906_beam2.mat,data/raw/IQ_Data/20260202_144906_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144906_beam3.mat,data/raw/IQ_Data/20260202_144906_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144906_beam4.mat,data/raw/IQ_Data/20260202_144906_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144914_beam1.mat,data/raw/IQ_Data/20260202_144914_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144914_beam2.mat,data/raw/IQ_Data/20260202_144914_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144914_beam3.mat,data/raw/IQ_Data/20260202_144914_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144914_beam4.mat,data/raw/IQ_Data/20260202_144914_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144922_beam1.mat,data/raw/IQ_Data/20260202_144922_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144922_beam2.mat,data/raw/IQ_Data/20260202_144922_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144922_beam3.mat,data/raw/IQ_Data/20260202_144922_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144922_beam4.mat,data/raw/IQ_Data/20260202_144922_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144922_beam5.mat,data/raw/IQ_Data/20260202_144922_beam5.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144931_beam1.mat,data/raw/IQ_Data/20260202_144931_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144931_beam2.mat,data/raw/IQ_Data/20260202_144931_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144931_beam3.mat,data/raw/IQ_Data/20260202_144931_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144931_beam4.mat,data/raw/IQ_Data/20260202_144931_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144939_beam1.mat,data/raw/IQ_Data/20260202_144939_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144939_beam2.mat,data/raw/IQ_Data/20260202_144939_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144939_beam3.mat,data/raw/IQ_Data/20260202_144939_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144939_beam4.mat,data/raw/IQ_Data/20260202_144939_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144939_beam5.mat,data/raw/IQ_Data/20260202_144939_beam5.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144947_beam1.mat,data/raw/IQ_Data/20260202_144947_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144947_beam2.mat,data/raw/IQ_Data/20260202_144947_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144947_beam3.mat,data/raw/IQ_Data/20260202_144947_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144947_beam4.mat,data/raw/IQ_Data/20260202_144947_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144947_beam5.mat,data/raw/IQ_Data/20260202_144947_beam5.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144955_beam1.mat,data/raw/IQ_Data/20260202_144955_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144955_beam2.mat,data/raw/IQ_Data/20260202_144955_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144955_beam3.mat,data/raw/IQ_Data/20260202_144955_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144955_beam4.mat,data/raw/IQ_Data/20260202_144955_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_144955_beam5.mat,data/raw/IQ_Data/20260202_144955_beam5.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145004_beam1.mat,data/raw/IQ_Data/20260202_145004_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145004_beam2.mat,data/raw/IQ_Data/20260202_145004_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145004_beam3.mat,data/raw/IQ_Data/20260202_145004_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145004_beam4.mat,data/raw/IQ_Data/20260202_145004_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145012_beam1.mat,data/raw/IQ_Data/20260202_145012_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145012_beam2.mat,data/raw/IQ_Data/20260202_145012_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145012_beam3.mat,data/raw/IQ_Data/20260202_145012_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145012_beam4.mat,data/raw/IQ_Data/20260202_145012_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145020_beam1.mat,data/raw/IQ_Data/20260202_145020_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145020_beam2.mat,data/raw/IQ_Data/20260202_145020_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145020_beam3.mat,data/raw/IQ_Data/20260202_145020_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145020_beam4.mat,data/raw/IQ_Data/20260202_145020_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145028_beam1.mat,data/raw/IQ_Data/20260202_145028_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145028_beam2.mat,data/raw/IQ_Data/20260202_145028_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145028_beam3.mat,data/raw/IQ_Data/20260202_145028_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145037_beam1.mat,data/raw/IQ_Data/20260202_145037_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145037_beam2.mat,data/raw/IQ_Data/20260202_145037_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145037_beam3.mat,data/raw/IQ_Data/20260202_145037_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145045_beam1.mat,data/raw/IQ_Data/20260202_145045_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145045_beam2.mat,data/raw/IQ_Data/20260202_145045_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145045_beam3.mat,data/raw/IQ_Data/20260202_145045_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145045_beam4.mat,data/raw/IQ_Data/20260202_145045_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145053_beam1.mat,data/raw/IQ_Data/20260202_145053_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145053_beam2.mat,data/raw/IQ_Data/20260202_145053_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145053_beam3.mat,data/raw/IQ_Data/20260202_145053_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145053_beam4.mat,data/raw/IQ_Data/20260202_145053_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145102_beam1.mat,data/raw/IQ_Data/20260202_145102_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145102_beam2.mat,data/raw/IQ_Data/20260202_145102_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145102_beam3.mat,data/raw/IQ_Data/20260202_145102_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145102_beam4.mat,data/raw/IQ_Data/20260202_145102_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145102_beam5.mat,data/raw/IQ_Data/20260202_145102_beam5.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145110_beam1.mat,data/raw/IQ_Data/20260202_145110_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145110_beam2.mat,data/raw/IQ_Data/20260202_145110_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145110_beam3.mat,data/raw/IQ_Data/20260202_145110_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145110_beam4.mat,data/raw/IQ_Data/20260202_145110_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145118_beam1.mat,data/raw/IQ_Data/20260202_145118_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145118_beam2.mat,data/raw/IQ_Data/20260202_145118_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145118_beam3.mat,data/raw/IQ_Data/20260202_145118_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145118_beam4.mat,data/raw/IQ_Data/20260202_145118_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145126_beam1.mat,data/raw/IQ_Data/20260202_145126_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145126_beam2.mat,data/raw/IQ_Data/20260202_145126_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145126_beam3.mat,data/raw/IQ_Data/20260202_145126_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145126_beam4.mat,data/raw/IQ_Data/20260202_145126_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145126_beam5.mat,data/raw/IQ_Data/20260202_145126_beam5.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145135_beam1.mat,data/raw/IQ_Data/20260202_145135_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145135_beam2.mat,data/raw/IQ_Data/20260202_145135_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145135_beam3.mat,data/raw/IQ_Data/20260202_145135_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145135_beam4.mat,data/raw/IQ_Data/20260202_145135_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145135_beam5.mat,data/raw/IQ_Data/20260202_145135_beam5.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145143_beam1.mat,data/raw/IQ_Data/20260202_145143_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145143_beam2.mat,data/raw/IQ_Data/20260202_145143_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145143_beam3.mat,data/raw/IQ_Data/20260202_145143_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145143_beam4.mat,data/raw/IQ_Data/20260202_145143_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145143_beam5.mat,data/raw/IQ_Data/20260202_145143_beam5.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145151_beam1.mat,data/raw/IQ_Data/20260202_145151_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145151_beam2.mat,data/raw/IQ_Data/20260202_145151_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145151_beam3.mat,data/raw/IQ_Data/20260202_145151_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145151_beam4.mat,data/raw/IQ_Data/20260202_145151_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145151_beam5.mat,data/raw/IQ_Data/20260202_145151_beam5.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145208_beam1.mat,data/raw/IQ_Data/20260202_145208_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145208_beam2.mat,data/raw/IQ_Data/20260202_145208_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145208_beam3.mat,data/raw/IQ_Data/20260202_145208_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145208_beam4.mat,data/raw/IQ_Data/20260202_145208_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145216_beam1.mat,data/raw/IQ_Data/20260202_145216_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145216_beam2.mat,data/raw/IQ_Data/20260202_145216_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145216_beam3.mat,data/raw/IQ_Data/20260202_145216_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145216_beam4.mat,data/raw/IQ_Data/20260202_145216_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145216_beam5.mat,data/raw/IQ_Data/20260202_145216_beam5.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145713_beam1.mat,data/raw/IQ_Data/20260202_145713_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145713_beam2.mat,data/raw/IQ_Data/20260202_145713_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145713_beam3.mat,data/raw/IQ_Data/20260202_145713_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145713_beam4.mat,data/raw/IQ_Data/20260202_145713_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145722_beam1.mat,data/raw/IQ_Data/20260202_145722_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145722_beam2.mat,data/raw/IQ_Data/20260202_145722_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145722_beam3.mat,data/raw/IQ_Data/20260202_145722_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145722_beam4.mat,data/raw/IQ_Data/20260202_145722_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145730_beam1.mat,data/raw/IQ_Data/20260202_145730_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145730_beam2.mat,data/raw/IQ_Data/20260202_145730_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145730_beam3.mat,data/raw/IQ_Data/20260202_145730_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145730_beam4.mat,data/raw/IQ_Data/20260202_145730_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145730_beam5.mat,data/raw/IQ_Data/20260202_145730_beam5.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145738_beam1.mat,data/raw/IQ_Data/20260202_145738_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145738_beam2.mat,data/raw/IQ_Data/20260202_145738_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145738_beam3.mat,data/raw/IQ_Data/20260202_145738_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145738_beam4.mat,data/raw/IQ_Data/20260202_145738_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145738_beam5.mat,data/raw/IQ_Data/20260202_145738_beam5.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145746_beam1.mat,data/raw/IQ_Data/20260202_145746_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145746_beam2.mat,data/raw/IQ_Data/20260202_145746_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145746_beam3.mat,data/raw/IQ_Data/20260202_145746_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145746_beam4.mat,data/raw/IQ_Data/20260202_145746_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145746_beam5.mat,data/raw/IQ_Data/20260202_145746_beam5.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145755_beam1.mat,data/raw/IQ_Data/20260202_145755_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145755_beam2.mat,data/raw/IQ_Data/20260202_145755_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145755_beam3.mat,data/raw/IQ_Data/20260202_145755_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145755_beam4.mat,data/raw/IQ_Data/20260202_145755_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145755_beam5.mat,data/raw/IQ_Data/20260202_145755_beam5.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145813_beam1.mat,data/raw/IQ_Data/20260202_145813_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145813_beam2.mat,data/raw/IQ_Data/20260202_145813_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145813_beam3.mat,data/raw/IQ_Data/20260202_145813_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145813_beam4.mat,data/raw/IQ_Data/20260202_145813_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145813_beam5.mat,data/raw/IQ_Data/20260202_145813_beam5.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145819_beam1.mat,data/raw/IQ_Data/20260202_145819_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145819_beam2.mat,data/raw/IQ_Data/20260202_145819_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145819_beam3.mat,data/raw/IQ_Data/20260202_145819_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145819_beam4.mat,data/raw/IQ_Data/20260202_145819_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145819_beam5.mat,data/raw/IQ_Data/20260202_145819_beam5.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145828_beam1.mat,data/raw/IQ_Data/20260202_145828_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145828_beam2.mat,data/raw/IQ_Data/20260202_145828_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145828_beam3.mat,data/raw/IQ_Data/20260202_145828_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145828_beam4.mat,data/raw/IQ_Data/20260202_145828_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145828_beam5.mat,data/raw/IQ_Data/20260202_145828_beam5.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145836_beam1.mat,data/raw/IQ_Data/20260202_145836_beam1.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145836_beam2.mat,data/raw/IQ_Data/20260202_145836_beam2.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145836_beam3.mat,data/raw/IQ_Data/20260202_145836_beam3.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145836_beam4.mat,data/raw/IQ_Data/20260202_145836_beam4.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
20260202_145836_beam5.mat,data/raw/IQ_Data/20260202_145836_beam5.mat,True,True,True,"(128, 100)","(128, 100)",complex64,complex64,True,True,False,False,False,False,True,True,
