mode,folds,total_raw_false_alarms,total_refined_false_alarms,mean_fixed_pfa,mean_fixed_score_pd,mean_fixed_joint_pd,mean_auc,mean_pauc_5pct,mean_tpr_1pct,mean_tpr_5pct,mean_range_mae,mean_velocity_mae,mean_selected_test_pfa,mean_selected_test_joint_pd,parameter_count,delta_false_alarms_vs_power2,delta_joint_pd_vs_power2,delta_pauc_vs_power2
power2_baseline,2,298,298,0.9933333333333334,1.0,0.8847968069666183,0.9146371552975328,0.8066378871894111,0.5527939042089985,0.7142597968069666,2.643686502177068,2.376088534107402,0.9733333333333334,0.8847968069666183,0,0,0.0,0.0
power2_roi_polar6_gated,2,298,214,0.7133333333333334,0.9905660377358491,0.8753628447024673,0.9111175616835994,0.8102105119521665,0.5433599419448476,0.7236937590711175,2.643686502177068,2.376088534107402,0.81,0.8847968069666183,8162,-84,-0.009433962264151052,0.0035726247627554386
power2_roi_power_control,2,298,237,0.79,1.0,0.8847968069666183,0.9233792936623124,0.818261322615459,0.5527939042089985,0.7519956458635704,2.643686502177068,2.376088534107402,0.8633333333333333,0.8847968069666183,8162,-61,0.0,0.011623435426047934
power2_roi_ri4,2,298,196,0.6533333333333333,0.9807692307692308,0.8847968069666183,0.91542694726657,0.8089328024015978,0.5527939042089985,0.7236937590711175,2.643686502177068,2.376088534107402,0.8466666666666667,0.8847968069666183,8162,-102,0.0,0.002294915212186721
power2_roi_ri4_polar6_gated,2,298,234,0.78,0.9807692307692308,0.8847968069666183,0.9226451378809869,0.8099003882748439,0.5624092888243832,0.7331277213352685,2.643686502177068,2.376088534107402,0.9466666666666667,0.8847968069666183,8162,-64,0.0,0.0032625010854328007
