member,reviewer,date_started,package_name,package_sha256,share_package_sha256_passed,one_page_summary_read,current_status_understood,three_evidence_objects_explained,research_claim_boundaries_explained,current_data_access_level,repository_access,environment_check_applicable,environment_ready,project_health_passed,pytest_passed,oral_review_path,oral_questions_passed_5,onboarding_decision,remaining_gap,next_action,onboarding_completed_at
,,,balloon_radar_results_and_team_onboarding_20260807_v15,,pending,pending,pending,pending,pending,A,no,no,not_applicable,not_applicable,not_applicable,,0,pending,,,
