epoch,train_loss,val_loss,learning_rate,val_threshold,val_joint_pd,val_pfa,val_auc
1,1.7581508159637451,1.2558632791042328,0.001,0.75,0.0,0.25,0.25
2,1.1679065525531769,0.8957905247807503,0.001,0.595703125,0.0,0.25,0.03125
3,0.8649345338344574,0.7753096222877502,0.001,0.525390625,0.0,0.25,0.1953125
