mode,folds,mean_false_alarms,mean_fixed_pfa,mean_fixed_score_pd,mean_fixed_joint_pd,mean_auc,mean_pauc_5pct,mean_tpr_1pct,mean_tpr_5pct,mean_range_mae,mean_velocity_mae,mean_test_background_exceed_q99_fraction,mean_background_median_shift,mean_background_q95_shift,total_false_alarms,parameter_count,delta_total_false_alarms_vs_power2,delta_mean_joint_pd_vs_power2,delta_mean_pauc_vs_power2
power2_baseline,6,50.0,0.3333333333333333,0.9224358974358974,0.8388848572810836,0.9711950743101276,0.9319496124233089,0.8405146347363329,0.9047532656023222,2.8275973633284956,2.376108692146428,0.33,0.066102385,0.022927047783333532,300,0,0,0.0,0.0
power2_roi_power_control,6,39.5,0.26333333333333336,0.9224358974358974,0.8388848572810836,0.9741091204317209,0.9358240908986581,0.8405146347363329,0.9173318819545235,2.8275973633284956,2.376108692146428,0.2911111111111111,0.06941621200416667,0.030205123533333506,237,8162,-63,0.0,0.0038744784753492745
power2_roi_ri4,6,32.666666666666664,0.21777777777777776,0.916025641025641,0.8388848572810836,0.9677306348438424,0.9291354647789093,0.8373095065312047,0.8942761248185777,2.8275973633284956,2.376108692146428,0.2822222222222222,0.12151763480833334,0.005154059003333618,196,8162,-104,0.0,-0.0028141476443995783
