epoch,learning_rate,train_loss,train_background_tail_loss,train_positive_floor_loss,train_pairwise_loss,train_shift_penalty,val_loss,val_background_tail_loss,val_positive_floor_loss,val_pairwise_loss,val_shift_penalty,selected_threshold,selected_pd,selected_pfa,selected_auc,base_threshold_pd,base_threshold_pfa,shift_mean,shift_background_mean,shift_positive_mean
1,0.0005,0.36726993389817403,0.3320430085999681,0.029643568412765213,0.027916756731903424,1.0681119889617865e-06,0.04285108737947537,0.004275888736758914,0.038457793547284035,0.0005869694408916292,1.2227889848353308e-06,0.25402119755744934,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.013333333333333334,0.001105717835681779,0.001097528898001959,0.0011261901798813292
2,0.0005,0.37498442606517096,0.3307054730675705,0.03809333495471789,0.03092797961511204,2.1379744660644855e-06,0.04287015579694401,0.004264743838991438,0.03848792811234792,0.0005872092431499844,4.171352953735983e-06,0.25384852290153503,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.013333333333333334,0.002032159591492798,0.0019058566959574818,0.002347916830331087
3,0.0005,0.3849273622276403,0.335526531683686,0.043407065065010735,0.029962336730576404,0.00013009173341308033,0.04350999771252516,0.0039399134261267526,0.039437739533327874,0.0006062100330988566,0.0011102301467742239,0.24958334863185883,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.013333333333333334,0.029393933136903104,0.019641100702186425,0.0537760142236948
4,0.0005,0.260565284475097,0.1647976468937328,0.0846230886856337,0.036280842082898904,0.3888380900455598,0.1368264050533374,0.0,0.12168193431127639,0.002681586288270496,1.4608158849534534,0.138662651181221,0.9333333333333333,0.013333333333333334,0.9995555555555555,0.9333333333333333,0.0,0.9615851653473718,0.5062135976552963,2.1000140845775603
5,0.00025,0.17141458904370666,0.04287466345103103,0.1092755000155075,0.04205865994014818,1.0852694893660753,0.10749953829993804,0.0,0.09667503322873797,0.002187068121773856,1.0387092158907936,0.15339653193950653,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.0,0.8036501153593971,0.4139330683151881,1.7779427329699198
6,0.00025,0.20667546874155168,0.03537235021359147,0.1502426454639847,0.04694394759185936,1.167168278409087,0.10024731818231798,0.0,0.09051433290754046,0.0020687360139120194,0.9319240178380693,0.15861499309539795,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.0,0.7567095550752821,0.38395841578642526,1.6885874032974244
7,0.00025,0.15192561187659917,0.02880199855537128,0.10202080094102159,0.044369455264962235,1.2228922792102979,0.09486315685900903,1.1439910200091877e-07,0.08598420392899286,0.001970281061672029,0.8484784296580723,0.1624467968940735,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.006666666666666667,0.7194726129372915,0.3617821252346039,1.6136988321940104
8,0.00025,0.13578471519133967,0.04563195547519211,0.07283936666246281,0.03915066597983241,0.9483258322529171,0.08413854880879322,5.492688201013066e-05,0.07689976337410155,0.0017636042265664962,0.6831139320418949,0.1718202382326126,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.006666666666666667,0.6404248243286497,0.3154448676109314,1.4528747161229452
9,0.000125,0.1646669167296394,0.04120151533780235,0.10481951843299296,0.0418190471423061,1.0282070429428765,0.09733401296571606,0.0,0.08811544974644979,0.0020389128298986528,0.8810781212080092,0.16066844761371613,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.0,0.7300676316022873,0.36315100411574047,1.6473592003186543
10,0.000125,0.15314628362007762,0.03445413074832785,0.0991543675671615,0.04078183027551226,1.138141750641491,0.09823820086284762,0.0,0.08889786345618111,0.0020587671370733353,0.8928583894457136,0.16000030934810638,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.0,0.7347399674710773,0.3652370651563009,1.6584972232580184
11,0.000125,0.14708662518988486,0.03990320212450688,0.08836945996881695,0.04094215489559523,1.0625535262667614,0.09558237656241371,0.0,0.08664528046335493,0.0020138747635341826,0.8534320490700859,0.1621071696281433,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.0,0.7162848692564737,0.3534309909741084,1.623419564962387
12,0.000125,0.1612942677355655,0.03641381734063464,0.10576240827187734,0.041389443344720035,1.0840155469334645,0.09660345696445022,0.0,0.08751591046651204,0.002040371298789978,0.867947180498214,0.161468967795372,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.0,0.721544599533081,0.3549955888589223,1.637917126218478
13,6.25e-05,0.16001636834572192,0.03799638338758719,0.10351893656036776,0.04029159300515185,1.0442731484122898,0.09509404956230096,3.112676755076141e-08,0.08624520472117833,0.0020137439171473187,0.8446064511934916,0.16267067193984985,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.006666666666666667,0.7106952183303379,0.3482783244053523,1.6167374531428018
14,6.25e-05,0.15511352382600307,0.03699211764857726,0.09923418745924921,0.041743203714166,1.0538579471733258,0.0948205303400755,8.953297981948016e-08,0.08602080600602287,0.0020089156570888703,0.8397851234390622,0.162870392203331,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.006666666666666667,0.7083956890162968,0.34681423445542653,1.6123493254184722
15,6.25e-05,0.16174096386859435,0.03679289771492261,0.10677796461538452,0.03923910595071704,1.0322280921365903,0.09331499008639228,1.5826550744740026e-06,0.08474289079507193,0.0019821612607865105,0.8174084192230588,0.16412368416786194,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.006666666666666667,0.6977954005911237,0.340216720700264,1.591742100318273
16,6.25e-05,0.18402291832329787,0.03771673974805036,0.1269532540326232,0.04462586614586737,1.0427750232427015,0.09576345354850803,0.0,0.08682862037704105,0.002033236480894543,0.8528187274932861,0.16219864785671234,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.0,0.7131613298541024,0.34824422260125476,1.6254540979862213
17,3.125e-05,0.15736471701656346,0.0340495665164069,0.1040216728807022,0.04390106321838887,1.0513261569582897,0.09545497941296725,0.0,0.08656831156639826,0.0020296749614533926,0.8480732242266337,0.16248054802417755,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.0,0.7106142271132696,0.3462848178545634,1.6214377502600352
18,3.125e-05,0.1600905715579005,0.03513262375414026,0.105957445429142,0.04234741468225484,1.0531018862257833,0.09431732143053696,4.4283737051522447e-07,0.08560176094373068,0.0020084067469551448,0.8313436014311654,0.16339924931526184,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.006666666666666667,0.70290271568866,0.34167230387528735,1.6059787452220917
19,3.125e-05,0.1628336876063891,0.037847891590870306,0.10639520816387274,0.041092132886304804,1.0372166737266209,0.09431484691976082,4.077070029563315e-07,0.08560456278778258,0.0020084330013820104,0.8308191605976649,0.16337519884109497,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.006666666666666667,0.7026346141383761,0.3414862163861593,1.6055056085189183
20,3.125e-05,0.15240755865512334,0.03368190888689843,0.09994063464894323,0.04149014037102461,1.048698725907699,0.09387177361086721,8.232434906641997e-07,0.08522938447339194,0.002000461873554048,0.8241472289675758,0.16373875737190247,0.9333333333333333,0.013333333333333334,0.9996666666666667,0.9333333333333333,0.006666666666666667,0.6994591656185332,0.3394978356361389,1.5993624905745187
