epoch,train_loss,val_loss,learning_rate,val_threshold,val_joint_pd,val_pfa,val_score_recall,val_auc,val_range_mae_gates,val_velocity_mae_bins
1,0.27660895867971075,0.1471305850691396,0.001,0.356689453125,0.0,0.006666666666666667,0.0,0.050314465408805034,60.79245283018868,68.69811320754717
2,0.11937747239022242,0.08141554811317932,0.001,0.278076171875,0.0,0.013333333333333334,0.0,0.33635220125786164,29.32075471698113,64.75471698113208
3,0.0692506101374035,0.051213643747597494,0.001,0.1868896484375,0.0,0.013333333333333334,0.0,0.09220125786163522,39.15094339622642,64.75471698113208
4,0.044937676827942905,0.03458865262164271,0.001,0.1378173828125,0.0,0.013333333333333334,0.0,0.019371069182389938,29.32075471698113,64.75471698113208
5,0.03240087568117281,0.026319370517883394,0.001,0.11456298828125,0.0,0.013333333333333334,0.0,0.00389937106918239,29.32075471698113,64.75471698113208
6,0.026056642244969095,0.022262067061486503,0.001,0.0994873046875,0.0,0.0,0.0,0.0026415094339622643,29.32075471698113,64.75471698113208
7,0.022761158554782123,0.02001265908036326,0.001,0.0869140625,0.0,0.013333333333333334,0.0,0.003270440251572327,29.32075471698113,64.75471698113208
8,0.02088906780648424,0.018684921923822956,0.001,0.07696533203125,0.0,0.006666666666666667,0.0,0.0027044025157232704,29.32075471698113,64.75471698113208
9,0.01974718256118002,0.017811307490899646,0.001,0.0740966796875,0.0,0.006666666666666667,0.0,0.002767295597484277,29.32075471698113,64.75471698113208
10,0.019002688621896295,0.017273791703244147,0.001,0.06982421875,0.0,0.013333333333333334,0.0,0.23836477987421384,35.20754716981132,24.169811320754718
11,0.018496776727653257,0.016839723226618884,0.001,0.06536865234375,0.0,0.013333333333333334,0.0,0.0025157232704402514,31.50943396226415,52.15094339622642
12,0.01812071481222573,0.016538242575496874,0.001,0.061981201171875,0.0,0.013333333333333334,0.0,0.3552201257861635,38.18867924528302,24.433962264150942
13,0.01782813160667683,0.01634678182655514,0.001,0.080078125,0.0,0.013333333333333334,0.0,0.9059748427672956,40.094339622641506,24.41509433962264
14,0.017593922088490022,0.0161071344521906,0.001,0.090087890625,0.0,0.013333333333333334,0.03773584905660377,0.9661635220125786,56.81132075471698,23.77358490566038
15,0.01736369125910274,0.015870527726749482,0.001,0.075439453125,0.0,0.013333333333333334,0.7547169811320755,0.9924528301886792,50.509433962264154,24.660377358490567
16,0.017134859736235637,0.01561370443809649,0.001,0.0982666015625,0.018867924528301886,0.013333333333333334,1.0,1.0,53.528301886792455,23.830188679245282
17,0.016833618172818438,0.015433516747919209,0.001,0.10089111328125,0.0,0.013333333333333334,1.0,1.0,57.075471698113205,24.39622641509434
18,0.016724212509341477,0.015061657756493596,0.001,0.145751953125,0.0,0.013333333333333334,1.0,1.0,41.301886792452834,20.830188679245282
19,0.016613807996127484,0.014842558652162552,0.001,0.1524658203125,0.05660377358490566,0.013333333333333334,1.0,1.0,24.49056603773585,17.0
20,0.01599443562810794,0.014117421336894111,0.001,0.251953125,0.03773584905660377,0.013333333333333334,1.0,1.0,15.81132075471698,13.660377358490566
21,0.015511001307125682,0.013621319915750637,0.001,0.256103515625,0.03773584905660377,0.013333333333333334,0.8679245283018868,0.9913207547169811,10.245283018867925,8.773584905660377
22,0.014888563611346354,0.015030155625891656,0.001,0.66015625,0.03773584905660377,0.013333333333333334,0.7735849056603774,0.969622641509434,12.339622641509434,9.981132075471699
23,0.01655047252520698,0.014787025318430562,0.001,0.11163330078125,0.1509433962264151,0.013333333333333334,1.0,0.999748427672956,14.566037735849056,15.716981132075471
24,0.015313383934873775,0.013447780565822066,0.001,0.5126953125,0.0,0.013333333333333334,0.9056603773584906,0.9773584905660377,6.113207547169812,5.471698113207547
25,0.014585291133375181,0.013045730236734223,0.001,0.3330078125,0.0,0.013333333333333334,0.9245283018867925,0.9831446540880503,5.2075471698113205,5.981132075471698
26,0.01359719850092805,0.011746217925652055,0.001,0.61083984375,0.16981132075471697,0.013333333333333334,0.8490566037735849,0.9860377358490566,5.660377358490566,6.0
27,0.012454679573451814,0.012630984665403886,0.001,0.72314453125,0.1320754716981132,0.013333333333333334,0.39622641509433965,0.869748427672956,9.30188679245283,11.132075471698114
28,0.012046515394373724,0.011368736188877099,0.001,0.65185546875,0.41509433962264153,0.013333333333333334,0.8867924528301887,0.9769811320754717,5.962264150943396,7.320754716981132
29,0.011606481684386891,0.010495962694360705,0.001,0.474365234375,0.39622641509433965,0.013333333333333334,0.9245283018867925,0.9915094339622641,5.69811320754717,5.943396226415095
30,0.011206398630198443,0.0105597148660864,0.001,0.385009765625,0.5849056603773585,0.013333333333333334,0.9245283018867925,0.9837735849056604,5.7924528301886795,4.471698113207547
31,0.011025297638741787,0.011356911983276749,0.001,0.292236328125,0.3584905660377358,0.013333333333333334,0.8867924528301887,0.9832075471698113,5.433962264150943,4.773584905660377
32,0.01097811812693705,0.01105628110321578,0.001,0.5693359375,0.33962264150943394,0.013333333333333334,0.9811320754716981,0.9972327044025158,7.566037735849057,7.584905660377358
33,0.010306851854271725,0.011189658124816461,0.001,0.2171630859375,0.3018867924528302,0.013333333333333334,0.9811320754716981,0.9996226415094339,8.132075471698114,7.150943396226415
34,0.010533696231294193,0.009798158129924918,0.001,0.4345703125,0.5094339622641509,0.013333333333333334,0.9622641509433962,0.9910691823899371,6.226415094339623,6.7924528301886795
35,0.010135642468748549,0.010815274372944618,0.001,0.253662109375,0.32075471698113206,0.013333333333333334,0.9433962264150944,0.9893081761006289,5.679245283018868,5.037735849056604
36,0.01023120269922394,0.009651677348086692,0.001,0.320068359375,0.4339622641509434,0.013333333333333334,0.9622641509433962,0.9943396226415094,5.509433962264151,7.169811320754717
37,0.009661831534053438,0.009329342799435548,0.001,0.4931640625,0.5849056603773585,0.013333333333333334,0.9622641509433962,0.9942767295597484,5.283018867924528,6.132075471698113
38,0.009899789889184933,0.009157788753968301,0.001,0.50634765625,0.660377358490566,0.013333333333333334,0.9433962264150944,0.9943396226415094,4.415094339622642,4.962264150943396
39,0.009767134523510586,0.009976912001973669,0.001,0.6630859375,0.660377358490566,0.013333333333333334,0.9245283018867925,0.9933333333333333,5.2075471698113205,6.0754716981132075
40,0.009423192959489688,0.009145335490434555,0.001,0.51318359375,0.660377358490566,0.013333333333333334,0.9622641509433962,0.9973584905660378,4.584905660377358,6.037735849056604
41,0.009125196656106779,0.009053086853939397,0.001,0.3896484375,0.6226415094339622,0.013333333333333334,1.0,0.9994968553459119,5.7924528301886795,6.622641509433962
42,0.008952840116826411,0.008523436221913457,0.001,0.328857421875,0.6792452830188679,0.013333333333333334,1.0,0.999245283018868,4.415094339622642,4.962264150943396
43,0.009049366691433436,0.008770960082616566,0.001,0.52392578125,0.6037735849056604,0.013333333333333334,0.9433962264150944,0.9963522012578616,5.188679245283019,6.735849056603773
44,0.008758275119482347,0.008566933031437065,0.001,0.449951171875,0.5660377358490566,0.013333333333333334,0.9811320754716981,0.9994968553459119,6.245283018867925,6.811320754716981
45,0.008616039395141554,0.00868357081262147,0.001,0.314208984375,0.5471698113207547,0.013333333333333334,0.9811320754716981,0.9989937106918239,6.566037735849057,5.150943396226415
46,0.008745853209270621,0.008499212278594525,0.001,0.37109375,0.660377358490566,0.013333333333333334,0.9622641509433962,0.9989937106918239,4.226415094339623,4.377358490566038
47,0.008648992162775197,0.008604925797375956,0.001,0.302978515625,0.5471698113207547,0.013333333333333334,0.9811320754716981,0.9996226415094339,5.735849056603773,4.584905660377358
48,0.008464419060810958,0.008223620564516249,0.001,0.3046875,0.6226415094339622,0.013333333333333334,0.9811320754716981,0.9996226415094339,5.584905660377358,5.339622641509434
49,0.008407781150372764,0.008437940454009571,0.001,0.457275390625,0.6981132075471698,0.013333333333333334,0.9811320754716981,0.999245283018868,4.679245283018868,4.584905660377358
50,0.00854465629117227,0.00815716481496915,0.001,0.332275390625,0.6415094339622641,0.013333333333333334,1.0,0.999245283018868,5.188679245283019,4.754716981132075
51,0.008284597690254851,0.008381975244666481,0.001,0.57373046875,0.7735849056603774,0.013333333333333334,0.9811320754716981,0.9988679245283019,4.69811320754717,5.037735849056604
52,0.008231414599981751,0.008180481304868762,0.001,0.34423828125,0.7358490566037735,0.013333333333333334,1.0,0.999874213836478,4.264150943396227,5.339622641509434
53,0.008110184202377366,0.007788652706125137,0.001,0.457763671875,0.6792452830188679,0.013333333333333334,0.9622641509433962,0.999119496855346,5.377358490566038,4.452830188679245
54,0.008160073437220906,0.008243370484652485,0.001,0.285400390625,0.6415094339622641,0.013333333333333334,0.9811320754716981,0.9994968553459119,5.735849056603773,5.226415094339623
55,0.008167874104813408,0.008527858010172073,0.001,0.5703125,0.7735849056603774,0.013333333333333334,1.0,0.999874213836478,5.09433962264151,4.886792452830188
56,0.00806457294788804,0.008107423009591755,0.001,0.321044921875,0.6981132075471698,0.013333333333333334,1.0,0.9996226415094339,4.018867924528302,3.7735849056603774
57,0.007919274652100638,0.007636592137911747,0.001,0.477783203125,0.7169811320754716,0.013333333333333334,1.0,0.999245283018868,4.264150943396227,3.660377358490566
58,0.007982477610064745,0.007991551896706315,0.001,0.51708984375,0.6226415094339622,0.013333333333333334,0.9433962264150944,0.9981132075471698,4.679245283018868,4.0754716981132075
59,0.007825398210164994,0.00790695476075038,0.001,0.357421875,0.6792452830188679,0.013333333333333334,0.9811320754716981,0.9993710691823899,3.9056603773584904,3.4716981132075473
60,0.0078079411935693815,0.009124882043261319,0.001,0.72900390625,0.7924528301886793,0.013333333333333334,0.9622641509433962,0.9981132075471698,3.7547169811320753,4.2075471698113205
61,0.007900907614110213,0.008424287269940241,0.001,0.630859375,0.7735849056603774,0.013333333333333334,0.9811320754716981,0.9989937106918239,4.90566037735849,4.754716981132075
62,0.00766280045634954,0.007884048320596184,0.001,0.44482421875,0.7924528301886793,0.013333333333333334,1.0,0.999245283018868,3.9056603773584904,4.320754716981132
