transfer_id,role,analysis_scope,source_bands,model_id,representation,band_code,band,batch_code,category_code,category,record_count,accuracy,evaluation_unit
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,10,all,all,6,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,11,3,weather,6,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,11,all,all,6,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,12,3,weather,6,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,12,all,all,6,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,13,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,13,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,14,3,weather,12,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,14,all,all,12,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,15,3,weather,7,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,15,all,all,7,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,16,3,weather,6,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,16,all,all,6,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,17,3,weather,9,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,17,all,all,9,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,18,3,weather,6,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,18,all,all,6,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,19,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,19,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,20,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,20,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,21,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,21,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,22,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,22,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,23,3,weather,9,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,23,all,all,9,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,24,3,weather,6,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,24,all,all,6,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,25,3,weather,6,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,25,all,all,6,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,26,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,26,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,27,3,weather,6,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,27,all,all,6,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,28,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,28,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,29,3,weather,6,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,29,all,all,6,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,30,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,30,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,31,3,weather,8,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,31,all,all,8,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,33,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,33,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,53,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,53,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,59,3,weather,4,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,59,all,all,4,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,61,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,61,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,63,3,weather,6,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,63,all,all,6,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,65,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,65,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,66,3,weather,6,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,66,all,all,6,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,67,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,67,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,68,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,68,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,71,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,71,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,73,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,73,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,77,3,weather,6,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,77,all,all,6,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,80,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,80,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,84,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,84,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,86,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,86,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,93,3,weather,6,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,93,all,all,6,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,94,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,94,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,95,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,95,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,102,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,102,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,104,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,104,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,110,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,110,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,115,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,115,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,117,3,weather,6,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,117,all,all,6,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,123,3,weather,16,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,123,all,all,16,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,124,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,124,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,129,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,129,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,132,3,weather,20,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,132,all,all,20,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,136,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,136,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,142,3,weather,25,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,142,all,all,25,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,144,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,144,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,150,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,150,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,153,3,weather,15,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,153,all,all,15,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,155,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,155,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,157,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,157,all,all,3,1,target_batch
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,158,3,weather,3,1,target_batch_class_cell
narrow_x_to_s_shared_binary,locked_primary,band_qualified_primary,X,dummy_prior,Narrow,1,S,158,all,all,3,1,target_batch
